video_id,title,duration,upload_date,playlist,playlist_id
dCzxCCulVJk,Unlock Trading Success with ChatGPT 4.0 AI: Ultimate Trading Tool,3776.0,NA,Options Education,PLSC1eKlsCR8QdrC7GftZkPTVvD1DWfZIp
769_0jXUNw8,Unlock Huge Profits This Earnings Season l MUST-Know Options Strategies,3744.0,NA,Options Education,PLSC1eKlsCR8QdrC7GftZkPTVvD1DWfZIp
ongdu7qgLnc,TOP Options Trading Strategies with Tom Sosnoff,3597.0,NA,Options Education,PLSC1eKlsCR8QdrC7GftZkPTVvD1DWfZIp
eMKK6p98j-E,OptionsPlay Trading Integration with TradeStation Securities,2846.0,NA,Options Education,PLSC1eKlsCR8QdrC7GftZkPTVvD1DWfZIp
ugIeBz73hNM,Poor Man's Covered Call Explained (ULTIMATE Guide),2241.0,NA,Options Education,PLSC1eKlsCR8QdrC7GftZkPTVvD1DWfZIp
UH2bEww1aNk,Master Debit Spreads & Butterfly Strategies for WINNING Trades,2388.0,NA,Options Education,PLSC1eKlsCR8QdrC7GftZkPTVvD1DWfZIp
05IA_31UeJ0,How To Hedge your Portfolio like a PRO (Options Trading Strategy),2132.0,NA,Options Education,PLSC1eKlsCR8QdrC7GftZkPTVvD1DWfZIp
dNA1wr6Dcgc,Trading Q&A l Important Questions with Answers,3827.0,NA,Options Education,PLSC1eKlsCR8QdrC7GftZkPTVvD1DWfZIp
pngpmgthld4,NEW ChatGPT-4o Changes Your Trading (100% PROFIT),4006.0,NA,Options Education,PLSC1eKlsCR8QdrC7GftZkPTVvD1DWfZIp
PsEOuWNGH2g,How to grow a small account trading options (step by step),3089.0,NA,Options Education,PLSC1eKlsCR8QdrC7GftZkPTVvD1DWfZIp
5c76GgwzrK8,The Guide to Trading Counter-Trend Setups,3288.0,NA,Options Education,PLSC1eKlsCR8QdrC7GftZkPTVvD1DWfZIp
HsFwdxmis8Q,The Best Trend Following Trading System,3618.0,NA,Options Education,PLSC1eKlsCR8QdrC7GftZkPTVvD1DWfZIp
L60rE1dbCQ4,The #1 Options Strategy in 2024: Maximize Yield with Covered Calls,3313.0,NA,Options Education,PLSC1eKlsCR8QdrC7GftZkPTVvD1DWfZIp
IHPIwMB6E8I,How To Trade Earnings Reports: Advanced Options Strategies for RESULTS,3053.0,NA,Options Education,PLSC1eKlsCR8QdrC7GftZkPTVvD1DWfZIp
fWglDvWLXLY,Options Trading for Beginners l 2024 ULTIMATE In-Depth Guide,3249.0,NA,Options Education,PLSC1eKlsCR8QdrC7GftZkPTVvD1DWfZIp
VFZxl7rfDIw,Market Analysis With Tom Sosnoff,4525.0,NA,Interviews with Industry Leaders,PLSC1eKlsCR8S-nVFAZcTOOW5PMAFju_uZ
8upU0dIn9gw,Nasdaq Exchange Opening Remarks by Tanya Patwa,589.0,NA,Nasdaq-100 Index Options Education Event,PLSC1eKlsCR8TNzgtfZ-mjeUsQqUZ3jBxL
cEytnE20ywg,Options Basics and Strategies by Ed Modla,2592.0,NA,Nasdaq-100 Index Options Education Event,PLSC1eKlsCR8TNzgtfZ-mjeUsQqUZ3jBxL
KSkBXzKQrAY,Minimize Risk with Vertical Option Spreads by Tony Zhang,2508.0,NA,Nasdaq-100 Index Options Education Event,PLSC1eKlsCR8TNzgtfZ-mjeUsQqUZ3jBxL
6b7B4RTjZMc,Technical Analysis of NDX by James Chen,2600.0,NA,Nasdaq-100 Index Options Education Event,PLSC1eKlsCR8TNzgtfZ-mjeUsQqUZ3jBxL
n9QC464mwds,Creating a Portfolio Hedging Strategy by Todd Gordon,2320.0,NA,Nasdaq-100 Index Options Education Event,PLSC1eKlsCR8TNzgtfZ-mjeUsQqUZ3jBxL
AG8IM1tYU6w,"Liquidity, Order Entry, & Trading Best Practices by Jill Malandrino, Michael Khouw, & Steve Sosnick",3140.0,NA,Nasdaq-100 Index Options Education Event,PLSC1eKlsCR8TNzgtfZ-mjeUsQqUZ3jBxL
5IvhBIQVujs,Generating Income with Index Options using Iron Condors,467.0,NA,Nasdaq-100 Index Options Education Event,PLSC1eKlsCR8TNzgtfZ-mjeUsQqUZ3jBxL
XVXmyB9fZVk,Manage Options Positions into Winners,3409.0,NA,Advanced Options Course,PLSC1eKlsCR8R5CIRhL6ISHXPNCbqst76U
bD-WSmx-FJM,Live Market Analysis - June 25th 2020,4763.0,NA,Advanced Options Course,PLSC1eKlsCR8R5CIRhL6ISHXPNCbqst76U
44aSR6zIkYM,Adding Income to a Stock Portfolio using Options,6028.0,NA,Advanced Options Course,PLSC1eKlsCR8R5CIRhL6ISHXPNCbqst76U
HS-69gSVekA,Trading Q2 2020 Earnings with Options,5788.0,NA,Advanced Options Course,PLSC1eKlsCR8R5CIRhL6ISHXPNCbqst76U
j6aQlMcEjLw,How to Hedge a Portfolio Effeciently Against a Market Correction,5516.0,NA,Advanced Options Course,PLSC1eKlsCR8R5CIRhL6ISHXPNCbqst76U
sihVzIJ4QO4,"Live Market Analysis with Q&A with Tony Zhang - July 30th, 2020",5115.0,NA,Advanced Options Course,PLSC1eKlsCR8R5CIRhL6ISHXPNCbqst76U
HJFtEVntll0,"OptionsPlay Market Outlook - Bullish w/ Destabilizing Factors - June 2nd, 2020",1828.0,NA,Market Outlook Series,PLSC1eKlsCR8TD7e65jkBOh3L5FXr6gRDl
ByKBd7VFqbI,"Friday Market Outlook - Slice & Diced Data - June 5th, 2020",1914.0,NA,Market Outlook Series,PLSC1eKlsCR8TD7e65jkBOh3L5FXr6gRDl
8-EAM2E0Sd0,"Market Outlook: We're in a Recession & Overbought but Buy the Dips - June 9th, 2020",1961.0,NA,Market Outlook Series,PLSC1eKlsCR8TD7e65jkBOh3L5FXr6gRDl
VHMNvY61HRA,"OptionsPlay Market Outlook - Buy the Dip by Selling Options - June 12th, 2020",2085.0,NA,Market Outlook Series,PLSC1eKlsCR8TD7e65jkBOh3L5FXr6gRDl
qKO-s0tRO3s,"OptionsPlay Market Outlook - Retail Rebound - June 16th, 2020",1753.0,NA,Market Outlook Series,PLSC1eKlsCR8TD7e65jkBOh3L5FXr6gRDl
sgNgWJRD7G8,"Market Outlook: Market Equilibrium & Overseas Markets - June 19th, 2020",1820.0,NA,Market Outlook Series,PLSC1eKlsCR8TD7e65jkBOh3L5FXr6gRDl
ne_jOXVNHK8,"Market Outlook - Tech & Biotech Leadership - June 23rd, 2020",1769.0,NA,Market Outlook Series,PLSC1eKlsCR8TD7e65jkBOh3L5FXr6gRDl
BiCDVx05xXQ,"Friday Market Outlooks: Risks Skew to the Downside - June 26th, 2020",1937.0,NA,Market Outlook Series,PLSC1eKlsCR8TD7e65jkBOh3L5FXr6gRDl
qIkWXqptcWI,OptionsPlay Market Outlook: Emerging Markets Leadership - July 7th 2020,1726.0,NA,Market Outlook Series,PLSC1eKlsCR8TD7e65jkBOh3L5FXr6gRDl
2qQLn94WYoA,"Market Outlook - Market Health Declines & FAANG Stocks - July 10th, 2020",1871.0,NA,Market Outlook Series,PLSC1eKlsCR8TD7e65jkBOh3L5FXr6gRDl
x9FZVDrkh4U,"Market Outlook: Upside Breakout Building - July 17th, 2020",2132.0,NA,Market Outlook Series,PLSC1eKlsCR8TD7e65jkBOh3L5FXr6gRDl
rs9bcpzNf0g,"Market Consolidation & Elevated Volatility Ahead - July 24th, 2020",1808.0,NA,Market Outlook Series,PLSC1eKlsCR8TD7e65jkBOh3L5FXr6gRDl
kTSU61Lda9k,"Market Consolidation Ahead - July 28th, 2020",1920.0,NA,Market Outlook Series,PLSC1eKlsCR8TD7e65jkBOh3L5FXr6gRDl
J70RcMyRuaA,"Downside Risks Arise - July 31st, 2020",1847.0,NA,Market Outlook Series,PLSC1eKlsCR8TD7e65jkBOh3L5FXr6gRDl
ZRLALIKvDSk,"Equities Stretch Further - Aug 4th, 2020",1725.0,NA,Market Outlook Series,PLSC1eKlsCR8TD7e65jkBOh3L5FXr6gRDl
v2UtOmxS-_o,"Markets Enter Silly Season - August 7th, 2020",1819.0,NA,Market Outlook Series,PLSC1eKlsCR8TD7e65jkBOh3L5FXr6gRDl
UhT1w5gB7Jk,"Are We Watching an Asset Bubble Form? - Aug 11th, 2020",1923.0,NA,Market Outlook Series,PLSC1eKlsCR8TD7e65jkBOh3L5FXr6gRDl
5Li2BJftVPs,"Markets Are Exhausted - Aug 14, 2020",1791.0,NA,Market Outlook Series,PLSC1eKlsCR8TD7e65jkBOh3L5FXr6gRDl
uxjLtoSvcvU,"Market Health Deteriorates with New Highs - Aug 25th, 2020",1802.0,NA,Market Outlook Series,PLSC1eKlsCR8TD7e65jkBOh3L5FXr6gRDl
2cy1ipogrA4,"Keep Calm and Stay Long - Aug 28th, 2020",1785.0,NA,Market Outlook Series,PLSC1eKlsCR8TD7e65jkBOh3L5FXr6gRDl
N5po7_ig6Ho,"The Big Picture of Markets - Sept 1st, 2020",1729.0,NA,Market Outlook Series,PLSC1eKlsCR8TD7e65jkBOh3L5FXr6gRDl
ACv2KS1lt4E,"Pullback Opportunity to Sell Vol - Sept 4th, 2020",1824.0,NA,Market Outlook Series,PLSC1eKlsCR8TD7e65jkBOh3L5FXr6gRDl
FgVeVQKXnMQ,"Market Volatility Contained - Sept 8th, 2020",1839.0,NA,Market Outlook Series,PLSC1eKlsCR8TD7e65jkBOh3L5FXr6gRDl
2tEiWnddro8,"Signals of Stabilization - 🇺🇸 Sept 11, 2020 🇺🇸",1808.0,NA,Market Outlook Series,PLSC1eKlsCR8TD7e65jkBOh3L5FXr6gRDl
QtoVY_VnQQ8,"Sector Rotation with Risks Bubbling Up - Sept 15th, 2020",1845.0,NA,Market Outlook Series,PLSC1eKlsCR8TD7e65jkBOh3L5FXr6gRDl
i5W9a7qYydI,"Markets are Hanging By A Thread - Sept 18th, 2020",1824.0,NA,Market Outlook Series,PLSC1eKlsCR8TD7e65jkBOh3L5FXr6gRDl
4NZlXjRo2Ww,"Defensive Tone to Markets - Sept 22nd, 2020",1598.0,NA,Market Outlook Series,PLSC1eKlsCR8TD7e65jkBOh3L5FXr6gRDl
ijGXhsKJoMw,"Major Support Levels & Rising Downside Risks - Sept 25th, 2020",1805.0,NA,Market Outlook Series,PLSC1eKlsCR8TD7e65jkBOh3L5FXr6gRDl
lxV4K0X-80k,"Not Out of the Woods Yet - Sept 29th, 2020",1705.0,NA,Market Outlook Series,PLSC1eKlsCR8TD7e65jkBOh3L5FXr6gRDl
1Vj08zo7uN0,"News Driven Weakness, Markets Remain Resilient - Oct 2nd, 2020",1611.0,NA,Market Outlook Series,PLSC1eKlsCR8TD7e65jkBOh3L5FXr6gRDl
L_lhVEPy39E,Election Driven Weakness and Seasonality - Oct 6th 2020,1773.0,NA,Market Outlook Series,PLSC1eKlsCR8TD7e65jkBOh3L5FXr6gRDl
tDzug2UeGzc,"Short Tech Breakout - Oct 13th, 2020",1786.0,NA,Market Outlook Series,PLSC1eKlsCR8TD7e65jkBOh3L5FXr6gRDl
A8nV4o-tnRk,"Pivotal Support Level for Equities & Fixed Income - Oct 20th, 2020",1776.0,NA,Market Outlook Series,PLSC1eKlsCR8TD7e65jkBOh3L5FXr6gRDl
2lY4vLp0qew,"Bullish Markets Going into the Election - Oct 23rd, 2020",1911.0,NA,Market Outlook Series,PLSC1eKlsCR8TD7e65jkBOh3L5FXr6gRDl
LAuaYXuZlNM,"Rally into the Election - Nov 3rd, 2020",1763.0,NA,Market Outlook Series,PLSC1eKlsCR8TD7e65jkBOh3L5FXr6gRDl
FDveozkSdVI,"Election Trading Ranges - Nov 6, 2020",1838.0,NA,Market Outlook Series,PLSC1eKlsCR8TD7e65jkBOh3L5FXr6gRDl
gGb_8VB5_lw,Consolidation Before Massive Rally,1831.0,NA,Market Outlook Series,PLSC1eKlsCR8TD7e65jkBOh3L5FXr6gRDl
hQ9fwTXT_5A,"US Elections Outcome - Nov 5, 2020",5687.0,NA,Market Outlook Series,PLSC1eKlsCR8TD7e65jkBOh3L5FXr6gRDl
TnuOGHQjUhk,Broad Rally on the Horizon,1845.0,NA,Market Outlook Series,PLSC1eKlsCR8TD7e65jkBOh3L5FXr6gRDl
Tjg52YUNZIo,Santa Clause Rally,1803.0,NA,Market Outlook Series,PLSC1eKlsCR8TD7e65jkBOh3L5FXr6gRDl
2HfGjVwho-A,Fully Priced Optimism,1795.0,NA,Market Outlook Series,PLSC1eKlsCR8TD7e65jkBOh3L5FXr6gRDl
B4-lii6DrB8,Bullish Tailwinds Converge,1770.0,NA,Market Outlook Series,PLSC1eKlsCR8TD7e65jkBOh3L5FXr6gRDl
9-BCFp9lsbk,Macro Risks to Equities,1709.0,NA,Market Outlook Series,PLSC1eKlsCR8TD7e65jkBOh3L5FXr6gRDl
Tjg52YUNZIo,Santa Clause Rally,1803.0,NA,Market Outlook Series,PLSC1eKlsCR8TD7e65jkBOh3L5FXr6gRDl
TnuOGHQjUhk,Broad Rally on the Horizon,1845.0,NA,Market Outlook Series,PLSC1eKlsCR8TD7e65jkBOh3L5FXr6gRDl
gGb_8VB5_lw,Consolidation Before Massive Rally,1831.0,NA,Market Outlook Series,PLSC1eKlsCR8TD7e65jkBOh3L5FXr6gRDl
_colWBr5L4g,Gain Your Directional Edge with OptionsPlay,5363.0,NA,Market Outlook Series,PLSC1eKlsCR8TD7e65jkBOh3L5FXr6gRDl
FDveozkSdVI,"Election Trading Ranges - Nov 6, 2020",1838.0,NA,Market Outlook Series,PLSC1eKlsCR8TD7e65jkBOh3L5FXr6gRDl
LAuaYXuZlNM,"Rally into the Election - Nov 3rd, 2020",1763.0,NA,Market Outlook Series,PLSC1eKlsCR8TD7e65jkBOh3L5FXr6gRDl
LFqUnzFF2eU,"Comprehensive 2020 Election Guide for Investors - Oct 9th, 2020",4628.0,NA,Market Outlook Series,PLSC1eKlsCR8TD7e65jkBOh3L5FXr6gRDl
A8nV4o-tnRk,"Pivotal Support Level for Equities & Fixed Income - Oct 20th, 2020",1776.0,NA,Market Outlook Series,PLSC1eKlsCR8TD7e65jkBOh3L5FXr6gRDl
tDzug2UeGzc,"Short Tech Breakout - Oct 13th, 2020",1786.0,NA,Market Outlook Series,PLSC1eKlsCR8TD7e65jkBOh3L5FXr6gRDl
L_lhVEPy39E,Election Driven Weakness and Seasonality - Oct 6th 2020,1773.0,NA,Market Outlook Series,PLSC1eKlsCR8TD7e65jkBOh3L5FXr6gRDl
1Vj08zo7uN0,"News Driven Weakness, Markets Remain Resilient - Oct 2nd, 2020",1611.0,NA,Market Outlook Series,PLSC1eKlsCR8TD7e65jkBOh3L5FXr6gRDl
lxV4K0X-80k,"Not Out of the Woods Yet - Sept 29th, 2020",1705.0,NA,Market Outlook Series,PLSC1eKlsCR8TD7e65jkBOh3L5FXr6gRDl
ijGXhsKJoMw,"Major Support Levels & Rising Downside Risks - Sept 25th, 2020",1805.0,NA,Market Outlook Series,PLSC1eKlsCR8TD7e65jkBOh3L5FXr6gRDl
4NZlXjRo2Ww,"Defensive Tone to Markets - Sept 22nd, 2020",1598.0,NA,Market Outlook Series,PLSC1eKlsCR8TD7e65jkBOh3L5FXr6gRDl
i5W9a7qYydI,"Markets are Hanging By A Thread - Sept 18th, 2020",1824.0,NA,Market Outlook Series,PLSC1eKlsCR8TD7e65jkBOh3L5FXr6gRDl
QtoVY_VnQQ8,"Sector Rotation with Risks Bubbling Up - Sept 15th, 2020",1845.0,NA,Market Outlook Series,PLSC1eKlsCR8TD7e65jkBOh3L5FXr6gRDl
2tEiWnddro8,"Signals of Stabilization - 🇺🇸 Sept 11, 2020 🇺🇸",1808.0,NA,Market Outlook Series,PLSC1eKlsCR8TD7e65jkBOh3L5FXr6gRDl
FgVeVQKXnMQ,"Market Volatility Contained - Sept 8th, 2020",1839.0,NA,Market Outlook Series,PLSC1eKlsCR8TD7e65jkBOh3L5FXr6gRDl
ACv2KS1lt4E,"Pullback Opportunity to Sell Vol - Sept 4th, 2020",1824.0,NA,Market Outlook Series,PLSC1eKlsCR8TD7e65jkBOh3L5FXr6gRDl
N5po7_ig6Ho,"The Big Picture of Markets - Sept 1st, 2020",1729.0,NA,Market Outlook Series,PLSC1eKlsCR8TD7e65jkBOh3L5FXr6gRDl
2cy1ipogrA4,"Keep Calm and Stay Long - Aug 28th, 2020",1785.0,NA,Market Outlook Series,PLSC1eKlsCR8TD7e65jkBOh3L5FXr6gRDl
uxjLtoSvcvU,"Market Health Deteriorates with New Highs - Aug 25th, 2020",1802.0,NA,Market Outlook Series,PLSC1eKlsCR8TD7e65jkBOh3L5FXr6gRDl
5Li2BJftVPs,"Markets Are Exhausted - Aug 14, 2020",1791.0,NA,Market Outlook Series,PLSC1eKlsCR8TD7e65jkBOh3L5FXr6gRDl
MfRxZDcfnzs,"Weekly Market Overview - February 22, 2022",983.0,NA,Market Outlook Series,PLSC1eKlsCR8TD7e65jkBOh3L5FXr6gRDl
6f8J7k3tIyM,"Weekly Market Outlook - Friday, February 25",986.0,NA,Market Outlook Series,PLSC1eKlsCR8TD7e65jkBOh3L5FXr6gRDl
0r4pzllWv9Y,"Market Outlook I March 1, 2022: What You Need To Know Now!",1011.0,NA,Market Outlook Series,PLSC1eKlsCR8TD7e65jkBOh3L5FXr6gRDl
YpzsPVwVWFM,"Market Outlook I March 1, 2022: Stocks Making Tradable Low!",1826.0,NA,Market Outlook Series,PLSC1eKlsCR8TD7e65jkBOh3L5FXr6gRDl
EsO6hlj7nS4,Rapid Fire Session with Prakash Vijayanath / 04.03.2022,2428.0,NA,Market Outlook Series,PLSC1eKlsCR8TD7e65jkBOh3L5FXr6gRDl
LFdDcoPjwfo,Stocks on FIRE 🔥 Market Review l Options Traders MUST Watch,2263.0,NA,Market Outlook Series,PLSC1eKlsCR8TD7e65jkBOh3L5FXr6gRDl
zoBBfDE0s0o,"Technical Tuesday With Rick Bensignor! I MO March 8, 2022 I",1797.0,NA,Market Outlook Series,PLSC1eKlsCR8TD7e65jkBOh3L5FXr6gRDl
X1Jv91qqWGc,Friday Market Outlook / Equities Continue to be Pressured,1593.0,NA,Market Outlook Series,PLSC1eKlsCR8TD7e65jkBOh3L5FXr6gRDl
Kh-utLtsHss,Tuesday Technical Market Outlook with Rick Bensignor / 15.03.2022,2260.0,NA,Market Outlook Series,PLSC1eKlsCR8TD7e65jkBOh3L5FXr6gRDl
rORWnJCvMlQ,Friday Market Outlook l Stocks to Watch 👀,1928.0,NA,Market Outlook Series,PLSC1eKlsCR8TD7e65jkBOh3L5FXr6gRDl
lUzS44EEm5k,Friday Market Outlook l Stocks to Watch 👀,1643.0,NA,Market Outlook Series,PLSC1eKlsCR8TD7e65jkBOh3L5FXr6gRDl
09kKtVp8ZDs,Rapid Fire Session With Prakash Vijayanath / May 6th,2479.0,NA,Market Outlook Series,PLSC1eKlsCR8TD7e65jkBOh3L5FXr6gRDl
LKKPbgBuSdQ,"Friday Market Outlook with Prakash Vijayanath / May 13, 2022",2026.0,NA,Market Outlook Series,PLSC1eKlsCR8TD7e65jkBOh3L5FXr6gRDl
LFLkbQh_ah4,"Monday Macro Technical Market Outlook with Rick Bensignor / May 16th, 2022",2972.0,NA,Market Outlook Series,PLSC1eKlsCR8TD7e65jkBOh3L5FXr6gRDl
RoeNIskDv-4,Rapid Fire Session with Prakash : June 10th,2797.0,NA,Market Outlook Series,PLSC1eKlsCR8TD7e65jkBOh3L5FXr6gRDl
hp3itgAb7ts,Weekly Technical Market Outlook with Rick : June 13th,2675.0,NA,Market Outlook Series,PLSC1eKlsCR8TD7e65jkBOh3L5FXr6gRDl
hSKLXWoZrTs,Friday market Outlook with Prakash : June 17th,2809.0,NA,Market Outlook Series,PLSC1eKlsCR8TD7e65jkBOh3L5FXr6gRDl
8huZFNtSyTM,"Weekly Technical Macro Market Outlook with Rick : July 5th, 2022",2558.0,NA,Market Outlook Series,PLSC1eKlsCR8TD7e65jkBOh3L5FXr6gRDl
flpzRMH14ms,"Weekly Monday Macro Technical Market Outlook with Rick : July 11st, 2022",2738.0,NA,Market Outlook Series,PLSC1eKlsCR8TD7e65jkBOh3L5FXr6gRDl
4f7y4HoT6Cs,"Friday Market Outlook with Prakash : July 22nd, 2022",2754.0,NA,Market Outlook Series,PLSC1eKlsCR8TD7e65jkBOh3L5FXr6gRDl
eWWvndopIrw,Friday Market Outlook with Prakash Aug 5th,2820.0,NA,Market Outlook Series,PLSC1eKlsCR8TD7e65jkBOh3L5FXr6gRDl
Rx4cy56i5-o,Prepare Your Portfolio for the Upcoming Recession,3488.0,NA,Intermediate Options Trading Course,PLSC1eKlsCR8S1RPs4b8aecyw7Vwx614Jh
1teP5WNzBxA,Maximize Your Income with Credit Vertical Spreads,3643.0,NA,Intermediate Options Trading Course,PLSC1eKlsCR8S1RPs4b8aecyw7Vwx614Jh
jslf3PlgxrU,"Live Market Analysis with Q&A - May 28th, 2020",4011.0,NA,Intermediate Options Trading Course,PLSC1eKlsCR8S1RPs4b8aecyw7Vwx614Jh
QSVqsTf8-ns,How to Repair a Losing Stock Trade using Options,4501.0,NA,Intermediate Options Trading Course,PLSC1eKlsCR8S1RPs4b8aecyw7Vwx614Jh
bk9Co7V6AI4,"Finding the Optimal Credit Spreads - Oct 8th, 2020",4369.0,NA,Intermediate Options Trading Course,PLSC1eKlsCR8S1RPs4b8aecyw7Vwx614Jh
xIYUV-4JMsI,Trading Q3 2020 Earnings using Options with Limited Risk,4852.0,NA,Intermediate Options Trading Course,PLSC1eKlsCR8S1RPs4b8aecyw7Vwx614Jh
pw022SwN1i8,"Live Market Analysis with Tony Zhang - Oct 22nd, 2020",4640.0,NA,Intermediate Options Trading Course,PLSC1eKlsCR8S1RPs4b8aecyw7Vwx614Jh
_colWBr5L4g,Gain Your Directional Edge with OptionsPlay,5363.0,NA,Intermediate Options Trading Course,PLSC1eKlsCR8S1RPs4b8aecyw7Vwx614Jh
c_WvFRm72EA,Beginner's Options Course: Part 1 - Benefits of Options Trading,3448.0,NA,Beginners Options Trading Course,PLSC1eKlsCR8TH5S6IHhyTkIk7im-8Dfph
0Gz3BQmm91k,Beginner's Options Course: Part 2 - Managing Options Orders,2998.0,NA,Beginners Options Trading Course,PLSC1eKlsCR8TH5S6IHhyTkIk7im-8Dfph
r0gzugOztUY,Beginners Options Course - Part 3: Buying vs. Selling Options,3212.0,NA,Beginners Options Trading Course,PLSC1eKlsCR8TH5S6IHhyTkIk7im-8Dfph
JMysWWug9gE,Beginners Options Master Course - Part 4 - Live Analysis with Q&A,3298.0,NA,Beginners Options Trading Course,PLSC1eKlsCR8TH5S6IHhyTkIk7im-8Dfph
5ulfWpl2CNc,Enhancing Your Equity Positions using Options,4722.0,NA,Beginners Options Trading Course,PLSC1eKlsCR8TH5S6IHhyTkIk7im-8Dfph
ntdqxhinEeA,Beginner's Options Master Course: Part 2 - Adding Leverage with Limited Risk using Options,4887.0,NA,Beginners Options Trading Course,PLSC1eKlsCR8TH5S6IHhyTkIk7im-8Dfph
RnlBk4QzT6s,Trading Psychology: How to Succeed in Trading?,5250.0,NA,Beginners Options Trading Course,PLSC1eKlsCR8TH5S6IHhyTkIk7im-8Dfph
y4dfdfkjQE4,Live Market Analysis - Part 4: Beginners Options Master Course,4597.0,NA,Beginners Options Trading Course,PLSC1eKlsCR8TH5S6IHhyTkIk7im-8Dfph
0mm0z0LdXSw,Options 101: Benefits of Options Trading,6192.0,NA,Beginners Options Trading Course,PLSC1eKlsCR8TH5S6IHhyTkIk7im-8Dfph
PEI7Qxxqs30,Options Fundamentals: Buying vs. Selling Options,6552.0,NA,Beginners Options Trading Course,PLSC1eKlsCR8TH5S6IHhyTkIk7im-8Dfph
TpizwQr9_gI,"Live Market Analysis with Tony Zhang - Aug 27th, 2020",4029.0,NA,Beginners Options Trading Course,PLSC1eKlsCR8TH5S6IHhyTkIk7im-8Dfph
90BrcS8Wgvk,Get the Best Fill Prices for Entering and Exiting Options Positions,5403.0,NA,Beginners Options Trading Course,PLSC1eKlsCR8TH5S6IHhyTkIk7im-8Dfph
UIJkY08UKwg,Add Leverage with Limited Risk using Options,5991.0,NA,Beginners Options Trading Course,PLSC1eKlsCR8TH5S6IHhyTkIk7im-8Dfph
5nuZh4HdXaI,Trading Psychology & Risk Management for Options Trading,4616.0,NA,Beginners Options Trading Course,PLSC1eKlsCR8TH5S6IHhyTkIk7im-8Dfph
aFNkj4ovDRw,Live Market Analysis with Tony Zhang - Sept 2020,4369.0,NA,Beginners Options Trading Course,PLSC1eKlsCR8TH5S6IHhyTkIk7im-8Dfph
2VzqGw2_ZFs,Credit Spread Income Strategy w/ NDX Weekly Index Options,4379.0,NA,Nasdaq-100 Index Options Trading Strategies,PLSC1eKlsCR8TaLPKyfNGb8HVoq4Qyo0M0
V-p3hUwOfHY,Leveraging Technical Analysis w/ Nasdaq-100 Index Options,4109.0,NA,Nasdaq-100 Index Options Trading Strategies,PLSC1eKlsCR8TaLPKyfNGb8HVoq4Qyo0M0
gaYEJ0CpzBs,How to Hedge a Portfolio w/ Nasdaq-100 Index Options,3851.0,NA,Nasdaq-100 Index Options Trading Strategies,PLSC1eKlsCR8TaLPKyfNGb8HVoq4Qyo0M0
mO9NCQLR3iA,OptionsPlay Walkthrough - Canada,424.0,NA,OptionsPlay Canada Webinar Series: Learn to Trade Options,PLSC1eKlsCR8SWT3w4VMRk916_GWxl1d3F
ZWfozrCTsgI,How to Generate Consistent Income w/ Options - Canada,2968.0,NA,OptionsPlay Canada Webinar Series: Learn to Trade Options,PLSC1eKlsCR8SWT3w4VMRk916_GWxl1d3F
o5drJroqO48,Trading Your First Option - Canada,5045.0,NA,OptionsPlay Canada Webinar Series: Learn to Trade Options,PLSC1eKlsCR8SWT3w4VMRk916_GWxl1d3F
r5vKznGKajI,Trade Earnings Like a Pro - Canada,3127.0,NA,OptionsPlay Canada Webinar Series: Learn to Trade Options,PLSC1eKlsCR8SWT3w4VMRk916_GWxl1d3F
ajSTiS2kdDg,OptionsPlay Platform Walkthrough,241.0,NA,Webinar Series: Learn to Trade Options,PLSC1eKlsCR8Tsa4_ONvZ9rfaFIzKPZzPc
ffC3uVl3BCc,Maximizing OptionsPlay's Tools & Services,3069.0,NA,Webinar Series: Learn to Trade Options,PLSC1eKlsCR8Tsa4_ONvZ9rfaFIzKPZzPc
8jHTfohKjsQ,Generate Consistent Income w/ Covered Calls,4362.0,NA,Webinar Series: Learn to Trade Options,PLSC1eKlsCR8Tsa4_ONvZ9rfaFIzKPZzPc
KsstKtqAYQk,Entering Options Orders & Managing Positions,4967.0,NA,Webinar Series: Learn to Trade Options,PLSC1eKlsCR8Tsa4_ONvZ9rfaFIzKPZzPc
yPbjx-ARPtM,NA,NA,NA,Webinar Series: Learn to Trade Options,PLSC1eKlsCR8Tsa4_ONvZ9rfaFIzKPZzPc
bcD-Ea2JN38,Advanced & Custom Strategies w/ OptionsPlay,328.0,NA,Webinar Series: Learn to Trade Options,PLSC1eKlsCR8Tsa4_ONvZ9rfaFIzKPZzPc
Bac2yKZ-WW8,Generate an Income Stream with your Equity Portfolio,4371.0,NA,Webinar Series: Learn to Trade Options,PLSC1eKlsCR8Tsa4_ONvZ9rfaFIzKPZzPc
PgVp7Uvc-xo,Trade Talks: Top 5 strategies for generating income using options,634.0,NA,Webinar Series: Learn to Trade Options,PLSC1eKlsCR8Tsa4_ONvZ9rfaFIzKPZzPc
lvVtQXsCO8w,Leveraging Technical Analysis for Options Trading,4689.0,NA,Webinar Series: Learn to Trade Options,PLSC1eKlsCR8Tsa4_ONvZ9rfaFIzKPZzPc
H6_WjNn1oXQ,Maximizing Income with Credit Vertical Spreads,4431.0,NA,Webinar Series: Learn to Trade Options,PLSC1eKlsCR8Tsa4_ONvZ9rfaFIzKPZzPc
