video_id,title,duration,tab,channel_rank,playlists,reviewed,score
axGFwcIoTdw,Ever heard of a credit spread? It's a smart move in the world of options trading,,shorts,196.0,,False,0
ReFrS6yJQbg,Ever wondered what makes up the premium we pay for Long options to go up in value? 🤔,,shorts,200.0,,False,0
eZrocLTaHbg,When can you sell a credit spread? 🤔,,shorts,209.0,,False,0
v1kMF2K1FLU,The Future of Industrial Automation,3591.0,streams,14.0,,False,0
0cmK7kOC6gQ,Leverage Technical Analysis w/ Options Trading,4418.0,streams,29.0,,False,0
Ox-hTIjrWvM,The Stock Market Just Sent a Warning Sign (Here's Proof),2738.0,videos,5.0,"Read the Market Like a Pro: Charts, Market Regime, and Volatility Made Simple",False,0
iXOULnIGEKk,Why You're Selling Winning Stocks Too Early (Fix This),2810.0,videos,6.0,"Read the Market Like a Pro: Charts, Market Regime, and Volatility Made Simple",True,0
jmD1S47yjjA,From Buying Calls to Building Spreads,11811.0,videos,8.0,The Stock Investor's Guide to Options: Learn Options From the Ground Up,False,0
ZWf03H0Yrpg,Get Paid on Stocks You Already Own (Covered Calls Explained),2764.0,videos,11.0,The Stock Investor's Guide to Options: Learn Options From the Ground Up,False,0
vXdFSbR1z28,5 Stocks Outperforming Right Now,2698.0,videos,12.0,,False,0
JjvxtSfgWzk,Get Paid to Place a Limit Buy Order (Cash-Secured Puts Explained),2974.0,videos,13.0,The Stock Investor's Guide to Options: Learn Options From the Ground Up,False,0
0m7L3Ro7xpY,This Week's Market Playbook: Macro Outlook and 7 Breakout Ideas,2686.0,videos,16.0,,False,0
nTqAK_mXX6E,How to Find Your Next Trade on OptionsPlay | Growth Lab Full Series,9553.0,videos,17.0,Where Your Next Trade Comes From: Finding Opportunities on OptionsPlay,False,0
w7phybZaN8c,Breakout Candidates and the Macro Picture for This Week,2717.0,videos,22.0,,False,0
W72DcmaJizA,The Rules That Keep Traders Profitable,2972.0,videos,29.0,Why Winning Trades Aren't Enough: How Traders Actually Grow an Account,False,0
0HbgJO4WXq4,"This Week's Market Setup: Leadership, Laggards, and Options Ideas",2650.0,videos,32.0,,False,0
zp3mf2o_EMc,The One Mistake That Wrecks Every Trader,2762.0,videos,33.0,Why Winning Trades Aren't Enough: How Traders Actually Grow an Account,False,0
Rsdou65pTCY,Why You Win Trades but Still Lose Money,2548.0,videos,34.0,Why Winning Trades Aren't Enough: How Traders Actually Grow an Account,False,0
VyIvMXPSEXo,"What Changed, What We Learned, and What to Carry Forward",1768.0,videos,38.0,,False,0
kh1YkYphi0o,Which Trade Setups Still Deserve Focus This Week?,2483.0,videos,40.0,,False,0
2_xrlDfinQA,How to Know If a Trade Idea Is Worth It?,3312.0,videos,41.0,Stop Chasing Trades: How to Build an Options Trading Plan,False,0
KZIRENzveSg,Nasdaq Record w/ Hormuz Wildcard,2135.0,videos,42.0,,False,0
AOPb3MQl6pQ,Index New Highs — What's Next?,2418.0,videos,43.0,,False,0
qSHbyMet1p0,What Comes After NVDA's $5T Run?,2349.0,videos,44.0,,False,0
WbVEFtxt9AM,Options Setups That Still Work in This Market,2076.0,videos,45.0,,False,0
jLUPi1Im9cw,Stop Buying Options. Get Paid to Wait Instead.,2433.0,videos,49.0,,False,0
NAJB3t8s2J0,4 DEADLINES – Is This One Different?,2527.0,videos,50.0,,False,0
BesiKLViQTo,How to Trade Geopolitical News With Options | Positioning for the Next Big Move 2026,1783.0,videos,51.0,,False,0
qLX0JfgCT08,"TRADE THE FEAR, not the story!",1897.0,videos,53.0,,False,0
Av4rw39Y6Do,How We’re Trading the Rotation Out of Equities,2504.0,videos,55.0,,False,0
5oQXtGef5cE,How to Buy the Dip When Everyone Panics | Stock Market Pullback Strategy 2026,3658.0,videos,59.0,Options Education,False,0
mb3n4wjKaDo,The #1 Strategy to Grow a Small Options Account in 2026,3114.0,videos,69.0,Options Education,False,0
UCBNeJsSNVw,This is What Profitable Traders Actually Do,2726.0,videos,72.0,Options Education,False,0
g9HFlTHY3yA,RETIRE with these Options Strategies!,2379.0,videos,75.0,Options Education,False,0
Azl-apHKEGU,Master Market Trend Reversals!,3942.0,videos,78.0,Options Education,False,0
-XQsvGyoL00,Frequently Asked Questions About TRADING,5370.0,videos,80.0,Options Education,False,0
JocW9I-NFTQ,The Only Strategy I’ve Trusted for 16+ Years!,2035.0,videos,81.0,Options Education,False,0
g3bRdKQigPI,Trading FAQ - What You Need to Know NOW,3483.0,videos,83.0,Options Education,False,0
MmkGHu3Z1QU,A Smarter Way to Trade in Uncertain Markets,4833.0,videos,86.0,Options Education,False,0
UEs-9U1bJWw,Cooled Markets Spark an Electrical Trade Idea,1527.0,videos,87.0,In The Money,False,0
8jyWznMZu3Y,The #1 Options Strategy You NEED!,4065.0,videos,89.0,Options Education,False,0
rpPKcK8ABNQ,Your Trading Questions ANSWERED!,3329.0,videos,90.0,Options Education,False,0
BDkMi8tiTh0,How to Grow Your Trading Account,4164.0,videos,93.0,Options Education,False,0
E5xtJ4L2Ql4,How to Trade 0DTE Options During a Trade War,3940.0,videos,98.0,Options Education,False,0
6ji12Szq4c0,You’ll Fail With Options Trading Unless You Avoid THESE Landmines!,4767.0,videos,102.0,Options Education,False,0
24Zd8z0mbtI,This Tool Will Change Your Options Trading Forever,4314.0,videos,105.0,,False,0
zIInWEysOBw,Rolling an Options Trade Explained | Long Call & Put Spreads,4313.0,videos,109.0,Options Education,False,0
QxLemjfNfEs,STOP Making these TOP 10 Options Trading Mistakes l YOU NEED TO KNOW!!,4310.0,videos,116.0,Options Education,False,0
cei95oorHa0,Best Options Trading Tool REVEALED: OptionsPlay on StockCharts,2981.0,videos,119.0,,False,0
7d9bg18fx3w,"How I turned $1,000 risked into an $8,000 profit",3703.0,videos,124.0,Options Education,False,0
6YKHmEwpQ64,PROFIT Like a Pro Daily Bullish and Bearish Ideas That Work,3825.0,videos,130.0,Options Education,False,0
8ViGSUlWhmk,How to Profit in a Bear Market l BEST Strategies,3749.0,videos,132.0,Options Education,False,0
ugIeBz73hNM,Poor Man's Covered Call Explained (ULTIMATE Guide),2241.0,videos,137.0,Options Education,False,0
dNA1wr6Dcgc,Trading Q&A l Important Questions with Answers,3827.0,videos,140.0,Options Education,False,0
PsEOuWNGH2g,How to grow a small account trading options (step by step),3089.0,videos,142.0,Options Education,False,0
5c76GgwzrK8,The Guide to Trading Counter-Trend Setups,3288.0,videos,143.0,Options Education,False,0
z57EBlkZeZA,Become a profitable trader NOW l Step by step guide,9724.0,videos,148.0,,False,0
e1Uu7lZikvI,0DTE Options Strategy EXPLAINED | Make 100% Daily,3661.0,videos,151.0,,False,0
JICXKYnOVjY,Iron Butterfly Option Strategy Explained | Option Strategies,3132.0,videos,155.0,February Summit 2024: Advanced Plays,False,0
729I_NCMEH4,"BEFORE Trading Options Learn The GREEKS |  (Delta, Gamma, Theta, Vega, Rho)",3107.0,videos,157.0,February Summit 2024: Advanced Plays,False,0
yhECcDujOls,The ONLY Trading Plan You will EVER need,3272.0,videos,158.0,January 2024 Summit: 2024Trading Kickoff: Your Path to Profitable Trading,False,0
iYE9gKsOs-c,Why You Suck at Trading.,3647.0,videos,160.0,January 2024 Summit: 2024Trading Kickoff: Your Path to Profitable Trading,False,0
03gK2JTqEZE,Growing Your Trading Account Using Options,3032.0,videos,164.0,November 2023 Summit: Introduction to Options Strategies,False,0
tNjM98YLw9Q,How to Multiply your Dividends l One Strategy You Need to Know,4359.0,videos,165.0,November 2023 Summit: Introduction to Options Strategies,False,0
0c_9yfY-AeM,You Need to Know these Options Trading Strategies...,3815.0,videos,166.0,November 2023 Summit: Introduction to Options Strategies,False,0
IW_W4LTr1kE,Beginners Guide to Covered Calls | Passive Income Hack with Options,2678.0,videos,168.0,October 2023 Summit: Navigating Changes in Market Trends,False,0
kfEUQOgcce4,Generate Income using Options in Your Fidelity Account,3291.0,videos,170.0,,False,0
v60m6zPT-Ns,How to Trade Vertical Spreads: Ultimate Steady Guide To Trading Growth 📈,416.0,videos,173.0,,False,0
G9sd0pCN92w,Jobs Report Shatters Expectations! | Economic Update,456.0,videos,175.0,,False,0
LbBSkOCrnWI,Options Strategies for Bear Markets!,3618.0,videos,184.0,,False,0
Zo32JbIsZ2o,Top Secrets of Successful Traders!,3349.0,videos,185.0,,False,0
kXovv8QQOmo,How to Trade Using Technical Analysis!,4368.0,videos,186.0,,False,0
fRD6Cuk26ok,How to Profit from Trading!,2918.0,videos,187.0,,False,0
yvqwadI4_YM,Options Education:  Best Practices,3494.0,videos,189.0,,False,0
2hr5g5J00i4,Finding Ideas and Trading Options in Today's Markets! 📈,3816.0,videos,193.0,,False,0
LiUTsjiyLtM,Poor Man's Covered Call Explained! 📈,2913.0,videos,195.0,,False,0
6dFfvNJ6GX4,The Ultimate Guide to Options Strategies! 📈,4109.0,videos,197.0,,False,0
9Tpff3lSoys,Options Education 📈 | Exercise and Assignment,4095.0,videos,198.0,,False,0
uz9H2TIQCiw,Maximizing OptionsPlay DailyPlay - Placing a Trade,3096.0,videos,201.0,,False,0
CzQiFuQ03Z8,How to Get Started with Options | Understand Options Pricing,3320.0,videos,203.0,,False,0
-GgYEpSOX8o,Unveiling the New OptionsPlay Experience!,3883.0,videos,204.0,,False,0
Q8H2fNd4YdM,How to Trade Futures using Technical Analysis,4195.0,videos,205.0,,False,0
8bNAKe_wT-M,How to time the markets with PERFECT Precision - Learn The Timing Secrets With DeMark Studies,4541.0,videos,206.0,,False,0
_7ylrhpkmN8,How to Trade Complex Options with ThinkOrSwim l Generate Passive Income 💸,4141.0,videos,211.0,,False,0
fOlgsQILL4Y,What’s Ahead for Global Markets in 2022? I Preview 📅,2883.0,videos,214.0,,False,0
U0ZHFaZi6DQ,How to Earn BIG in a Choppy and Sideways Market 📈,3346.0,videos,215.0,,False,0
mQzdJqGffOs,TOP TRADING TIPS I How to Trade Time Spreads,3347.0,videos,218.0,,False,0
ya3G_fXKwgc,THE RED KNOCKOUT I The Charting Strategy You Need to Use,3152.0,videos,221.0,,False,0
vyjKNbJ6c4A,Top Options Trading Strategies to Try NOW,3736.0,videos,227.0,,False,0
LcfrzaXH3SU,Technical Trading Trends Revealed I (The Ultimate Guide),3424.0,videos,228.0,,False,0
2lEjAahTDl8,Buying vs. Selling Options - Options Trading for Beginners,4256.0,videos,231.0,,False,0
NACULP4KTM8,Low Risk With High Reward I How to Leverage With LOW Risk Using Options!,2955.0,videos,236.0,,False,0
3BGWkWS5QOA,What You NEED to Know to Prevent Account BLOWUPS!,738.0,videos,237.0,,False,0
0kUECBlGqXw,Buying vs. Selling Options l BEST Options Strategies for Beginners,488.0,videos,239.0,,False,0
8RhyEzlvoHs,Gain Consistency in Options Trading,3475.0,videos,244.0,,False,0
HSboAcdkaB8,How to Grow a Small Options Account l Options Trading Secrets 📈,5143.0,videos,246.0,,False,0
GaSmSiZHYIw,Grow a Small Options Account Consistently and Confidently l Options Trading,643.0,videos,247.0,,False,0
fuBPPPuXTnE,Invest for the Future with Short Puts l Options Trading,4257.0,videos,249.0,,False,0
eesnjHB8lMU,Learn How to Buy Calls and Puts l Options Traders MUST know,4702.0,videos,255.0,,False,0
3rfTCqrP-ZI,When will GameStop $GME and BlackBerry $BB Come Crashing Down?,784.0,videos,267.0,,False,0
kM9OI_vk5j0,Renewable Energy Stocks l 2021 📈  HIGH Growth,427.0,videos,269.0,,False,0
fk4A_hwj648,Enhance Your Equity Positions using Options,5626.0,videos,274.0,,False,0
iT88ExM9uuw,How to help protect your portfolio if the Fed raises interest rates,1735.0,playlist_only,,In The Money,False,-1
c5s2PgNeisw,The Metric You're Ignoring When Selling Options,,shorts,6.0,,False,-1
GitHHFs_3VA,Is Buying Call Options a Losing Bet?,,shorts,12.0,,False,-1
6NI7EuhMdxs,Weekly Options Have Less Liquidity. True or False?,,shorts,13.0,,False,-1
KS7ueOo3Vqw,The Right Way to Measure Options Liquidity,,shorts,16.0,,False,-1
QmUPmEsLqRo,Low vs. Medium IV: How to Tell the Difference,,shorts,17.0,,False,-1
YfobdWgVkeA,The Guiding Principle Behind Every Early Breakout Trade,,shorts,18.0,,False,-1
zTzm0p8pHyE,Adding Exposure Is Not the Same as Rolling a Trade. Here Is the Difference.,,shorts,25.0,,False,-1
B3riYt7MPDQ,How to Press the Gas on Winning Trades Without Losing Your Risk Discipline,,shorts,27.0,,False,-1
QfvpjDbmWoE,"Learn how to rank trades, add context, and ride your winners with conviction.",,shorts,59.0,,False,-1
_aHAJassYKg,"NVIDIA reports earnings this week, one of the most anticipated events in the market.",,shorts,66.0,,False,-1
F8MlDx2BaJU,Confidence in trading isn’t about never losing...,,shorts,73.0,,False,-1
RLbkXWhXMok,"Armed with data-driven insights, craft your options strategy with confidence and precision. 📈🎯",,shorts,83.0,,False,-1
N55mMFF4Lv0,📈 Wondering about the best timeframes for selling covered calls or cash-secured puts?,,shorts,90.0,,False,-1
MRptIRZo9iQ,"With great discipline, comes great passive income strategy",,shorts,95.0,,False,-1
R77z1rerY80,IV Rank: Unlocking Volatility Insights 📊🔍 Understanding the dynamics of implied volatility,,shorts,100.0,,False,-1
vQxFSbd-PNk,Master Vega to navigate the volatility waves effectively!,,shorts,103.0,,False,-1
s41JiC7BKJc,Here's everything you need to know about #Gamma,,shorts,114.0,,False,-1
hxtAHaAXk1c,"in #optionstrading, requires a blend of market analysis, risk management & strategic decision-making",,shorts,117.0,,False,-1
8X61ovrVUEU,Ensure consistent portfolio growth = Systematic income strategies,,shorts,129.0,,False,-1
0fG-I0swNRs,Generate income by selling cash-secured puts.,,shorts,132.0,,False,-1
lKqiOL5BWkE,"Aside from risk management, you also need to actively manage positions",,shorts,133.0,,False,-1
yeITnptQgto,The amazing profit potentials of Cash Secured Put 🤯,,shorts,134.0,,False,-1
L2MawxHjPps,"Getting to know ""Wheel Strategy"" 💡 #learnoptions",,shorts,139.0,,False,-1
kgnWsSjXgsQ,Embrace consistent risk management and disciplined trading for lasting success,,shorts,144.0,,False,-1
kQIyWeK1Lg0,Risk Management over anything else,,shorts,151.0,,False,-1
TQU4nR43y5g,Using ONLY a Broken Wing Butterfly. Here's why! 👀,,shorts,157.0,,False,-1
F6_HqM7--Cw,Implied volatility plays a significant role in options trading dynamics,,shorts,159.0,,False,-1
wMBfP8xIXMk,Closing the trading with Apple 👀,,shorts,161.0,,False,-1
bhmxZxs6X7Y,Let's talk about Broken Wing Butterfly and how we handled it with this certain situation!,,shorts,172.0,,False,-1
Bsx6kXbAm34,"Volatility Crush, have you heard of this before?",,shorts,173.0,,False,-1
Sw26kaxqGF0,"Broken Wing Butterfly, have you encountered this?",,shorts,175.0,,False,-1
6AA2tE6Ids0,Earnings as the intent! How can you handle an inflated price? 🤔,,shorts,176.0,,False,-1
4WBd20GKnDU,Keeping that GAMMA while in an anticipated movement!,,shorts,179.0,,False,-1
3zihYiQVSWM,"Equidistant Butterfly, have you encountered this? 👀",,shorts,182.0,,False,-1
dUCj8Uv-QHQ,Here's a perfect example of how to use the long call butterfly,,shorts,184.0,,False,-1
EaXrkSSJk4g,What's the intent of the long haul butterfly? 🤔 Let's find out!,,shorts,186.0,,False,-1
UfCdn8Q8cgs,Consistency is key in risk management. 🔐,,shorts,187.0,,False,-1
daQLuVJqdyg,Ever heard about the unbreakable bond between Gamma and Delta?👀,,shorts,195.0,,False,-1
xpP8DUUZK-c,Here's a quick tip when you're going through a trading volatility crush! 👀,,shorts,202.0,,False,-1
n-hOkk8BzrI,Curious about what to look for when looking for opportunities around earnings? Let's find out! 👀,,shorts,213.0,,False,-1
Do6yEWnfIYo,Here's how you can access your earnings tool! 💡,,shorts,214.0,,False,-1
X2Ar6ijGKSE,Master market structure in day trading: Identify favorable positions & manage risk effectively.,,shorts,215.0,,False,-1
L2XdN1VfEt0,Are you an investor who is struggling to generate income from your stocks? 🤔🗠,,shorts,230.0,,False,-1
lEB4wALHfJ4,Are you ready to take your income trading strategies to the next level? 📈,,shorts,231.0,,False,-1
xzc3sFFwnYo,"Gain the tools and knowledge to trade with confidence, regardless of the market direction!! 🤯",,shorts,234.0,,False,-1
V0M5W6w_WqY,How to Generate Monthly Income: The Options Strategy You Need to Know 🤯,,shorts,241.0,,False,-1
X2R55NpzlNc,Learn more in our Wheel Strategy course!,,shorts,247.0,,False,-1
qYFIRO3FMXI,Understanding Vega: How Volatility Impacts Options Trading 📈📉,,shorts,248.0,,False,-1
oUM4ejV9jDQ,The Four Quadrants of Trading: How Plotting GAMMA Can Make All the Difference? 🤔,,shorts,249.0,,False,-1
HnZWB4nNYEY,Generate Passive Income with the Wheel Strategy: An Options Trading Must-Know 🔍,,shorts,250.0,,False,-1
qEGciQSzhaw,🔍What is The Role of Gamma in Options Trading? 📈,,shorts,252.0,,False,-1
IkjK8wgx4mg,Shopify Options Chain Gamma Trading: What You Need to Know 📈,,shorts,254.0,,False,-1
Rzbupuwy-xI,Navigating the Long Game: How Gamma Can Make or Break Your Trades ⚖️,,shorts,255.0,,False,-1
M1M_2Am8_j0,The ABCs of GAMMA: Understanding How This Metric Affects Options Trading 🔎,,shorts,257.0,,False,-1
xxHMsKrMRG0,Beyond Delta: The Crucial Role of Gamma in Long Options Trading 🔎,,shorts,258.0,,False,-1
gxSLD_G-jOQ,🌊 Riding the Gamma Wave: How to Leverage This Powerful Tool in Options Trading,,shorts,259.0,,False,-1
cV4SsEyC7cg,Why You're LOSING Money (Option Near Expiration),,shorts,266.0,,False,-1
IoTyRnrua8k,Do you know about the Wheel Strategy?,,shorts,297.0,,False,-1
9rYphB-iL-4,📊 Technical indicators to find FALSE breakouts?,,shorts,301.0,,False,-1
w9W_fLcILzY,Elevated Vix environment? Sell Options!,,shorts,305.0,,False,-1
kXaLjT6s5No,Stop loss during a volatile market?,,shorts,314.0,,False,-1
-znYM6awG_Y,🚨 Learn more about Gamma 🚨 PART 2,,shorts,322.0,,False,-1
bp305B2HyLs,🚨 Learn more about Gamma 🚨 PART 1,,shorts,323.0,,False,-1
lnZJ-v2qr74,Understanding Gamma,,shorts,324.0,,False,-1
9wYl5HnWojw,Buying call spreads VS. Selling put spreads,,shorts,325.0,,False,-1
jnbLeyUl8us,ThinkOrSwim Tutorial: Protecting Positions,2575.0,videos,95.0,Options Education,False,-1
83mHyqPjjR4,Introduction to Trading Index Options l Options Traders MUST Watch,4870.0,videos,251.0,,False,-1
nqHdYPBzZZE,Advancing to Buying Debit Vertical Spreads l Options Trading 101,4006.0,videos,254.0,,False,-1
m2zKgB7X-zs,OptionsPlay Trade Ideas,220.0,playlist_only,,OptionsPlay Walkthrough Videos,False,-2
RAiOGqImlB4,"OptionsPlay Growth Lab  - January 22, 2026",4607.0,playlist_only,,Options Education,False,-2
l1Daj_pZ5AQ,"OptionsPlay Growth Lab - December 18, 2025",3590.0,playlist_only,,Options Education,False,-2
OgcU_DDmtUg,"OptionsPlay Growth Lab - December 4, 2025",3139.0,playlist_only,,Options Education,False,-2
o5qaznGG_pU,"OptionsPlay Growth Lab - December 11, 2025",3111.0,playlist_only,,Options Education,False,-2
AiuZC3ydT8w,"OptionsPlay Growth Lab  - Nov 20, 2025",3519.0,playlist_only,,Options Education,False,-2
90K0b2kmnVw,"Growth Lab   November 6, 2025",2991.0,playlist_only,,Options Education,False,-2
HS_rxFqx8lU,"OptionsPlay Growth Lab - October 30, 2025",3335.0,playlist_only,,Options Education,False,-2
xU4ztqgvlpI,"OptionsPlay Growth Lab - October 23, 2025",3889.0,playlist_only,,Options Education,False,-2
R-3wiZzJRkg,"OptionsPlay Growth Lab - October 16, 2025",3660.0,playlist_only,,Options Education,False,-2
Zo_ReoM9bEI,"OptionsPlay Growth Lab - October 9, 2025",3440.0,playlist_only,,Options Education,False,-2
qIUb5Vhy0NA,"OptionsPlay Growth Lab  - October 2, 2025",3504.0,playlist_only,,Options Education,False,-2
6KiHzDMmFKI,"Growth Lab - September 25, 2021",3441.0,playlist_only,,Options Education,False,-2
kNxSl3rfs9g,"OptionsPlay Growth Lab - September 21, 2025",3451.0,playlist_only,,Options Education,False,-2
dpUMV0H7rRw,OptionsPlay Growth Lab,3803.0,playlist_only,,Options Education,False,-2
Ymu2l7hzMvE,OptionsPlay Growth Lab,3122.0,playlist_only,,Options Education,False,-2
_ruvHPlW-mI,"OptionsPlay Growth Lab - August 14, 2025",3304.0,playlist_only,,Options Education,False,-2
ErJN5bjpY88,OptionsPlay Growth Lab,2992.0,playlist_only,,Options Education,False,-2
qjD5q4QnGWs,Protect Your Mental Capital,,shorts,30.0,,False,-2
eboEOCjH-WI,Here's how you can protect your portfolio against downside without paying for it.,,shorts,54.0,,False,-2
DF0-oCKo5ak,The intent of Debit Vertical Spreads! 💡,,shorts,147.0,,False,-2
5uaby3YhMOI,Pairing Counter-Trend Trades with Debit Spreads for Lower Risk and Higher Profits! 📉📈,,shorts,233.0,,False,-2
8f1wyfLmDjc,Debit Spreads when Trading 💰,,shorts,284.0,,False,-2
oz56laa9S60,The Final Week Outlook and 7 Ideas from the Early Breakout Detector,2325.0,videos,19.0,,False,-2
1jDLihwuK4k,Reading the Market and 7 Ideas Worth Watching This Week,2734.0,videos,24.0,,False,-2
OypIjmMTFO8,"This Week's Market Playbook: Opportunities, Risks, and Trade Setups to Watch",2788.0,videos,35.0,,False,-2
oStlV8ng5BI,"OptionsPlay Trade Ideas - April 13, 2026",2594.0,videos,48.0,,False,-2
CXpsm8JyciU,"OptionsPlay Trade Ideas: February 09, 2026",1846.0,videos,66.0,,False,-2
r9rdtc5bSYo,"OptionsPlay Trade Ideas: February 02, 2026",2012.0,videos,68.0,,False,-2
J8brHzEBwbo,"OptionsPlay Trade Ideas: January 26, 2026",2446.0,videos,70.0,,False,-2
EMgNk50a-to,You'll NEVER Buy Stocks Again: Deep in the Money Calls (STRATEGY),3453.0,videos,118.0,Options Education,False,-2
0j-V1UyT2BE,Investing in Agriculture and Food l Thematic Investing l Stocks to Watch 👀,3645.0,videos,252.0,,False,-2
7bc6pwJlJ2Y,OptionsPlay Platform Walkthrough,419.0,playlist_only,,OptionsPlay Walkthrough Videos,False,-3
g-wuMqo5gOo,OptionsPlay Platform Walkthrough: Portfolio Automation with OptionsPlay,2363.0,playlist_only,,OptionsPlay Platform Walkthrough,False,-3
siCmu7HVcDk,OptionsPlay Platform Walkthrough: The Hub,1799.0,playlist_only,,OptionsPlay Platform Walkthrough,False,-3
Vkq1qjK3ySg,OptionsPlay Platform Walkthrough: Master the OptionsPlay Watchlist,1485.0,playlist_only,,OptionsPlay Platform Walkthrough,False,-3
K3H6p_SsmNc,OptionsPlay Platform Walkthrough: Trade Analysis Tool,2429.0,playlist_only,,OptionsPlay Platform Walkthrough,False,-3
1_f-__gDKBg,OptionsPlay Platform Walkthrough: Platform Overview,1588.0,playlist_only,,OptionsPlay Platform Walkthrough,False,-3
ZxNv0JJZfBc,OptionsPlay Platform Walkthrough: Using the Strategy Comparison Tool,2561.0,playlist_only,,OptionsPlay Platform Walkthrough,False,-3
Eeou1xEP3lk,Trading Integration with TradeStation,1199.0,playlist_only,,OptionsPlay Platform Walkthrough,False,-3
eMKK6p98j-E,OptionsPlay Trading Integration with TradeStation Securities,2846.0,playlist_only,,Options Education | OptionsPlay Platform Walkthrough,False,-3
Vs85N7zB4l4,Stagflation Regime Intensifying - 3/19/2026,1872.0,playlist_only,,In The Money,False,-3
YkxLuOB7Jj0,Options Outlook: Analyzing Fed Signals and S&P Reactions,1125.0,playlist_only,,In The Money,False,-3
cEytnE20ywg,Options Basics and Strategies by Ed Modla,2592.0,playlist_only,,Nasdaq-100 Index Options Education Event,False,-3
HJFtEVntll0,"OptionsPlay Market Outlook - Bullish w/ Destabilizing Factors - June 2nd, 2020",1828.0,playlist_only,,Market Outlook Series,False,-3
8-EAM2E0Sd0,"Market Outlook: We're in a Recession & Overbought but Buy the Dips - June 9th, 2020",1961.0,playlist_only,,Market Outlook Series,False,-3
qKO-s0tRO3s,"OptionsPlay Market Outlook - Retail Rebound - June 16th, 2020",1753.0,playlist_only,,Market Outlook Series,False,-3
sgNgWJRD7G8,"Market Outlook: Market Equilibrium & Overseas Markets - June 19th, 2020",1820.0,playlist_only,,Market Outlook Series,False,-3
ne_jOXVNHK8,"Market Outlook - Tech & Biotech Leadership - June 23rd, 2020",1769.0,playlist_only,,Market Outlook Series,False,-3
BiCDVx05xXQ,"Friday Market Outlooks: Risks Skew to the Downside - June 26th, 2020",1937.0,playlist_only,,Market Outlook Series,False,-3
qIkWXqptcWI,OptionsPlay Market Outlook: Emerging Markets Leadership - July 7th 2020,1726.0,playlist_only,,Market Outlook Series,False,-3
2qQLn94WYoA,"Market Outlook - Market Health Declines & FAANG Stocks - July 10th, 2020",1871.0,playlist_only,,Market Outlook Series,False,-3
L_lhVEPy39E,Election Driven Weakness and Seasonality - Oct 6th 2020,1773.0,playlist_only,,Market Outlook Series,False,-3
2lY4vLp0qew,"Bullish Markets Going into the Election - Oct 23rd, 2020",1911.0,playlist_only,,Market Outlook Series,False,-3
LAuaYXuZlNM,"Rally into the Election - Nov 3rd, 2020",1763.0,playlist_only,,Market Outlook Series,False,-3
FDveozkSdVI,"Election Trading Ranges - Nov 6, 2020",1838.0,playlist_only,,Market Outlook Series,False,-3
hQ9fwTXT_5A,"US Elections Outcome - Nov 5, 2020",5687.0,playlist_only,,Market Outlook Series,False,-3
9-BCFp9lsbk,Macro Risks to Equities,1709.0,playlist_only,,Market Outlook Series,False,-3
LFqUnzFF2eU,"Comprehensive 2020 Election Guide for Investors - Oct 9th, 2020",4628.0,playlist_only,,Market Outlook Series,False,-3
MfRxZDcfnzs,"Weekly Market Overview - February 22, 2022",983.0,playlist_only,,Market Outlook Series,False,-3
6f8J7k3tIyM,"Weekly Market Outlook - Friday, February 25",986.0,playlist_only,,Market Outlook Series,False,-3
0r4pzllWv9Y,"Market Outlook I March 1, 2022: What You Need To Know Now!",1011.0,playlist_only,,Market Outlook Series,False,-3
YpzsPVwVWFM,"Market Outlook I March 1, 2022: Stocks Making Tradable Low!",1826.0,playlist_only,,Market Outlook Series,False,-3
LFdDcoPjwfo,Stocks on FIRE 🔥 Market Review l Options Traders MUST Watch,2263.0,playlist_only,,Market Outlook Series,False,-3
X1Jv91qqWGc,Friday Market Outlook / Equities Continue to be Pressured,1593.0,playlist_only,,Market Outlook Series,False,-3
Kh-utLtsHss,Tuesday Technical Market Outlook with Rick Bensignor / 15.03.2022,2260.0,playlist_only,,Market Outlook Series,False,-3
LKKPbgBuSdQ,"Friday Market Outlook with Prakash Vijayanath / May 13, 2022",2026.0,playlist_only,,Market Outlook Series,False,-3
LFLkbQh_ah4,"Monday Macro Technical Market Outlook with Rick Bensignor / May 16th, 2022",2972.0,playlist_only,,Market Outlook Series,False,-3
hp3itgAb7ts,Weekly Technical Market Outlook with Rick : June 13th,2675.0,playlist_only,,Market Outlook Series,False,-3
hSKLXWoZrTs,Friday market Outlook with Prakash : June 17th,2809.0,playlist_only,,Market Outlook Series,False,-3
8huZFNtSyTM,"Weekly Technical Macro Market Outlook with Rick : July 5th, 2022",2558.0,playlist_only,,Market Outlook Series,False,-3
flpzRMH14ms,"Weekly Monday Macro Technical Market Outlook with Rick : July 11st, 2022",2738.0,playlist_only,,Market Outlook Series,False,-3
4f7y4HoT6Cs,"Friday Market Outlook with Prakash : July 22nd, 2022",2754.0,playlist_only,,Market Outlook Series,False,-3
eWWvndopIrw,Friday Market Outlook with Prakash Aug 5th,2820.0,playlist_only,,Market Outlook Series,False,-3
Rx4cy56i5-o,Prepare Your Portfolio for the Upcoming Recession,3488.0,playlist_only,,Intermediate Options Trading Course,False,-3
c_WvFRm72EA,Beginner's Options Course: Part 1 - Benefits of Options Trading,3448.0,playlist_only,,Beginners Options Trading Course,False,-3
