symbol,expiry,strike,delta_eod,time,bid,ask
IBM,20260605,310.0,0.35,14:40,4.1,4.1
IBM,20260605,310.0,0.35,14:41,4.1,4.1
IBM,20260605,310.0,0.35,14:42,4.1,4.1
IBM,20260605,310.0,0.35,14:43,4.1,4.1
IBM,20260605,310.0,0.35,14:44,4.1,4.1
IBM,20260605,310.0,0.35,14:45,4.0,4.08
IBM,20260605,310.0,0.35,14:46,4.0,4.0
IBM,20260605,310.0,0.35,14:47,4.0,4.07
IBM,20260605,310.0,0.35,14:48,4.25,4.3
IBM,20260605,310.0,0.35,14:49,4.3,4.3
IBM,20260605,310.0,0.35,14:50,4.1,4.29
IBM,20260605,310.0,0.35,14:51,4.2,4.2
IBM,20260605,310.0,0.35,14:52,4.2,4.24
IBM,20260605,310.0,0.35,14:53,4.3,4.34
IBM,20260605,310.0,0.35,14:54,4.35,4.35
IBM,20260605,310.0,0.35,14:55,4.35,4.4
IBM,20260605,310.0,0.35,14:56,4.45,4.48
IBM,20260605,310.0,0.35,14:57,4.4,4.47
IBM,20260605,310.0,0.35,14:58,4.45,4.46
IBM,20260605,310.0,0.35,14:59,4.5,4.53
IBM,20260605,310.0,0.35,15:00,4.55,4.62
IBM,20260605,310.0,0.35,15:01,4.7,4.82
IBM,20260605,310.0,0.35,15:02,5.0,5.01
IBM,20260605,310.0,0.35,15:03,4.4,5.11
IBM,20260605,310.0,0.35,15:04,4.65,4.92
IBM,20260605,310.0,0.35,15:05,4.75,4.94
IBM,20260605,310.0,0.35,15:06,4.4,4.79
IBM,20260605,310.0,0.35,15:07,4.85,4.92
IBM,20260605,310.0,0.35,15:08,4.85,4.92
IBM,20260605,310.0,0.35,15:09,4.4,4.83
IBM,20260605,310.0,0.35,15:10,4.4,4.48
IBM,20260605,310.0,0.35,15:11,4.5,4.5
IBM,20260605,310.0,0.35,15:12,4.55,4.61
IBM,20260605,310.0,0.35,15:13,4.65,4.81
IBM,20260605,310.0,0.35,15:14,5.05,5.16
IBM,20260605,310.0,0.35,15:15,5.15,5.31
IBM,20260605,310.0,0.35,15:16,5.4,5.42
IBM,20260605,310.0,0.35,15:17,5.45,5.56
IBM,20260605,310.0,0.35,15:18,5.6,5.65
IBM,20260605,310.0,0.35,15:19,5.7,5.82
IBM,20260605,310.0,0.35,15:20,5.8,5.89
IBM,20260605,310.0,0.35,15:21,5.85,5.92
IBM,20260605,310.0,0.35,15:22,5.9,5.98
IBM,20260605,310.0,0.35,15:23,6.0,6.18
IBM,20260605,310.0,0.35,15:24,6.15,6.24
IBM,20260605,310.0,0.35,15:25,5.95,6.25
IBM,20260605,310.0,0.35,15:26,6.3,6.35
IBM,20260605,310.0,0.35,15:27,6.1,6.31
IBM,20260605,310.0,0.35,15:28,6.25,6.36
IBM,20260605,310.0,0.35,15:29,6.2,6.32
IBM,20260605,310.0,0.35,15:30,5.6,6.24
IBM,20260605,310.0,0.35,15:31,6.1,6.27
IBM,20260605,310.0,0.35,15:32,5.85,6.3
IBM,20260605,310.0,0.35,15:33,5.75,6.29
IBM,20260605,310.0,0.35,15:34,6.2,6.26
IBM,20260605,310.0,0.35,15:35,6.4,6.45
IBM,20260605,310.0,0.35,15:36,6.15,6.46
IBM,20260605,310.0,0.35,15:37,6.25,6.47
IBM,20260605,310.0,0.35,15:38,6.5,6.75
IBM,20260605,310.0,0.35,15:39,6.65,6.74
IBM,20260605,310.0,0.35,15:40,5.9,6.28
IBM,20260605,310.0,0.35,15:41,6.15,6.38
IBM,20260605,310.0,0.35,15:42,6.45,6.56
IBM,20260605,310.0,0.35,15:43,6.45,6.59
IBM,20260605,310.0,0.35,15:44,6.5,6.61
IBM,20260605,310.0,0.35,15:45,6.45,6.74
IBM,20260605,310.0,0.35,15:46,6.5,6.65
IBM,20260605,310.0,0.35,15:47,6.65,6.69
IBM,20260605,310.0,0.35,15:48,6.45,6.64
IBM,20260605,310.0,0.35,15:49,5.3,5.87
IBM,20260605,310.0,0.35,15:50,6.0,6.11
IBM,20260605,310.0,0.35,15:51,5.55,5.79
IBM,20260605,310.0,0.35,15:52,5.6,5.64
IBM,20260605,310.0,0.35,15:53,5.0,5.59
IBM,20260605,310.0,0.35,15:54,4.6,5.04
IBM,20260605,310.0,0.35,15:55,5.0,5.16
IBM,20260605,310.0,0.35,15:56,5.05,5.33
IBM,20260605,310.0,0.35,15:57,5.2,5.46
IBM,20260605,310.0,0.35,15:58,5.55,5.66
IBM,20260605,310.0,0.35,15:59,5.5,5.63
DDOG,20260605,230.0,0.8,13:00,13.15,13.15
DDOG,20260605,230.0,0.8,13:01,13.15,13.15
DDOG,20260605,230.0,0.8,13:02,13.15,13.15
DDOG,20260605,230.0,0.8,13:03,13.15,13.15
DDOG,20260605,230.0,0.8,13:04,13.15,13.15
DDOG,20260605,230.0,0.8,13:05,13.15,13.15
DDOG,20260605,230.0,0.8,13:06,13.15,13.15
DDOG,20260605,230.0,0.8,13:07,13.15,13.15
DDOG,20260605,230.0,0.8,13:08,13.15,13.15
DDOG,20260605,230.0,0.8,13:09,13.15,13.15
DDOG,20260605,230.0,0.8,13:10,13.15,13.15
DDOG,20260605,230.0,0.8,13:11,13.15,13.15
DDOG,20260605,230.0,0.8,13:12,13.15,13.22
DDOG,20260605,230.0,0.8,13:13,13.3,13.3
DDOG,20260605,230.0,0.8,13:14,13.3,13.3
DDOG,20260605,230.0,0.8,13:15,13.3,13.3
DDOG,20260605,230.0,0.8,13:16,13.3,13.3
DDOG,20260605,230.0,0.8,13:17,13.3,13.3
DDOG,20260605,230.0,0.8,13:18,13.3,13.3
DDOG,20260605,230.0,0.8,13:19,13.3,13.3
DDOG,20260605,230.0,0.8,13:20,13.3,13.3
DDOG,20260605,230.0,0.8,13:21,13.3,13.3
DDOG,20260605,230.0,0.8,13:22,13.3,13.3
DDOG,20260605,230.0,0.8,13:23,13.3,13.3
DDOG,20260605,230.0,0.8,13:24,13.3,13.3
DDOG,20260605,230.0,0.8,13:25,13.3,13.3
DDOG,20260605,230.0,0.8,13:26,13.3,13.3
DDOG,20260605,230.0,0.8,13:27,13.3,13.3
DDOG,20260605,230.0,0.8,13:28,13.3,13.3
DDOG,20260605,230.0,0.8,13:29,13.3,13.3
DDOG,20260605,230.0,0.8,13:30,13.3,13.3
DDOG,20260605,230.0,0.8,13:31,13.3,13.3
DDOG,20260605,230.0,0.8,13:32,13.3,13.3
DDOG,20260605,230.0,0.8,13:33,13.3,13.3
DDOG,20260605,230.0,0.8,13:34,13.3,13.3
DDOG,20260605,230.0,0.8,13:35,13.3,13.3
DDOG,20260605,230.0,0.8,13:36,13.3,13.77
DDOG,20260605,230.0,0.8,13:37,14.1,14.1
DDOG,20260605,230.0,0.8,13:38,14.1,14.1
DDOG,20260605,230.0,0.8,13:39,14.0,14.13
DDOG,20260605,230.0,0.8,13:40,14.1,14.1
DDOG,20260605,230.0,0.8,13:41,14.1,14.1
DDOG,20260605,230.0,0.8,13:42,14.1,14.22
DDOG,20260605,230.0,0.8,13:43,14.3,14.3
DDOG,20260605,230.0,0.8,13:44,14.3,14.3
DDOG,20260605,230.0,0.8,13:45,14.3,14.3
DDOG,20260605,230.0,0.8,13:46,14.3,14.3
DDOG,20260605,230.0,0.8,13:47,14.3,14.3
DDOG,20260605,230.0,0.8,13:48,14.3,14.3
DDOG,20260605,230.0,0.8,13:49,14.3,14.3
DDOG,20260605,230.0,0.8,13:50,14.3,14.31
DDOG,20260605,230.0,0.8,13:51,14.75,14.75
DDOG,20260605,230.0,0.8,13:52,14.75,14.75
DDOG,20260605,230.0,0.8,13:53,14.0,14.66
DDOG,20260605,230.0,0.8,13:54,14.1,14.1
DDOG,20260605,230.0,0.8,13:55,14.1,14.1
DDOG,20260605,230.0,0.8,13:56,14.1,14.1
DDOG,20260605,230.0,0.8,13:57,14.1,14.1
DDOG,20260605,230.0,0.8,13:58,14.1,14.1
DDOG,20260605,230.0,0.8,13:59,14.1,14.1
DDOG,20260605,230.0,0.8,14:00,14.1,14.1
DDOG,20260605,230.0,0.8,14:01,14.1,14.1
DDOG,20260605,230.0,0.8,14:02,14.1,14.1
DDOG,20260605,230.0,0.8,14:03,14.1,14.1
DDOG,20260605,230.0,0.8,14:04,14.1,14.1
DDOG,20260605,230.0,0.8,14:05,14.1,14.1
DDOG,20260605,230.0,0.8,14:06,14.1,14.1
DDOG,20260605,230.0,0.8,14:07,14.1,14.1
DDOG,20260605,230.0,0.8,14:08,14.1,14.1
DDOG,20260605,230.0,0.8,14:09,14.1,14.1
DDOG,20260605,230.0,0.8,14:10,14.1,14.1
DDOG,20260605,230.0,0.8,14:11,14.15,14.15
DDOG,20260605,230.0,0.8,14:12,14.15,14.15
DDOG,20260605,230.0,0.8,14:13,14.15,14.15
DDOG,20260605,230.0,0.8,14:14,14.15,14.15
DDOG,20260605,230.0,0.8,14:15,14.15,14.15
DDOG,20260605,230.0,0.8,14:16,14.15,14.15
DDOG,20260605,230.0,0.8,14:17,14.15,14.15
DDOG,20260605,230.0,0.8,14:18,14.15,14.15
DDOG,20260605,230.0,0.8,14:19,14.15,14.15
DDOG,20260605,230.0,0.8,14:20,14.15,14.15
DDOG,20260605,230.0,0.8,14:21,14.15,14.15
DDOG,20260605,230.0,0.8,14:22,14.15,14.15
DDOG,20260605,230.0,0.8,14:23,14.15,14.15
DDOG,20260605,230.0,0.8,14:24,14.15,14.15
DDOG,20260605,230.0,0.8,14:25,14.15,14.15
DDOG,20260605,230.0,0.8,14:26,14.15,14.15
DDOG,20260605,230.0,0.8,14:27,14.15,14.15
DDOG,20260605,230.0,0.8,14:28,14.15,14.15
DDOG,20260605,230.0,0.8,14:29,14.15,14.15
DDOG,20260605,230.0,0.8,14:30,14.15,14.2
DDOG,20260605,230.0,0.8,14:31,14.3,14.3
DDOG,20260605,230.0,0.8,14:32,14.3,14.3
DDOG,20260605,230.0,0.8,14:33,14.3,14.65
DDOG,20260605,230.0,0.8,14:34,14.75,14.77
DDOG,20260605,230.0,0.8,14:35,14.85,15.0
DDOG,20260605,230.0,0.8,14:36,15.2,15.2
DDOG,20260605,230.0,0.8,14:37,15.2,15.2
DDOG,20260605,230.0,0.8,14:38,15.2,15.2
DDOG,20260605,230.0,0.8,14:39,15.2,15.2
DDOG,20260605,230.0,0.8,14:40,15.2,15.2
DDOG,20260605,230.0,0.8,14:41,15.2,15.2
DDOG,20260605,230.0,0.8,14:42,15.2,15.2
DDOG,20260605,230.0,0.8,14:43,15.2,15.2
DDOG,20260605,230.0,0.8,14:44,15.2,15.2
DDOG,20260605,230.0,0.8,14:45,15.2,15.2
DDOG,20260605,230.0,0.8,14:46,15.2,15.2
DDOG,20260605,230.0,0.8,14:47,15.2,15.2
DDOG,20260605,230.0,0.8,14:48,15.2,15.2
DDOG,20260605,230.0,0.8,14:49,15.2,15.2
DDOG,20260605,230.0,0.8,14:50,15.2,15.2
DDOG,20260605,230.0,0.8,14:51,15.2,15.2
DDOG,20260605,230.0,0.8,14:52,15.2,15.2
DDOG,20260605,230.0,0.8,14:53,15.2,15.2
DDOG,20260605,230.0,0.8,14:54,15.2,15.2
DDOG,20260605,230.0,0.8,14:55,15.2,15.2
DDOG,20260605,230.0,0.8,14:56,15.2,15.2
DDOG,20260605,230.0,0.8,14:57,15.2,15.2
DDOG,20260605,230.0,0.8,14:58,15.2,15.2
DDOG,20260605,230.0,0.8,14:59,15.2,15.2
DDOG,20260605,230.0,0.8,15:00,15.2,15.2
DDOG,20260605,230.0,0.8,15:01,15.2,15.2
DDOG,20260605,230.0,0.8,15:02,15.2,15.2
DDOG,20260605,230.0,0.8,15:03,15.2,15.2
DDOG,20260605,230.0,0.8,15:04,15.2,15.2
DDOG,20260605,230.0,0.8,15:05,15.2,15.2
DDOG,20260605,230.0,0.8,15:06,15.2,15.2
DDOG,20260605,230.0,0.8,15:07,15.2,15.2
DDOG,20260605,230.0,0.8,15:08,15.2,15.2
DDOG,20260605,230.0,0.8,15:09,15.2,15.2
DDOG,20260605,230.0,0.8,15:10,15.2,15.2
DDOG,20260605,230.0,0.8,15:11,15.25,15.29
DDOG,20260605,230.0,0.8,15:12,15.3,15.3
DDOG,20260605,230.0,0.8,15:13,15.3,15.31
DDOG,20260605,230.0,0.8,15:14,15.7,15.7
DDOG,20260605,230.0,0.8,15:15,15.7,15.7
DDOG,20260605,230.0,0.8,15:16,15.7,15.7
DDOG,20260605,230.0,0.8,15:17,15.7,15.7
DDOG,20260605,230.0,0.8,15:18,15.7,15.7
DDOG,20260605,230.0,0.8,15:19,15.7,15.7
DDOG,20260605,230.0,0.8,15:20,15.7,15.7
DDOG,20260605,230.0,0.8,15:21,15.7,15.7
DDOG,20260605,230.0,0.8,15:22,15.7,15.7
DDOG,20260605,230.0,0.8,15:23,15.7,15.7
DDOG,20260605,230.0,0.8,15:24,15.7,15.7
DDOG,20260605,230.0,0.8,15:25,15.7,15.7
DDOG,20260605,230.0,0.8,15:26,15.7,15.7
DDOG,20260605,230.0,0.8,15:27,15.7,15.7
DDOG,20260605,230.0,0.8,15:28,15.7,15.7
DDOG,20260605,230.0,0.8,15:29,15.7,15.73
DDOG,20260605,230.0,0.8,15:30,15.8,15.8
DDOG,20260605,230.0,0.8,15:31,15.8,16.73
DDOG,20260605,230.0,0.8,15:32,16.75,16.75
DDOG,20260605,230.0,0.8,15:33,16.75,16.75
DDOG,20260605,230.0,0.8,15:34,16.75,16.75
DDOG,20260605,230.0,0.8,15:35,16.75,16.75
DDOG,20260605,230.0,0.8,15:36,16.75,16.75
DDOG,20260605,230.0,0.8,15:37,16.75,16.75
DDOG,20260605,230.0,0.8,15:38,16.75,16.75
DDOG,20260605,230.0,0.8,15:39,16.75,16.75
DDOG,20260605,230.0,0.8,15:40,16.75,16.76
DDOG,20260605,230.0,0.8,15:41,17.0,17.0
DDOG,20260605,230.0,0.8,15:42,16.85,16.91
DDOG,20260605,230.0,0.8,15:43,16.85,16.85
DDOG,20260605,230.0,0.8,15:44,16.15,16.65
DDOG,20260605,230.0,0.8,15:45,16.15,16.15
DDOG,20260605,230.0,0.8,15:46,16.15,16.15
DDOG,20260605,230.0,0.8,15:47,16.15,16.15
DDOG,20260605,230.0,0.8,15:48,16.15,16.15
DDOG,20260605,230.0,0.8,15:49,16.15,16.24
DDOG,20260605,230.0,0.8,15:50,16.3,17.49
DDOG,20260605,230.0,0.8,15:51,17.6,17.6
DDOG,20260605,230.0,0.8,15:52,17.6,18.33
DDOG,20260605,230.0,0.8,15:53,18.75,18.76
DDOG,20260605,230.0,0.8,15:54,18.85,18.85
DDOG,20260605,230.0,0.8,15:55,18.75,20.1
DDOG,20260605,230.0,0.8,15:56,20.2,20.2
DDOG,20260605,230.0,0.8,15:57,19.45,20.18
DDOG,20260605,230.0,0.8,15:58,19.55,19.55
DDOG,20260605,230.0,0.8,15:59,19.55,19.55
DDOG,20260605,240.0,0.65,13:00,7.75,7.75
DDOG,20260605,240.0,0.65,13:01,7.75,7.75
DDOG,20260605,240.0,0.65,13:02,7.75,7.75
DDOG,20260605,240.0,0.65,13:03,7.45,7.7
DDOG,20260605,240.0,0.65,13:04,7.45,7.45
DDOG,20260605,240.0,0.65,13:05,7.45,7.52
DDOG,20260605,240.0,0.65,13:06,7.55,7.55
DDOG,20260605,240.0,0.65,13:07,7.55,7.55
DDOG,20260605,240.0,0.65,13:08,7.55,7.56
DDOG,20260605,240.0,0.65,13:09,7.6,7.63
DDOG,20260605,240.0,0.65,13:10,7.65,7.65
DDOG,20260605,240.0,0.65,13:11,7.65,7.65
DDOG,20260605,240.0,0.65,13:12,7.55,7.57
DDOG,20260605,240.0,0.65,13:13,7.6,8.09
DDOG,20260605,240.0,0.65,13:14,8.1,8.1
DDOG,20260605,240.0,0.65,13:15,8.0,8.01
DDOG,20260605,240.0,0.65,13:16,8.0,8.02
DDOG,20260605,240.0,0.65,13:17,8.05,8.09
DDOG,20260605,240.0,0.65,13:18,8.1,8.1
DDOG,20260605,240.0,0.65,13:19,8.1,8.1
DDOG,20260605,240.0,0.65,13:20,8.1,8.1
DDOG,20260605,240.0,0.65,13:21,8.1,8.1
DDOG,20260605,240.0,0.65,13:22,7.7,8.0
DDOG,20260605,240.0,0.65,13:23,7.7,7.74
DDOG,20260605,240.0,0.65,13:24,7.75,7.79
DDOG,20260605,240.0,0.65,13:25,7.85,7.88
DDOG,20260605,240.0,0.65,13:26,7.9,7.9
DDOG,20260605,240.0,0.65,13:27,7.9,7.9
DDOG,20260605,240.0,0.65,13:28,7.9,7.9
DDOG,20260605,240.0,0.65,13:29,7.9,7.97
DDOG,20260605,240.0,0.65,13:30,8.0,8.15
DDOG,20260605,240.0,0.65,13:31,8.2,8.2
DDOG,20260605,240.0,0.65,13:32,8.2,8.2
DDOG,20260605,240.0,0.65,13:33,8.2,8.2
DDOG,20260605,240.0,0.65,13:34,8.25,8.34
DDOG,20260605,240.0,0.65,13:35,8.35,8.4
DDOG,20260605,240.0,0.65,13:36,8.4,8.4
DDOG,20260605,240.0,0.65,13:37,8.4,8.41
DDOG,20260605,240.0,0.65,13:38,8.5,8.5
DDOG,20260605,240.0,0.65,13:39,8.1,8.53
DDOG,20260605,240.0,0.65,13:40,8.5,8.74
DDOG,20260605,240.0,0.65,13:41,8.75,8.84
DDOG,20260605,240.0,0.65,13:42,8.95,9.03
DDOG,20260605,240.0,0.65,13:43,9.05,9.05
DDOG,20260605,240.0,0.65,13:44,8.6,8.9
DDOG,20260605,240.0,0.65,13:45,8.65,8.7
DDOG,20260605,240.0,0.65,13:46,8.7,8.7
DDOG,20260605,240.0,0.65,13:47,8.7,8.74
DDOG,20260605,240.0,0.65,13:48,8.7,8.73
DDOG,20260605,240.0,0.65,13:49,8.7,8.7
DDOG,20260605,240.0,0.65,13:50,8.35,8.67
DDOG,20260605,240.0,0.65,13:51,8.5,8.65
DDOG,20260605,240.0,0.65,13:52,8.7,8.7
DDOG,20260605,240.0,0.65,13:53,8.7,8.7
DDOG,20260605,240.0,0.65,13:54,8.7,8.7
DDOG,20260605,240.0,0.65,13:55,8.7,8.7
DDOG,20260605,240.0,0.65,13:56,8.7,8.7
DDOG,20260605,240.0,0.65,13:57,8.35,8.39
DDOG,20260605,240.0,0.65,13:58,8.35,8.35
DDOG,20260605,240.0,0.65,13:59,8.35,8.35
DDOG,20260605,240.0,0.65,14:00,8.35,8.35
DDOG,20260605,240.0,0.65,14:01,7.6,8.28
DDOG,20260605,240.0,0.65,14:02,8.05,8.22
DDOG,20260605,240.0,0.65,14:03,8.3,8.46
DDOG,20260605,240.0,0.65,14:04,8.5,8.53
DDOG,20260605,240.0,0.65,14:05,8.55,8.55
DDOG,20260605,240.0,0.65,14:06,8.55,8.59
DDOG,20260605,240.0,0.65,14:07,8.65,8.69
DDOG,20260605,240.0,0.65,14:08,8.7,8.83
DDOG,20260605,240.0,0.65,14:09,9.1,9.1
DDOG,20260605,240.0,0.65,14:10,9.1,9.1
DDOG,20260605,240.0,0.65,14:11,9.1,9.12
DDOG,20260605,240.0,0.65,14:12,9.15,9.15
DDOG,20260605,240.0,0.65,14:13,9.15,9.15
DDOG,20260605,240.0,0.65,14:14,8.8,8.88
DDOG,20260605,240.0,0.65,14:15,8.8,8.8
DDOG,20260605,240.0,0.65,14:16,8.8,8.8
DDOG,20260605,240.0,0.65,14:17,8.8,8.89
DDOG,20260605,240.0,0.65,14:18,9.0,9.0
DDOG,20260605,240.0,0.65,14:19,9.0,9.0
DDOG,20260605,240.0,0.65,14:20,9.0,9.0
DDOG,20260605,240.0,0.65,14:21,9.0,9.0
DDOG,20260605,240.0,0.65,14:22,9.0,9.0
DDOG,20260605,240.0,0.65,14:23,9.0,9.04
DDOG,20260605,240.0,0.65,14:24,9.05,9.05
DDOG,20260605,240.0,0.65,14:25,9.05,9.05
DDOG,20260605,240.0,0.65,14:26,9.05,9.05
DDOG,20260605,240.0,0.65,14:27,9.05,9.05
DDOG,20260605,240.0,0.65,14:28,9.05,9.05
DDOG,20260605,240.0,0.65,14:29,9.05,9.14
DDOG,20260605,240.0,0.65,14:30,9.2,9.25
DDOG,20260605,240.0,0.65,14:31,9.25,9.25
DDOG,20260605,240.0,0.65,14:32,9.25,9.37
DDOG,20260605,240.0,0.65,14:33,9.5,9.57
DDOG,20260605,240.0,0.65,14:34,9.65,9.65
DDOG,20260605,240.0,0.65,14:35,9.65,9.68
DDOG,20260605,240.0,0.65,14:36,9.7,9.7
DDOG,20260605,240.0,0.65,14:37,9.7,9.7
DDOG,20260605,240.0,0.65,14:38,9.7,9.7
DDOG,20260605,240.0,0.65,14:39,9.65,9.68
DDOG,20260605,240.0,0.65,14:40,9.7,9.78
DDOG,20260605,240.0,0.65,14:41,9.3,9.72
DDOG,20260605,240.0,0.65,14:42,9.7,9.78
DDOG,20260605,240.0,0.65,14:43,9.7,9.75
DDOG,20260605,240.0,0.65,14:44,9.75,9.79
DDOG,20260605,240.0,0.65,14:45,9.8,9.8
DDOG,20260605,240.0,0.65,14:46,8.8,8.97
DDOG,20260605,240.0,0.65,14:47,8.8,9.36
DDOG,20260605,240.0,0.65,14:48,8.75,9.38
DDOG,20260605,240.0,0.65,14:49,9.45,9.45
DDOG,20260605,240.0,0.65,14:50,9.35,9.45
DDOG,20260605,240.0,0.65,14:51,9.35,9.36
DDOG,20260605,240.0,0.65,14:52,9.4,9.4
DDOG,20260605,240.0,0.65,14:53,9.4,9.41
DDOG,20260605,240.0,0.65,14:54,9.45,9.5
DDOG,20260605,240.0,0.65,14:55,9.55,9.55
DDOG,20260605,240.0,0.65,14:56,9.55,9.55
DDOG,20260605,240.0,0.65,14:57,9.55,9.55
DDOG,20260605,240.0,0.65,14:58,9.55,9.55
DDOG,20260605,240.0,0.65,14:59,9.55,9.55
DDOG,20260605,240.0,0.65,15:00,9.45,9.51
DDOG,20260605,240.0,0.65,15:01,9.35,9.45
DDOG,20260605,240.0,0.65,15:02,9.45,9.45
DDOG,20260605,240.0,0.65,15:03,9.45,9.45
DDOG,20260605,240.0,0.65,15:04,9.45,9.45
DDOG,20260605,240.0,0.65,15:05,8.5,9.32
DDOG,20260605,240.0,0.65,15:06,9.15,9.22
DDOG,20260605,240.0,0.65,15:07,9.25,9.32
DDOG,20260605,240.0,0.65,15:08,9.4,9.42
DDOG,20260605,240.0,0.65,15:09,9.5,9.51
DDOG,20260605,240.0,0.65,15:10,9.55,9.57
DDOG,20260605,240.0,0.65,15:11,9.6,9.6
DDOG,20260605,240.0,0.65,15:12,9.6,9.6
DDOG,20260605,240.0,0.65,15:13,9.6,9.6
DDOG,20260605,240.0,0.65,15:14,9.6,9.6
DDOG,20260605,240.0,0.65,15:15,9.6,9.6
DDOG,20260605,240.0,0.65,15:16,9.6,9.6
DDOG,20260605,240.0,0.65,15:17,9.5,9.81
DDOG,20260605,240.0,0.65,15:18,9.45,9.63
DDOG,20260605,240.0,0.65,15:19,9.45,9.45
DDOG,20260605,240.0,0.65,15:20,9.5,9.5
DDOG,20260605,240.0,0.65,15:21,9.5,9.5
DDOG,20260605,240.0,0.65,15:22,9.5,9.75
DDOG,20260605,240.0,0.65,15:23,9.85,9.85
DDOG,20260605,240.0,0.65,15:24,9.85,9.85
DDOG,20260605,240.0,0.65,15:25,9.85,9.85
DDOG,20260605,240.0,0.65,15:26,9.85,9.93
DDOG,20260605,240.0,0.65,15:27,10.0,10.0
DDOG,20260605,240.0,0.65,15:28,10.0,10.0
DDOG,20260605,240.0,0.65,15:29,10.1,10.15
DDOG,20260605,240.0,0.65,15:30,10.2,10.23
DDOG,20260605,240.0,0.65,15:31,10.25,10.25
DDOG,20260605,240.0,0.65,15:32,10.25,10.25
DDOG,20260605,240.0,0.65,15:33,10.25,10.25
DDOG,20260605,240.0,0.65,15:34,10.25,10.25
DDOG,20260605,240.0,0.65,15:35,10.25,10.25
DDOG,20260605,240.0,0.65,15:36,10.25,10.25
DDOG,20260605,240.0,0.65,15:37,10.25,10.25
DDOG,20260605,240.0,0.65,15:38,10.25,10.25
DDOG,20260605,240.0,0.65,15:39,10.25,10.25
DDOG,20260605,240.0,0.65,15:40,10.25,10.25
DDOG,20260605,240.0,0.65,15:41,10.25,10.25
DDOG,20260605,240.0,0.65,15:42,10.25,10.25
DDOG,20260605,240.0,0.65,15:43,10.2,10.25
DDOG,20260605,240.0,0.65,15:44,10.2,10.22
DDOG,20260605,240.0,0.65,15:45,10.25,10.26
DDOG,20260605,240.0,0.65,15:46,10.3,10.3
DDOG,20260605,240.0,0.65,15:47,10.3,10.3
DDOG,20260605,240.0,0.65,15:48,10.3,10.3
DDOG,20260605,240.0,0.65,15:49,9.7,10.34
DDOG,20260605,240.0,0.65,15:50,9.65,11.1
DDOG,20260605,240.0,0.65,15:51,11.35,11.58
DDOG,20260605,240.0,0.65,15:52,11.6,11.88
DDOG,20260605,240.0,0.65,15:53,12.0,12.0
DDOG,20260605,240.0,0.65,15:54,12.0,12.0
DDOG,20260605,240.0,0.65,15:55,11.9,12.73
DDOG,20260605,240.0,0.65,15:56,12.8,12.8
DDOG,20260605,240.0,0.65,15:57,12.8,12.8
DDOG,20260605,240.0,0.65,15:58,12.45,12.45
DDOG,20260605,240.0,0.65,15:59,12.45,12.45
DDOG,20260605,247.5,0.52,13:00,4.9,4.9
DDOG,20260605,247.5,0.52,13:01,4.9,4.9
DDOG,20260605,247.5,0.52,13:02,4.9,4.9
DDOG,20260605,247.5,0.52,13:03,4.7,4.83
DDOG,20260605,247.5,0.52,13:04,4.7,4.7
DDOG,20260605,247.5,0.52,13:05,4.7,4.7
DDOG,20260605,247.5,0.52,13:06,4.7,4.7
DDOG,20260605,247.5,0.52,13:07,4.7,4.7
DDOG,20260605,247.5,0.52,13:08,4.7,4.7
DDOG,20260605,247.5,0.52,13:09,4.7,4.7
DDOG,20260605,247.5,0.52,13:10,4.7,4.7
DDOG,20260605,247.5,0.52,13:11,4.7,4.7
DDOG,20260605,247.5,0.52,13:12,4.7,4.7
DDOG,20260605,247.5,0.52,13:13,4.7,4.7
DDOG,20260605,247.5,0.52,13:14,4.7,4.7
DDOG,20260605,247.5,0.52,13:15,4.7,4.7
DDOG,20260605,247.5,0.52,13:16,4.7,4.72
DDOG,20260605,247.5,0.52,13:17,4.75,4.75
DDOG,20260605,247.5,0.52,13:18,4.75,4.75
DDOG,20260605,247.5,0.52,13:19,4.75,4.75
DDOG,20260605,247.5,0.52,13:20,4.75,4.75
DDOG,20260605,247.5,0.52,13:21,4.75,4.75
DDOG,20260605,247.5,0.52,13:22,4.75,4.75
DDOG,20260605,247.5,0.52,13:23,4.75,4.75
DDOG,20260605,247.5,0.52,13:24,4.75,4.75
DDOG,20260605,247.5,0.52,13:25,4.75,4.75
DDOG,20260605,247.5,0.52,13:26,4.75,4.75
DDOG,20260605,247.5,0.52,13:27,4.75,4.75
DDOG,20260605,247.5,0.52,13:28,4.75,4.75
DDOG,20260605,247.5,0.52,13:29,4.75,4.75
DDOG,20260605,247.5,0.52,13:30,4.75,4.79
DDOG,20260605,247.5,0.52,13:31,4.8,4.8
DDOG,20260605,247.5,0.52,13:32,4.8,4.8
DDOG,20260605,247.5,0.52,13:33,4.8,4.82
DDOG,20260605,247.5,0.52,13:34,4.95,4.99
DDOG,20260605,247.5,0.52,13:35,5.0,5.1
DDOG,20260605,247.5,0.52,13:36,5.1,5.1
DDOG,20260605,247.5,0.52,13:37,5.1,5.1
DDOG,20260605,247.5,0.52,13:38,5.1,5.1
DDOG,20260605,247.5,0.52,13:39,5.1,5.1
DDOG,20260605,247.5,0.52,13:40,5.1,5.1
DDOG,20260605,247.5,0.52,13:41,5.1,5.24
DDOG,20260605,247.5,0.52,13:42,5.3,5.37
DDOG,20260605,247.5,0.52,13:43,5.4,5.4
