ticker,sector,industry,name
WIX,Technology,Software - Infrastructure,Wix.com Ltd.
WK,Technology,Software - Application,Workiva Inc.
WKC,Energy,Oil & Gas Refining & Marketing,World Kinect Corporation
WLK,Basic Materials,Specialty Chemicals,Westlake Corporation
WM,Industrials,Waste Management,"Waste Management, Inc."
WMB,Energy,Oil & Gas Midstream,"Williams Companies, Inc. (The)"
WMG,Communication Services,Entertainment,Warner Music Group Corp.
WMS,Industrials,Building Products & Equipment,"Advanced Drainage Systems, Inc."
WMT,Consumer Defensive,Discount Stores,Walmart Inc.
WOLF,Technology,Semiconductors,"Wolfspeed, Inc."
WPC,Real Estate,REIT - Diversified,W. P. Carey Inc. REIT
WPM,Basic Materials,Gold,Wheaton Precious Metals Corp
WRB,Financial Services,Insurance - Property & Casualty,W.R. Berkley Corporation
WRBY,Healthcare,Medical Instruments & Supplies,Warby Parker Inc.
WSBC,Financial Services,Banks - Regional,"WesBanco, Inc."
WSC,Industrials,Rental & Leasing Services,WillScot Holdings Corporation
WSFS,Financial Services,Banks - Regional,WSFS Financial Corporation
WSM,Consumer Cyclical,Specialty Retail,"Williams-Sonoma, Inc."
WSO,Industrials,Industrial Distribution,"Watsco, Inc."
WST,Healthcare,Medical Instruments & Supplies,"West Pharmaceutical Services, I"
WT,Financial Services,Asset Management,"WisdomTree, Inc."
WTFC,Financial Services,Banks - Regional,Wintrust Financial Corporation
WTM,Financial Services,Insurance - Property & Casualty,White Mountains Insurance Group
WTRG,Utilities,Utilities - Regulated Water,"Essential Utilities, Inc."
WTS,Industrials,Specialty Industrial Machinery,"Watts Water Technologies, Inc."
WTTR,Energy,Oil & Gas Equipment & Services,"Select Water Solutions, Inc."
WTW,Financial Services,Insurance Brokers,Willis Towers Watson Public Lim
WU,Financial Services,Credit Services,Western Union Company (The)
WULF,Financial Services,Capital Markets,TeraWulf Inc.
WWD,Industrials,Aerospace & Defense,"Woodward, Inc."
WY,Real Estate,REIT - Specialty,Weyerhaeuser Company
WYFI,Technology,Information Technology Services,"WhiteFiber, Inc."
WYNN,Consumer Cyclical,Resorts & Casinos,"Wynn Resorts, Limited"
XE,Industrials,Specialty Industrial Machinery,"X-Energy, Inc."
XEL,Utilities,Utilities - Regulated Electric,Xcel Energy Inc.
XENE,Healthcare,Biotechnology,Xenon Pharmaceuticals Inc.
XMTR,Industrials,Industrial Distribution,"Xometry, Inc."
XNDU,Technology,Software - Infrastructure,Xanadu Quantum Technologies Lim
XOM,Energy,Oil & Gas Integrated,ExxonMobil Holdings Corporation
XP,Financial Services,Capital Markets,XP Inc.
XPO,Industrials,Trucking,"XPO, Inc."
XRAY,Healthcare,Medical Instruments & Supplies,DENTSPLY SIRONA Inc.
XYL,Industrials,Specialty Industrial Machinery,Xylem Inc.
XYZ,Technology,Software - Infrastructure,"Block, Inc."
YETI,Consumer Cyclical,Leisure,"YETI Holdings, Inc."
YOU,Technology,Software - Application,"Clear Secure, Inc."
YSS,Industrials,Aerospace & Defense,York Space Systems Inc.
YUM,Consumer Cyclical,Restaurants,"Yum! Brands, Inc."
YUMC,Consumer Cyclical,Restaurants,"Yum China Holdings, Inc."
Z,Communication Services,Internet Content & Information,"Zillow Group, Inc."
ZBH,Healthcare,Medical Devices,"Zimmer Biomet Holdings, Inc."
ZBRA,Technology,Communication Equipment,Zebra Technologies Corporation
ZD,Communication Services,Advertising Agencies,"Ziff Davis, Inc."
ZETA,Technology,Software - Infrastructure,Zeta Global Holdings Corp.
ZG,Communication Services,Internet Content & Information,"Zillow Group, Inc."
ZION,Financial Services,Banks - Regional,Zions Bancorporation N.A.
ZM,Technology,Software - Application,"Zoom Communications, Inc."
ZS,Technology,Software - Infrastructure,"Zscaler, Inc."
ZTS,Healthcare,Drug Manufacturers - Specialty & Generic,Zoetis Inc.
ZWS,Industrials,Pollution & Treatment Controls,Zurn Elkay Water Solutions Corp
