number,ticker,cp,entry_date,expiration,strike,open_entry,delta_entry,underlying_at_exp,exit_intrinsic,profit,return_pct
3,MSTR,C,2024-02-08,2024-02-16,680.0,1.92,0.1569,699.56,19.56,1764.0,918.7
3,MSTR,C,2024-02-08,2024-02-16,690.0,1.48,0.1387,699.56,9.56,808.0,545.9
3,MSTR,C,2024-02-08,2024-02-16,700.0,0.4,0.1216,699.56,0.0,-40.0,-100.0
3,MSTR,C,2024-02-08,2024-02-16,710.0,1.01,0.1067,699.56,0.0,-101.0,-100.0
3,MSTR,C,2024-02-08,2024-02-16,720.0,1.4,0.092,699.56,0.0,-140.0,-100.0
3,MSTR,C,2024-02-08,2024-02-16,730.0,0.78,0.0807,699.56,0.0,-78.0,-100.0
3,MSTR,C,2024-02-08,2024-02-16,740.0,1.68,0.0702,699.56,0.0,-168.0,-100.0
3,MSTR,C,2024-02-08,2024-02-16,750.0,1.04,0.06,699.56,0.0,-104.0,-100.0
3,MSTR,C,2024-02-08,2024-02-16,760.0,0.38,0.0513,699.56,0.0,-38.0,-100.0
3,MSTR,C,2024-02-08,2024-02-16,770.0,1.44,0.044,699.56,0.0,-144.0,-100.0
3,MSTR,C,2024-02-08,2024-02-16,780.0,1.4,0.037,699.56,0.0,-140.0,-100.0
3,MSTR,C,2024-02-08,2024-02-16,790.0,0.67,0.0311,699.56,0.0,-67.0,-100.0
3,MSTR,C,2024-02-08,2024-02-16,800.0,0.35,0.0261,699.56,0.0,-35.0,-100.0
3,MSTR,C,2024-02-08,2024-02-16,810.0,1.05,0.0219,699.56,0.0,-105.0,-100.0
3,MSTR,C,2024-02-08,2024-02-16,830.0,0.52,0.0155,699.56,0.0,-52.0,-100.0
3,MSTR,C,2024-02-08,2024-02-16,840.0,0.46,0.0121,699.56,0.0,-46.0,-100.0
3,MSTR,C,2024-02-08,2024-02-16,850.0,0.7,0.0104,699.56,0.0,-70.0,-100.0
3,MSTR,C,2024-02-08,2024-02-16,860.0,0.3,0.0086,699.56,0.0,-30.0,-100.0
3,MSTR,C,2024-02-08,2024-02-16,870.0,0.5,0.007,699.56,0.0,-50.0,-100.0
3,MSTR,C,2024-02-08,2024-02-16,880.0,0.39,0.0057,699.56,0.0,-39.0,-100.0
3,MSTR,C,2024-02-08,2024-02-16,900.0,0.5,0.0038,699.56,0.0,-50.0,-100.0
3,MSTR,C,2024-02-08,2024-02-16,910.0,0.4,0.003,699.56,0.0,-40.0,-100.0
3,MSTR,C,2024-02-08,2024-02-16,960.0,0.3,0.001,699.56,0.0,-30.0,-100.0
3,MSTR,C,2024-02-08,2024-02-16,980.0,0.02,0.0006,699.56,0.0,-2.0,-100.0
3,MSTR,C,2024-02-08,2024-02-16,1000.0,0.2,0.0004,699.56,0.0,-20.0,-100.0
3,MSTR,C,2024-02-08,2024-02-16,1430.0,0.02,0.0,699.56,0.0,-2.0,-100.0
3,MSTR,C,2024-02-08,2024-02-16,1450.0,0.02,0.0,699.56,0.0,-2.0,-100.0
4,ARM,C,2024-02-08,2024-02-16,37.5,86.0,1.0,128.34,90.84,484.0,5.6
4,ARM,C,2024-02-08,2024-02-16,50.0,49.95,1.0,128.34,78.34,2839.0,56.8
4,ARM,C,2024-02-08,2024-02-16,55.0,65.93,1.0,128.34,73.34,741.0,11.2
4,ARM,C,2024-02-08,2024-02-16,57.5,60.34,1.0,128.34,70.84,1050.0,17.4
4,ARM,C,2024-02-08,2024-02-16,60.0,38.0,1.0,128.34,68.34,3034.0,79.8
4,ARM,C,2024-02-08,2024-02-16,65.0,36.0,0.9998,128.34,63.34,2734.0,75.9
4,ARM,C,2024-02-08,2024-02-16,66.0,33.0,0.9997,128.34,62.34,2934.0,88.9
4,ARM,C,2024-02-08,2024-02-16,67.0,32.86,0.9996,128.34,61.34,2848.0,86.7
4,ARM,C,2024-02-08,2024-02-16,67.5,32.36,0.9995,128.34,60.84,2848.0,88.0
4,ARM,C,2024-02-08,2024-02-16,68.0,31.86,0.9995,128.34,60.34,2848.0,89.4
4,ARM,C,2024-02-08,2024-02-16,69.0,28.06,0.9993,128.34,59.34,3128.0,111.5
4,ARM,C,2024-02-08,2024-02-16,70.0,24.1,0.999,128.34,58.34,3424.0,142.1
4,ARM,C,2024-02-08,2024-02-16,71.0,29.68,0.9987,128.34,57.34,2766.0,93.2
4,ARM,C,2024-02-08,2024-02-16,71.5,31.0,0.9984,128.34,56.84,2584.0,83.4
4,ARM,C,2024-02-08,2024-02-16,72.0,24.95,0.9982,128.34,56.34,3139.0,125.8
4,ARM,C,2024-02-08,2024-02-16,72.5,21.74,0.9979,128.34,55.84,3410.0,156.9
4,ARM,C,2024-02-08,2024-02-16,73.0,23.9,0.9976,128.34,55.34,3144.0,131.5
4,ARM,C,2024-02-08,2024-02-16,73.5,22.0,0.9973,128.34,54.84,3284.0,149.3
4,ARM,C,2024-02-08,2024-02-16,74.0,21.65,0.9969,128.34,54.34,3269.0,151.0
4,ARM,C,2024-02-08,2024-02-16,75.0,19.0,0.996,128.34,53.34,3434.0,180.7
4,ARM,C,2024-02-08,2024-02-16,76.0,19.0,0.995,128.34,52.34,3334.0,175.5
4,ARM,C,2024-02-08,2024-02-16,77.0,17.3,0.9937,128.34,51.34,3404.0,196.8
4,ARM,C,2024-02-08,2024-02-16,77.5,20.0,0.9929,128.34,50.84,3084.0,154.2
4,ARM,C,2024-02-08,2024-02-16,78.0,16.74,0.9921,128.34,50.34,3360.0,200.7
4,ARM,C,2024-02-08,2024-02-16,79.0,16.22,0.9902,128.34,49.34,3312.0,204.2
4,ARM,C,2024-02-08,2024-02-16,80.0,16.0,0.9879,128.34,48.34,3234.0,202.1
4,ARM,C,2024-02-08,2024-02-16,81.0,17.23,0.9853,128.34,47.34,3011.0,174.8
4,ARM,C,2024-02-08,2024-02-16,82.0,14.05,0.9821,128.34,46.34,3229.0,229.8
4,ARM,C,2024-02-08,2024-02-16,83.0,13.5,0.9783,128.34,45.34,3184.0,235.9
4,ARM,C,2024-02-08,2024-02-16,85.0,10.75,0.9691,128.34,43.34,3259.0,303.2
4,ARM,C,2024-02-08,2024-02-16,86.0,20.0,0.9637,128.34,42.34,2234.0,111.7
4,ARM,C,2024-02-08,2024-02-16,88.0,18.09,0.95,128.34,40.34,2225.0,123.0
4,ARM,C,2024-02-08,2024-02-16,90.0,8.0,0.9337,128.34,38.34,3034.0,379.3
4,ARM,C,2024-02-08,2024-02-16,91.0,27.2,0.924,128.34,37.34,1014.0,37.3
4,ARM,C,2024-02-08,2024-02-16,92.0,13.4,0.9137,128.34,36.34,2294.0,171.2
4,ARM,C,2024-02-08,2024-02-16,93.0,32.0,0.9027,128.34,35.34,334.0,10.4
4,ARM,C,2024-02-08,2024-02-16,94.0,5.25,0.8904,128.34,34.34,2909.0,554.1
4,ARM,C,2024-02-08,2024-02-16,95.0,5.08,0.8776,128.34,33.34,2826.0,556.3
4,ARM,C,2024-02-08,2024-02-16,96.0,6.0,0.8641,128.34,32.34,2634.0,439.0
4,ARM,C,2024-02-08,2024-02-16,97.0,5.1,0.8494,128.34,31.34,2624.0,514.5
4,ARM,C,2024-02-08,2024-02-16,98.0,5.3,0.8343,128.34,30.34,2504.0,472.5
4,ARM,C,2024-02-08,2024-02-16,99.0,5.1,0.8185,128.34,29.34,2424.0,475.3
4,ARM,C,2024-02-08,2024-02-16,100.0,2.98,0.8018,128.34,28.34,2536.0,851.0
4,ARM,C,2024-02-08,2024-02-16,101.0,5.2,0.7849,128.34,27.34,2214.0,425.8
4,ARM,C,2024-02-08,2024-02-16,102.0,5.16,0.7672,128.34,26.34,2118.0,410.5
4,ARM,C,2024-02-08,2024-02-16,103.0,3.9,0.7491,128.34,25.34,2144.0,549.7
4,ARM,C,2024-02-08,2024-02-16,104.0,4.32,0.7306,128.34,24.34,2002.0,463.4
4,ARM,C,2024-02-08,2024-02-16,105.0,2.23,0.7118,128.34,23.34,2111.0,946.6
4,ARM,C,2024-02-08,2024-02-16,106.0,5.5,0.6928,128.34,22.34,1684.0,306.2
4,ARM,C,2024-02-08,2024-02-16,107.0,4.0,0.6734,128.34,21.34,1734.0,433.5
4,ARM,C,2024-02-08,2024-02-16,108.0,3.0,0.6541,128.34,20.34,1734.0,578.0
4,ARM,C,2024-02-08,2024-02-16,109.0,3.9,0.6346,128.34,19.34,1544.0,395.9
4,ARM,C,2024-02-08,2024-02-16,110.0,1.35,0.6152,128.34,18.34,1699.0,1258.5
4,ARM,C,2024-02-08,2024-02-16,111.0,2.35,0.5957,128.34,17.34,1499.0,637.9
4,ARM,C,2024-02-08,2024-02-16,112.0,5.9,0.5765,128.34,16.34,1044.0,176.9
4,ARM,C,2024-02-08,2024-02-16,113.0,4.5,0.5574,128.34,15.34,1084.0,240.9
4,ARM,C,2024-02-08,2024-02-16,114.0,2.57,0.5385,128.34,14.34,1177.0,458.0
4,ARM,C,2024-02-08,2024-02-16,115.0,0.8,0.52,128.34,13.34,1254.0,1567.5
4,ARM,C,2024-02-08,2024-02-16,116.0,0.84,0.5016,128.34,12.34,1150.0,1369.0
4,ARM,C,2024-02-08,2024-02-16,117.0,4.73,0.4837,128.34,11.34,661.0,139.7
4,ARM,C,2024-02-08,2024-02-16,118.0,3.25,0.4661,128.34,10.34,709.0,218.2
4,ARM,C,2024-02-08,2024-02-16,119.0,4.5,0.449,128.34,9.34,484.0,107.6
4,ARM,C,2024-02-08,2024-02-16,120.0,1.95,0.4322,128.34,8.34,639.0,327.7
4,ARM,C,2024-02-08,2024-02-16,125.0,1.04,0.3552,128.34,3.34,230.0,221.2
4,ARM,C,2024-02-08,2024-02-16,130.0,2.83,0.29,128.34,0.0,-283.0,-100.0
4,ARM,C,2024-02-08,2024-02-16,135.0,1.75,0.2361,128.34,0.0,-175.0,-100.0
4,ARM,C,2024-02-08,2024-02-16,140.0,0.2,0.1917,128.34,0.0,-20.0,-100.0
4,ARM,C,2024-02-08,2024-02-16,145.0,0.78,0.1563,128.34,0.0,-78.0,-100.0
4,ARM,C,2024-02-08,2024-02-16,150.0,0.05,0.1273,128.34,0.0,-5.0,-100.0
5,COIN,C,2024-02-09,2024-03-15,50.0,91.0,0.9987,242.36,192.36,10136.0,111.4
5,COIN,C,2024-02-09,2024-03-15,70.0,72.66,0.9869,242.36,172.36,9970.0,137.2
5,COIN,C,2024-02-09,2024-03-15,75.0,67.78,0.9797,242.36,167.36,9958.0,146.9
5,COIN,C,2024-02-09,2024-03-15,80.0,61.5,0.9696,242.36,162.36,10086.0,164.0
5,COIN,C,2024-02-09,2024-03-15,85.0,59.48,0.9566,242.36,157.36,9788.0,164.6
5,COIN,C,2024-02-09,2024-03-15,90.0,53.6,0.9411,242.36,152.36,9876.0,184.3
5,COIN,C,2024-02-09,2024-03-15,95.0,48.68,0.9221,242.36,147.36,9868.0,202.7
5,COIN,C,2024-02-09,2024-03-15,100.0,43.0,0.8998,242.36,142.36,9936.0,231.1
5,COIN,C,2024-02-09,2024-03-15,105.0,39.95,0.8734,242.36,137.36,9741.0,243.8
5,COIN,C,2024-02-09,2024-03-15,110.0,33.96,0.8429,242.36,132.36,9840.0,289.8
5,COIN,C,2024-02-09,2024-03-15,115.0,30.8,0.8079,242.36,127.36,9656.0,313.5
5,COIN,C,2024-02-09,2024-03-15,120.0,27.3,0.7679,242.36,122.36,9506.0,348.2
5,COIN,C,2024-02-09,2024-03-15,125.0,23.76,0.7233,242.36,117.36,9360.0,393.9
5,COIN,C,2024-02-09,2024-03-15,130.0,20.8,0.6749,242.36,112.36,9156.0,440.2
5,COIN,C,2024-02-09,2024-03-15,135.0,17.95,0.6238,242.36,107.36,8941.0,498.1
5,COIN,C,2024-02-09,2024-03-15,140.0,15.5,0.5715,242.36,102.36,8686.0,560.4
5,COIN,C,2024-02-09,2024-03-15,145.0,13.2,0.5195,242.36,97.36,8416.0,637.6
5,COIN,C,2024-02-09,2024-03-15,150.0,11.18,0.4695,242.36,92.36,8118.0,726.1
5,COIN,C,2024-02-09,2024-03-15,155.0,8.45,0.4222,242.36,87.36,7891.0,933.8
5,COIN,C,2024-02-09,2024-03-15,160.0,8.4,0.3784,242.36,82.36,7396.0,880.5
5,COIN,C,2024-02-09,2024-03-15,165.0,7.75,0.3384,242.36,77.36,6961.0,898.2
5,COIN,C,2024-02-09,2024-03-15,170.0,5.76,0.3022,242.36,72.36,6660.0,1156.3
5,COIN,C,2024-02-09,2024-03-15,175.0,4.5,0.2697,242.36,67.36,6286.0,1396.9
5,COIN,C,2024-02-09,2024-03-15,180.0,3.99,0.2406,242.36,62.36,5837.0,1462.9
5,COIN,C,2024-02-09,2024-03-15,185.0,3.7,0.2148,242.36,57.36,5366.0,1450.3
5,COIN,C,2024-02-09,2024-03-15,190.0,2.88,0.1914,242.36,52.36,4948.0,1718.1
5,COIN,C,2024-02-09,2024-03-15,195.0,2.38,0.1705,242.36,47.36,4498.0,1889.9
5,COIN,C,2024-02-09,2024-03-15,200.0,1.99,0.1521,242.36,42.36,4037.0,2028.6
5,COIN,C,2024-02-09,2024-03-15,210.0,1.5,0.1211,242.36,32.36,3086.0,2057.3
5,COIN,C,2024-02-09,2024-03-15,220.0,1.09,0.096,242.36,22.36,2127.0,1951.4
5,COIN,C,2024-02-09,2024-03-15,230.0,0.65,0.076,242.36,12.36,1171.0,1801.5
5,COIN,C,2024-02-09,2024-03-15,240.0,0.65,0.0601,242.36,2.36,171.0,263.1
5,COIN,C,2024-02-09,2024-03-15,250.0,0.5,0.0472,242.36,0.0,-50.0,-100.0
5,COIN,C,2024-02-09,2024-03-15,260.0,0.48,0.0381,242.36,0.0,-48.0,-100.0
5,COIN,C,2024-02-09,2024-03-15,270.0,0.2,0.0293,242.36,0.0,-20.0,-100.0
5,COIN,C,2024-02-09,2024-03-15,280.0,0.28,0.0231,242.36,0.0,-28.0,-100.0
5,COIN,C,2024-02-09,2024-03-15,290.0,0.31,0.0177,242.36,0.0,-31.0,-100.0
5,COIN,C,2024-02-09,2024-03-15,300.0,0.2,0.0142,242.36,0.0,-20.0,-100.0
5,COIN,C,2024-02-09,2024-03-15,320.0,0.18,0.0084,242.36,0.0,-18.0,-100.0
5,COIN,C,2024-02-09,2024-03-15,330.0,0.15,0.0067,242.36,0.0,-15.0,-100.0
5,COIN,C,2024-02-09,2024-03-15,340.0,0.11,0.005,242.36,0.0,-11.0,-100.0
5,COIN,C,2024-02-09,2024-03-15,350.0,0.15,0.004,242.36,0.0,-15.0,-100.0
5,COIN,C,2024-02-09,2024-03-15,360.0,0.18,0.003,242.36,0.0,-18.0,-100.0
5,COIN,C,2024-02-09,2024-03-15,370.0,0.08,0.0023,242.36,0.0,-8.0,-100.0
7,GLD,C,2024-03-01,2024-04-19,150.0,42.24,0.9998,221.03,71.03,2879.0,68.2
7,GLD,C,2024-03-01,2024-04-19,174.0,18.4,0.9829,221.03,47.03,2863.0,155.6
7,GLD,C,2024-03-01,2024-04-19,175.0,19.46,0.9783,221.03,46.03,2657.0,136.5
7,GLD,C,2024-03-01,2024-04-19,176.0,16.84,0.9728,221.03,45.03,2819.0,167.4
7,GLD,C,2024-03-01,2024-04-19,180.0,13.6,0.9383,221.03,41.03,2743.0,201.7
7,GLD,C,2024-03-01,2024-04-19,181.0,10.1,0.9262,221.03,40.03,2993.0,296.3
7,GLD,C,2024-03-01,2024-04-19,182.0,10.3,0.9123,221.03,39.03,2873.0,278.9
7,GLD,C,2024-03-01,2024-04-19,183.0,9.06,0.8966,221.03,38.03,2897.0,319.8
7,GLD,C,2024-03-01,2024-04-19,184.0,10.25,0.8783,221.03,37.03,2678.0,261.3
7,GLD,C,2024-03-01,2024-04-19,185.0,7.15,0.8578,221.03,36.03,2888.0,403.9
7,GLD,C,2024-03-01,2024-04-19,186.0,5.85,0.8345,221.03,35.03,2918.0,498.8
7,GLD,C,2024-03-01,2024-04-19,187.0,5.55,0.8081,221.03,34.03,2848.0,513.2
7,GLD,C,2024-03-01,2024-04-19,188.0,4.73,0.7782,221.03,33.03,2830.0,598.3
7,GLD,C,2024-03-01,2024-04-19,189.0,4.11,0.7448,221.03,32.03,2792.0,679.3
7,GLD,C,2024-03-01,2024-04-19,190.0,3.6,0.7074,221.03,31.03,2743.0,761.9
7,GLD,C,2024-03-01,2024-04-19,191.0,2.71,0.6665,221.03,30.03,2732.0,1008.1
7,GLD,C,2024-03-01,2024-04-19,192.0,2.62,0.6224,221.03,29.03,2641.0,1008.0
7,GLD,C,2024-03-01,2024-04-19,193.0,2.22,0.5758,221.03,28.03,2581.0,1162.6
7,GLD,C,2024-03-01,2024-04-19,194.0,1.86,0.5277,221.03,27.03,2517.0,1353.2
7,GLD,C,2024-03-01,2024-04-19,195.0,1.57,0.4794,221.03,26.03,2446.0,1558.0
7,GLD,C,2024-03-01,2024-04-19,196.0,1.33,0.432,221.03,25.03,2370.0,1782.0
7,GLD,C,2024-03-01,2024-04-19,197.0,1.06,0.3866,221.03,24.03,2297.0,2167.0
7,GLD,C,2024-03-01,2024-04-19,198.0,0.92,0.3439,221.03,23.03,2211.0,2403.3
7,GLD,C,2024-03-01,2024-04-19,199.0,0.75,0.3045,221.03,22.03,2128.0,2837.3
7,GLD,C,2024-03-01,2024-04-19,200.0,0.66,0.2687,221.03,21.03,2037.0,3086.4
7,GLD,C,2024-03-01,2024-04-19,205.0,0.27,0.14,221.03,16.03,1576.0,5837.0
7,GLD,C,2024-03-01,2024-04-19,210.0,0.14,0.0711,221.03,11.03,1089.0,7778.6
7,GLD,C,2024-03-01,2024-04-19,215.0,0.08,0.0343,221.03,6.03,595.0,7437.5
7,GLD,C,2024-03-01,2024-04-19,220.0,0.05,0.0152,221.03,1.03,98.0,1960.0
7,GLD,C,2024-03-01,2024-04-19,225.0,0.08,0.0063,221.03,0.0,-8.0,-100.0
7,GLD,C,2024-03-01,2024-04-19,230.0,0.06,0.0023,221.03,0.0,-6.0,-100.0
7,GLD,C,2024-03-01,2024-04-19,235.0,0.04,0.0008,221.03,0.0,-4.0,-100.0
7,GLD,C,2024-03-01,2024-04-19,240.0,0.05,0.0002,221.03,0.0,-5.0,-100.0
7,GLD,C,2024-03-01,2024-04-19,255.0,0.03,0.0,221.03,0.0,-3.0,-100.0
9,AAPL,C,2024-06-11,2024-06-21,50.0,155.0,1.0,207.49,157.49,249.0,1.6
9,AAPL,C,2024-06-11,2024-06-21,70.0,124.06,1.0,207.49,137.49,1343.0,10.8
9,AAPL,C,2024-06-11,2024-06-21,75.0,125.0,1.0,207.49,132.49,749.0,6.0
9,AAPL,C,2024-06-11,2024-06-21,100.0,95.49,1.0,207.49,107.49,1200.0,12.6
9,AAPL,C,2024-06-11,2024-06-21,110.0,88.09,1.0,207.49,97.49,940.0,10.7
9,AAPL,C,2024-06-11,2024-06-21,115.0,88.2,1.0,207.49,92.49,429.0,4.9
9,AAPL,C,2024-06-11,2024-06-21,120.0,84.6,1.0,207.49,87.49,289.0,3.4
9,AAPL,C,2024-06-11,2024-06-21,125.0,77.88,1.0,207.49,82.49,461.0,5.9
9,AAPL,C,2024-06-11,2024-06-21,130.0,67.52,1.0,207.49,77.49,997.0,14.8
9,AAPL,C,2024-06-11,2024-06-21,135.0,58.9,1.0,207.49,72.49,1359.0,23.1
9,AAPL,C,2024-06-11,2024-06-21,140.0,60.0,1.0,207.49,67.49,749.0,12.5
9,AAPL,C,2024-06-11,2024-06-21,145.0,49.7,1.0,207.49,62.49,1279.0,25.7
9,AAPL,C,2024-06-11,2024-06-21,150.0,47.5,1.0,207.49,57.49,999.0,21.0
9,AAPL,C,2024-06-11,2024-06-21,155.0,43.45,1.0,207.49,52.49,904.0,20.8
9,AAPL,C,2024-06-11,2024-06-21,160.0,34.19,1.0,207.49,47.49,1330.0,38.9
9,AAPL,C,2024-06-11,2024-06-21,165.0,28.94,1.0,207.49,42.49,1355.0,46.8
9,AAPL,C,2024-06-11,2024-06-21,167.5,33.65,1.0,207.49,39.99,634.0,18.8
9,AAPL,C,2024-06-11,2024-06-21,170.0,24.24,0.9999,207.49,37.49,1325.0,54.7
9,AAPL,C,2024-06-11,2024-06-21,172.5,25.3,0.9996,207.49,34.99,969.0,38.3
9,AAPL,C,2024-06-11,2024-06-21,175.0,19.19,0.999,207.49,32.49,1330.0,69.3
9,AAPL,C,2024-06-11,2024-06-21,177.5,22.62,0.9977,207.49,29.99,737.0,32.6
9,AAPL,C,2024-06-11,2024-06-21,180.0,14.05,0.995,207.49,27.49,1344.0,95.7
9,AAPL,C,2024-06-11,2024-06-21,182.5,11.8,0.9901,207.49,24.99,1319.0,111.8
9,AAPL,C,2024-06-11,2024-06-21,185.0,9.79,0.9815,207.49,22.49,1270.0,129.7
9,AAPL,C,2024-06-11,2024-06-21,187.5,7.5,0.968,207.49,19.99,1249.0,166.5
9,AAPL,C,2024-06-11,2024-06-21,190.0,5.4,0.9482,207.49,17.49,1209.0,223.9
9,AAPL,C,2024-06-11,2024-06-21,192.5,3.63,0.921,207.49,14.99,1136.0,312.9
9,AAPL,C,2024-06-11,2024-06-21,195.0,2.41,0.8862,207.49,12.49,1008.0,418.3
9,AAPL,C,2024-06-11,2024-06-21,197.5,1.43,0.8419,207.49,9.99,856.0,598.6
9,AAPL,C,2024-06-11,2024-06-21,200.0,0.85,0.7819,207.49,7.49,664.0,781.2
9,AAPL,C,2024-06-11,2024-06-21,202.5,0.47,0.6958,207.49,4.99,452.0,961.7
9,AAPL,C,2024-06-11,2024-06-21,205.0,0.26,0.5802,207.49,2.49,223.0,857.7
9,AAPL,C,2024-06-11,2024-06-21,207.5,0.15,0.4552,207.49,0.0,-15.0,-100.0
9,AAPL,C,2024-06-11,2024-06-21,210.0,0.11,0.3474,207.49,0.0,-11.0,-100.0
9,AAPL,C,2024-06-11,2024-06-21,212.5,0.09,0.2635,207.49,0.0,-9.0,-100.0
9,AAPL,C,2024-06-11,2024-06-21,215.0,0.06,0.1981,207.49,0.0,-6.0,-100.0
9,AAPL,C,2024-06-11,2024-06-21,217.5,0.05,0.1454,207.49,0.0,-5.0,-100.0
9,AAPL,C,2024-06-11,2024-06-21,220.0,0.05,0.1033,207.49,0.0,-5.0,-100.0
9,AAPL,C,2024-06-11,2024-06-21,225.0,0.03,0.0468,207.49,0.0,-3.0,-100.0
9,AAPL,C,2024-06-11,2024-06-21,230.0,0.04,0.0187,207.49,0.0,-4.0,-100.0
9,AAPL,C,2024-06-11,2024-06-21,235.0,0.02,0.0067,207.49,0.0,-2.0,-100.0
9,AAPL,C,2024-06-11,2024-06-21,240.0,0.04,0.0023,207.49,0.0,-4.0,-100.0
9,AAPL,C,2024-06-11,2024-06-21,245.0,0.01,0.0007,207.49,0.0,-1.0,-100.0
9,AAPL,C,2024-06-11,2024-06-21,250.0,0.01,0.0002,207.49,0.0,-1.0,-100.0
9,AAPL,C,2024-06-11,2024-06-21,255.0,0.01,0.0,207.49,0.0,-1.0,-100.0
9,AAPL,C,2024-06-11,2024-06-21,260.0,0.01,0.0,207.49,0.0,-1.0,-100.0
9,AAPL,C,2024-06-11,2024-06-21,265.0,0.01,0.0,207.49,0.0,-1.0,-100.0
9,AAPL,C,2024-06-11,2024-06-21,270.0,0.01,0.0,207.49,0.0,-1.0,-100.0
9,AAPL,C,2024-06-11,2024-06-21,275.0,0.01,0.0,207.49,0.0,-1.0,-100.0
9,AAPL,C,2024-06-11,2024-06-21,280.0,0.01,0.0,207.49,0.0,-1.0,-100.0
9,AAPL,C,2024-06-11,2024-06-21,300.0,0.01,0.0,207.49,0.0,-1.0,-100.0
9,AAPL,C,2024-06-11,2024-06-21,320.0,0.01,0.0,207.49,0.0,-1.0,-100.0
10,BRKB,C,2024-07-11,2024-08-16,375.0,42.25,0.9591,444.04,69.04,2679.0,63.4
10,BRKB,C,2024-07-11,2024-08-16,390.0,28.08,0.8898,444.04,54.04,2596.0,92.5
10,BRKB,C,2024-07-11,2024-08-16,395.0,24.5,0.8548,444.04,49.04,2454.0,100.2
10,BRKB,C,2024-07-11,2024-08-16,400.0,18.0,0.8122,444.04,44.04,2604.0,144.7
10,BRKB,C,2024-07-11,2024-08-16,405.0,14.55,0.7593,444.04,39.04,2449.0,168.3
10,BRKB,C,2024-07-11,2024-08-16,410.0,11.0,0.6916,444.04,34.04,2304.0,209.5
10,BRKB,C,2024-07-11,2024-08-16,415.0,7.25,0.6034,444.04,29.04,2179.0,300.6
10,BRKB,C,2024-07-11,2024-08-16,420.0,5.1,0.494,444.04,24.04,1894.0,371.4
10,BRKB,C,2024-07-11,2024-08-16,425.0,3.25,0.3758,444.04,19.04,1579.0,485.8
10,BRKB,C,2024-07-11,2024-08-16,430.0,2.28,0.2695,444.04,14.04,1176.0,515.8
10,BRKB,C,2024-07-11,2024-08-16,435.0,1.33,0.1881,444.04,9.04,771.0,579.7
10,BRKB,C,2024-07-11,2024-08-16,440.0,0.75,0.13,444.04,4.04,329.0,438.7
10,BRKB,C,2024-07-11,2024-08-16,445.0,0.57,0.0893,444.04,0.0,-57.0,-100.0
10,BRKB,C,2024-07-11,2024-08-16,450.0,0.34,0.0602,444.04,0.0,-34.0,-100.0
10,BRKB,C,2024-07-11,2024-08-16,495.0,0.01,0.0002,444.04,0.0,-1.0,-100.0
11,IWM,C,2024-07-11,2024-07-19,100.0,110.24,1.0,216.84,116.84,660.0,6.0
11,IWM,C,2024-07-11,2024-07-19,150.0,59.55,1.0,216.84,66.84,729.0,12.2
11,IWM,C,2024-07-11,2024-07-19,160.0,50.39,1.0,216.84,56.84,645.0,12.8
11,IWM,C,2024-07-11,2024-07-19,175.0,33.05,1.0,216.84,41.84,879.0,26.6
11,IWM,C,2024-07-11,2024-07-19,180.0,27.23,0.9998,216.84,36.84,961.0,35.3
11,IWM,C,2024-07-11,2024-07-19,182.0,29.28,0.9995,216.84,34.84,556.0,19.0
11,IWM,C,2024-07-11,2024-07-19,185.0,23.07,0.9982,216.84,31.84,877.0,38.0
11,IWM,C,2024-07-11,2024-07-19,190.0,18.14,0.9913,216.84,26.84,870.0,48.0
11,IWM,C,2024-07-11,2024-07-19,192.0,19.07,0.9861,216.84,24.84,577.0,30.3
11,IWM,C,2024-07-11,2024-07-19,193.0,17.98,0.9834,216.84,23.84,586.0,32.6
11,IWM,C,2024-07-11,2024-07-19,194.0,13.92,0.9782,216.84,22.84,892.0,64.1
11,IWM,C,2024-07-11,2024-07-19,195.0,13.21,0.9737,216.84,21.84,863.0,65.3
11,IWM,C,2024-07-11,2024-07-19,196.0,12.0,0.9679,216.84,20.84,884.0,73.7
11,IWM,C,2024-07-11,2024-07-19,197.0,12.68,0.9608,216.84,19.84,716.0,56.5
11,IWM,C,2024-07-11,2024-07-19,198.0,9.7,0.9535,216.84,18.84,914.0,94.2
11,IWM,C,2024-07-11,2024-07-19,199.0,9.3,0.9442,216.84,17.84,854.0,91.8
11,IWM,C,2024-07-11,2024-07-19,200.0,8.4,0.934,216.84,16.84,844.0,100.5
11,IWM,C,2024-07-11,2024-07-19,201.0,7.36,0.922,216.84,15.84,848.0,115.2
11,IWM,C,2024-07-11,2024-07-19,202.0,6.61,0.9074,216.84,14.84,823.0,124.5
11,IWM,C,2024-07-11,2024-07-19,203.0,5.16,0.8903,216.84,13.84,868.0,168.2
11,IWM,C,2024-07-11,2024-07-19,204.0,4.77,0.869,216.84,12.84,807.0,169.2
11,IWM,C,2024-07-11,2024-07-19,205.0,3.74,0.8418,216.84,11.84,810.0,216.6
11,IWM,C,2024-07-11,2024-07-19,206.0,3.36,0.8082,216.84,10.84,748.0,222.6
11,IWM,C,2024-07-11,2024-07-19,207.0,2.74,0.7664,216.84,9.84,710.0,259.1
11,IWM,C,2024-07-11,2024-07-19,208.0,2.12,0.7167,216.84,8.84,672.0,317.0
