number,ticker,cp,entry,exit,expiration,dte,hold_days,strike,open_entry,delta_entry,value_at_exit,exit_src,profit,return_pct
1,NVDA,C,2024-01-08,2024-01-19,2024-02-16,39,11,460.0,46.65,0.8718,137.58,tradier_close,9093.0,194.9
1,NVDA,C,2024-01-08,2024-01-19,2024-03-15,67,11,220.0,302.84,0.9999,360.6,tradier_close,5776.0,19.1
1,NVDA,C,2024-01-08,2024-01-19,2024-04-19,102,11,430.0,85.3,0.8481,174.17,tradier_close,8887.0,104.2
1,NVDA,C,2024-01-08,2024-01-19,2024-12-20,347,11,520.0,90.81,0.6269,144.75,tradier_close,5394.0,59.4
1,NVDA,C,2024-01-08,2024-01-19,2025-06-20,529,11,400.0,180.04,0.8137,247.55,tradier_close,6751.0,37.5
1,NVDA,C,2024-01-08,2024-01-19,2025-12-19,711,11,525.0,136.0,0.6669,187.52,tradier_close,5152.0,37.9
1,NVDA,C,2024-01-08,2024-01-19,2026-01-16,739,11,545.0,129.94,0.6466,182.03,athena_mid,5208.5,40.1
1,NVDA,C,2024-01-08,2024-01-19,2024-01-19,11,11,537.5,1.11,0.2959,54.54,tradier_close,5343.0,4813.5
1,NVDA,C,2024-01-08,2024-01-19,2024-02-02,25,11,505.0,14.0,0.6613,87.3,tradier_close,7330.0,523.6
1,NVDA,C,2024-01-08,2024-01-19,2024-02-16,39,11,430.0,74.14,0.9521,167.0,tradier_close,9286.0,125.2
1,NVDA,C,2024-01-08,2024-01-19,2024-02-16,39,11,445.0,58.27,0.9187,150.0,tradier_close,9173.0,157.4
1,NVDA,C,2024-01-08,2024-01-19,2024-06-21,165,11,5.0,508.23,0.9999,585.67,tradier_close,7744.0,15.2
1,NVDA,C,2024-01-08,2024-01-19,2024-06-21,165,11,155.0,364.48,0.9997,425.0,tradier_close,6052.0,16.6
1,NVDA,C,2024-01-08,2024-01-19,2024-06-21,165,11,560.0,37.45,0.4808,87.71,tradier_close,5026.0,134.2
1,NVDA,C,2024-01-08,2024-01-19,2024-09-20,256,11,960.0,3.45,0.0581,9.42,tradier_close,597.0,173.0
1,NVDA,C,2024-01-08,2024-01-19,2025-06-20,529,11,30.0,482.92,0.9996,565.88,athena_mid,8295.5,17.2
1,NVDA,C,2024-01-08,2024-01-19,2025-12-19,711,11,270.0,278.11,0.9258,357.18,athena_mid,7906.5,28.4
1,NVDA,C,2024-01-08,2024-01-19,2025-12-19,711,11,285.0,270.0,0.9151,334.16,tradier_close,6416.0,23.8
1,NVDA,C,2024-01-08,2024-01-19,2026-12-18,1075,11,790.0,90.45,0.4765,129.18,athena_mid,3872.5,42.8
1,NVDA,C,2024-01-08,2024-01-19,2024-02-09,32,11,485.0,29.17,0.7791,110.16,tradier_close,8099.0,277.6
1,NVDA,C,2024-01-08,2024-01-19,2024-02-09,32,11,500.0,18.76,0.6875,97.13,tradier_close,7837.0,417.8
1,NVDA,C,2024-01-08,2024-01-19,2024-03-15,67,11,630.0,4.6,0.1581,25.8,tradier_close,2120.0,460.9
1,NVDA,C,2024-01-08,2024-01-19,2024-05-17,130,11,745.0,2.34,0.0794,12.45,tradier_close,1011.0,432.1
1,NVDA,C,2024-01-08,2024-01-19,2024-12-20,347,11,650.0,39.97,0.4018,82.75,tradier_close,4278.0,107.0
1,NVDA,C,2024-01-08,2024-01-19,2025-06-20,529,11,575.0,93.41,0.576,142.0,tradier_close,4859.0,52.0
1,NVDA,C,2024-01-08,2024-01-19,2025-12-19,711,11,480.0,152.25,0.7197,211.75,tradier_close,5950.0,39.1
1,NVDA,C,2024-01-08,2024-01-19,2024-01-19,11,11,462.5,49.45,0.9656,126.15,tradier_close,7670.0,155.1
1,NVDA,C,2024-01-08,2024-01-19,2024-01-19,11,11,570.0,0.2,0.079,25.1,tradier_close,2490.0,12450.0
1,NVDA,C,2024-01-08,2024-01-19,2024-01-26,18,11,510.0,8.75,0.6352,85.32,tradier_close,7657.0,875.1
1,NVDA,C,2024-01-08,2024-01-19,2024-02-09,32,11,425.0,91.95,0.954,169.65,athena_mid,7770.0,84.5
1,NVDA,C,2024-01-08,2024-01-19,2024-02-16,39,11,270.0,251.5,1.0,322.74,tradier_close,7124.0,28.3
1,NVDA,C,2024-01-08,2024-01-19,2024-04-19,102,11,530.0,32.61,0.5332,90.0,tradier_close,5739.0,176.0
1,NVDA,C,2024-01-08,2024-01-19,2024-04-19,102,11,560.0,20.0,0.4247,70.45,tradier_close,5045.0,252.2
1,NVDA,C,2024-01-08,2024-01-19,2024-04-19,102,11,620.0,10.55,0.2436,39.6,tradier_close,2905.0,275.4
1,NVDA,C,2024-01-08,2024-01-19,2024-05-17,130,11,685.0,8.21,0.1533,25.1,tradier_close,1689.0,205.7
1,NVDA,C,2024-01-08,2024-01-19,2024-06-21,165,11,370.0,158.05,0.9095,236.45,tradier_close,7840.0,49.6
1,NVDA,C,2024-01-08,2024-01-19,2024-09-20,256,11,570.0,57.17,0.5032,98.1,tradier_close,4093.0,71.6
1,NVDA,C,2024-01-08,2024-01-19,2024-12-20,347,11,50.0,467.38,0.9997,541.76,tradier_close,7438.0,15.9
1,NVDA,C,2024-01-08,2024-01-19,2025-06-20,529,11,450.0,146.63,0.7495,212.3,tradier_close,6567.0,44.8
1,NVDA,C,2024-01-08,2024-01-19,2025-12-19,711,11,360.0,214.0,0.8505,287.0,tradier_close,7300.0,34.1
1,NVDA,C,2024-01-08,2024-01-19,2025-12-19,711,11,510.0,129.93,0.6845,189.22,tradier_close,5929.0,45.6
1,NVDA,C,2024-01-08,2024-01-19,2024-02-09,32,11,700.0,0.02,0.0053,1.3,tradier_close,128.0,6400.0
1,NVDA,C,2024-01-08,2024-01-19,2024-02-16,39,11,535.0,8.78,0.4426,65.25,tradier_close,5647.0,643.2
1,NVDA,C,2024-01-08,2024-01-19,2024-02-23,46,11,580.0,8.97,0.2643,41.45,tradier_close,3248.0,362.1
1,NVDA,C,2024-01-08,2024-01-19,2024-04-19,102,11,350.0,153.43,0.9586,238.42,tradier_close,8499.0,55.4
1,NVDA,C,2024-01-08,2024-01-19,2024-04-19,102,11,705.0,3.05,0.0934,15.2,tradier_close,1215.0,398.4
1,NVDA,C,2024-01-08,2024-01-19,2024-05-17,130,11,565.0,30.2,0.437,73.57,tradier_close,4337.0,143.6
1,NVDA,C,2024-01-08,2024-01-19,2025-01-17,375,11,345.0,202.51,0.8899,275.1,athena_mid,7259.0,35.8
1,NVDA,C,2024-01-08,2024-01-19,2025-12-19,711,11,515.0,137.85,0.6786,185.93,tradier_close,4808.0,34.9
1,NVDA,C,2024-01-08,2024-01-19,2026-01-16,739,11,640.0,97.25,0.5394,138.04,tradier_close,4079.0,41.9
1,NVDA,C,2024-01-08,2024-01-19,2026-06-18,892,11,770.0,76.9,0.4482,115.55,athena_mid,3865.0,50.3
1,NVDA,C,2024-01-08,2024-01-19,2026-12-18,1075,11,880.0,74.64,0.4143,100.0,tradier_close,2536.0,34.0
1,NVDA,C,2024-01-08,2024-01-19,2024-01-19,11,11,505.0,7.3,0.7188,90.55,tradier_close,8325.0,1140.4
1,NVDA,C,2024-01-08,2024-01-19,2024-01-26,18,11,450.0,59.0,0.953,141.57,tradier_close,8257.0,139.9
1,NVDA,C,2024-01-08,2024-01-19,2024-02-16,39,11,625.0,1.2,0.0645,12.9,tradier_close,1170.0,975.0
1,NVDA,C,2024-01-08,2024-01-19,2024-02-23,46,11,525.0,20.0,0.523,79.01,tradier_close,5901.0,295.1
1,NVDA,C,2024-01-08,2024-01-19,2024-03-15,67,11,310.0,202.5,0.9909,281.06,tradier_close,7856.0,38.8
1,NVDA,C,2024-01-08,2024-01-19,2024-06-21,165,11,770.0,5.0,0.1012,16.35,tradier_close,1135.0,227.0
1,NVDA,C,2024-01-08,2024-01-19,2025-01-17,375,11,300.0,226.0,0.9305,313.6,tradier_close,8760.0,38.8
1,NVDA,C,2024-01-08,2024-01-19,2025-06-20,529,11,515.0,114.88,0.6597,171.39,tradier_close,5651.0,49.2
1,NVDA,C,2024-01-08,2024-01-19,2026-01-16,739,11,550.0,124.0,0.6408,177.47,tradier_close,5347.0,43.1
1,NVDA,C,2024-01-08,2024-01-19,2026-01-16,739,11,580.0,115.15,0.6064,164.5,tradier_close,4935.0,42.9
1,NVDA,C,2024-01-08,2024-01-19,2026-12-18,1075,11,970.0,55.0,0.3593,86.7,tradier_close,3170.0,57.6
1,NVDA,C,2024-01-08,2024-01-19,2024-01-19,11,11,265.0,230.4,1.0,325.42,tradier_close,9502.0,41.2
1,NVDA,C,2024-01-08,2024-01-19,2024-01-19,11,11,487.5,16.08,0.8798,105.05,tradier_close,8897.0,553.3
1,NVDA,C,2024-01-08,2024-01-19,2024-02-09,32,11,610.0,0.82,0.0816,14.6,tradier_close,1378.0,1680.5
1,NVDA,C,2024-01-08,2024-01-19,2024-02-23,46,11,455.0,67.02,0.8329,138.5,tradier_close,7148.0,106.7
1,NVDA,C,2024-01-08,2024-01-19,2024-02-23,46,11,500.0,28.95,0.6522,101.01,tradier_close,7206.0,248.9
1,NVDA,C,2024-01-08,2024-01-19,2024-02-23,46,11,670.0,1.7,0.0615,9.89,tradier_close,819.0,481.8
1,NVDA,C,2024-01-08,2024-01-19,2024-02-23,46,11,760.0,0.3,0.0108,1.89,tradier_close,159.0,530.0
1,NVDA,C,2024-01-08,2024-01-19,2024-03-15,67,11,635.0,3.29,0.1466,24.2,tradier_close,2091.0,635.6
1,NVDA,C,2024-01-08,2024-01-19,2024-04-19,102,11,305.0,214.43,0.9851,290.49,tradier_close,7606.0,35.5
1,NVDA,C,2024-01-08,2024-01-19,2024-05-17,130,11,400.0,128.0,0.8902,200.1,tradier_close,7210.0,56.3
1,NVDA,C,2024-01-08,2024-01-19,2024-06-21,165,11,310.0,213.39,0.9624,291.4,athena_mid,7801.0,36.6
1,NVDA,C,2024-01-08,2024-01-19,2024-12-20,347,11,770.0,23.45,0.2438,43.7,tradier_close,2025.0,86.4
1,NVDA,C,2024-01-08,2024-01-19,2025-12-19,711,11,245.0,300.57,0.942,377.23,athena_mid,7665.5,25.5
1,NVDA,C,2024-01-08,2024-01-19,2026-12-18,1075,11,580.0,143.31,0.6502,197.2,tradier_close,5389.0,37.6
1,NVDA,C,2024-01-08,2024-01-19,2024-01-26,18,11,740.0,0.04,0.0001,0.08,tradier_close,4.0,100.0
1,NVDA,C,2024-01-08,2024-01-19,2024-02-16,39,11,450.0,55.68,0.9047,145.75,tradier_close,9007.0,161.8
1,NVDA,C,2024-01-08,2024-01-19,2024-02-23,46,11,565.0,7.85,0.3252,50.04,tradier_close,4219.0,537.5
1,NVDA,C,2024-01-08,2024-01-19,2024-03-15,67,11,645.0,2.7,0.1266,21.07,tradier_close,1837.0,680.4
1,NVDA,C,2024-01-08,2024-01-19,2024-04-19,102,11,580.0,16.0,0.3579,58.8,tradier_close,4280.0,267.5
1,NVDA,C,2024-01-08,2024-01-19,2024-05-17,130,11,420.0,113.3,0.856,182.28,tradier_close,6898.0,60.9
1,NVDA,C,2024-01-08,2024-01-19,2024-06-21,165,11,795.0,4.11,0.0818,13.4,tradier_close,929.0,226.0
1,NVDA,C,2024-01-08,2024-01-19,2024-07-19,193,11,635.0,24.22,0.3225,55.55,tradier_close,3133.0,129.4
1,NVDA,C,2024-01-08,2024-01-19,2024-12-20,347,11,550.0,72.0,0.573,127.48,tradier_close,5548.0,77.1
1,NVDA,C,2024-01-08,2024-01-19,2025-12-19,711,11,675.0,82.95,0.4977,125.1,tradier_close,4215.0,50.8
1,NVDA,C,2024-01-08,2024-01-19,2026-12-18,1075,11,310.0,267.25,0.886,344.02,athena_mid,7677.5,28.7
1,NVDA,C,2024-01-08,2024-01-19,2026-12-18,1075,11,370.0,238.98,0.8383,305.75,athena_mid,6677.0,27.9
1,NVDA,C,2024-01-08,2024-01-19,2026-12-18,1075,11,460.0,194.55,0.7591,255.18,athena_mid,6062.5,31.2
1,NVDA,C,2024-01-08,2024-01-19,2024-01-19,11,11,485.0,17.66,0.8941,110.0,tradier_close,9234.0,522.9
1,NVDA,C,2024-01-08,2024-01-19,2024-01-19,11,11,557.5,0.57,0.1287,37.5,tradier_close,3693.0,6478.9
1,NVDA,C,2024-01-08,2024-01-19,2024-02-16,39,11,475.0,35.45,0.81,121.17,tradier_close,8572.0,241.8
1,NVDA,C,2024-01-08,2024-01-19,2024-02-16,39,11,630.0,0.74,0.0562,11.45,tradier_close,1071.0,1447.3
1,NVDA,C,2024-01-08,2024-01-19,2024-03-15,67,11,375.0,145.58,0.9553,220.0,tradier_close,7442.0,51.1
1,NVDA,C,2024-01-08,2024-01-19,2024-03-15,67,11,610.0,5.65,0.2095,33.57,tradier_close,2792.0,494.2
1,NVDA,C,2024-01-08,2024-01-19,2024-05-17,130,11,780.0,2.47,0.053,9.18,tradier_close,671.0,271.7
1,NVDA,C,2024-01-08,2024-01-19,2024-07-19,193,11,585.0,38.34,0.4326,77.97,tradier_close,3963.0,103.4
1,NVDA,C,2024-01-08,2024-01-19,2026-01-16,739,11,375.0,215.8,0.8349,280.85,athena_mid,6505.0,30.1
1,NVDA,C,2024-01-08,2024-01-19,2026-01-16,739,11,680.0,84.96,0.4965,125.2,tradier_close,4024.0,47.4
1,NVDA,C,2024-01-08,2024-01-19,2026-12-18,1075,11,180.0,363.37,0.962,440.06,tradier_close,7669.0,21.1
1,NVDA,C,2024-01-08,2024-01-19,2024-01-19,11,11,540.0,0.98,0.268,55.3,tradier_close,5432.0,5542.9
1,NVDA,C,2024-01-08,2024-01-19,2024-05-17,130,11,725.0,4.15,0.0995,16.77,athena_mid,1262.5,304.2
1,NVDA,C,2024-01-08,2024-01-19,2024-07-19,193,11,280.0,242.37,0.9748,321.1,athena_mid,7873.0,32.5
1,NVDA,C,2024-01-08,2024-01-19,2024-12-20,347,11,585.0,64.71,0.5104,109.78,tradier_close,4507.0,69.6
1,NVDA,C,2024-01-08,2024-01-19,2025-06-20,529,11,340.0,219.65,0.8799,290.7,athena_mid,7105.0,32.3
1,NVDA,C,2024-01-08,2024-01-19,2025-12-19,711,11,490.0,148.09,0.708,209.1,tradier_close,6101.0,41.2
1,NVDA,C,2024-01-08,2024-01-19,2026-01-16,739,11,610.0,103.6,0.5725,142.91,tradier_close,3931.0,37.9
1,NVDA,C,2024-01-08,2024-01-19,2026-06-18,892,11,530.0,149.46,0.6796,206.35,tradier_close,5689.0,38.1
1,NVDA,C,2024-01-08,2024-01-19,2026-06-18,892,11,640.0,112.64,0.5684,157.9,athena_mid,4526.0,40.2
1,NVDA,C,2024-01-08,2024-01-19,2024-01-19,11,11,305.0,206.01,1.0,285.86,tradier_close,7985.0,38.8
1,NVDA,C,2024-01-08,2024-01-19,2024-02-02,25,11,140.0,375.72,1.0,453.43,athena_mid,7770.5,20.7
1,NVDA,C,2024-01-08,2024-01-19,2024-02-09,32,11,515.0,12.35,0.5779,79.1,tradier_close,6675.0,540.5
1,NVDA,C,2024-01-08,2024-01-19,2024-02-09,32,11,530.0,8.0,0.4633,67.6,tradier_close,5960.0,745.0
1,NVDA,C,2024-01-08,2024-01-19,2024-02-16,39,11,455.0,50.18,0.8891,141.0,tradier_close,9082.0,181.0
1,NVDA,C,2024-01-08,2024-01-19,2024-04-19,102,11,505.0,43.32,0.6255,105.63,tradier_close,6231.0,143.8
1,NVDA,C,2024-01-08,2024-01-19,2024-04-19,102,11,730.0,2.71,0.0691,10.76,tradier_close,805.0,297.0
1,NVDA,C,2024-01-08,2024-01-19,2024-04-19,102,11,745.0,2.36,0.0576,9.55,tradier_close,719.0,304.7
1,NVDA,C,2024-01-08,2024-01-19,2024-06-21,165,11,540.0,46.6,0.5347,97.3,tradier_close,5070.0,108.8
1,NVDA,C,2024-01-08,2024-01-19,2024-06-21,165,11,830.0,2.93,0.0608,9.95,tradier_close,702.0,239.6
1,NVDA,C,2024-01-08,2024-01-19,2025-01-17,375,11,445.0,123.0,0.7569,197.28,athena_mid,7427.5,60.4
1,NVDA,C,2024-01-08,2024-01-19,2025-01-17,375,11,565.0,76.0,0.5537,122.55,tradier_close,4655.0,61.2
1,NVDA,C,2024-01-08,2024-01-19,2026-06-18,892,11,670.0,102.55,0.539,146.95,athena_mid,4440.0,43.3
1,NVDA,C,2024-01-08,2024-01-19,2024-02-02,25,11,515.0,10.5,0.5779,79.76,tradier_close,6926.0,659.6
1,NVDA,C,2024-01-08,2024-01-19,2024-02-09,32,11,460.0,48.0,0.8819,134.93,athena_mid,8692.5,181.1
1,NVDA,C,2024-01-08,2024-01-19,2024-02-09,32,11,475.0,35.0,0.8273,120.0,tradier_close,8500.0,242.9
1,NVDA,C,2024-01-08,2024-01-19,2024-02-16,39,11,575.0,3.35,0.2142,36.05,tradier_close,3270.0,976.1
1,NVDA,C,2024-01-08,2024-01-19,2024-02-23,46,11,400.0,108.29,0.9464,178.84,tradier_close,7055.0,65.1
1,NVDA,C,2024-01-08,2024-01-19,2024-02-23,46,11,490.0,33.4,0.6998,110.91,tradier_close,7751.0,232.1
1,NVDA,C,2024-01-08,2024-01-19,2024-06-21,165,11,580.0,33.78,0.4287,76.6,tradier_close,4282.0,126.8
1,NVDA,C,2024-01-08,2024-01-19,2024-07-19,193,11,495.0,73.45,0.6593,123.75,tradier_close,5030.0,68.5
1,NVDA,C,2024-01-08,2024-01-19,2025-06-20,529,11,250.0,287.7,0.95,363.0,tradier_close,7530.0,26.2
1,NVDA,C,2024-01-08,2024-01-19,2025-06-20,529,11,650.0,62.25,0.4769,109.85,tradier_close,4760.0,76.5
1,NVDA,C,2024-01-08,2024-01-19,2025-12-19,711,11,560.0,120.4,0.6259,171.37,tradier_close,5097.0,42.3
1,NVDA,C,2024-01-08,2024-01-19,2026-01-16,739,11,430.0,175.9,0.7774,244.93,athena_mid,6902.5,39.2
1,NVDA,C,2024-01-08,2024-01-19,2026-01-16,739,11,540.0,131.4,0.6524,181.0,tradier_close,4960.0,37.7
1,NVDA,C,2024-01-08,2024-01-19,2024-01-19,11,11,550.0,0.51,0.1764,44.84,tradier_close,4433.0,8692.2
1,NVDA,C,2024-01-08,2024-01-19,2024-01-26,18,11,500.0,12.78,0.7275,95.0,tradier_close,8222.0,643.3
1,NVDA,C,2024-01-08,2024-01-19,2024-02-02,25,11,670.0,0.22,0.0107,1.68,tradier_close,146.0,663.6
1,NVDA,C,2024-01-08,2024-01-19,2024-02-16,39,11,545.0,6.55,0.3776,58.3,tradier_close,5175.0,790.1
1,NVDA,C,2024-01-08,2024-01-19,2024-02-16,39,11,725.0,0.17,0.0024,1.14,tradier_close,97.0,570.6
1,NVDA,C,2024-01-08,2024-01-19,2024-04-19,102,11,465.0,72.0,0.7592,131.55,tradier_close,5955.0,82.7
1,NVDA,C,2024-01-08,2024-01-19,2024-04-19,102,11,635.0,9.35,0.2081,33.87,tradier_close,2452.0,262.2
1,NVDA,C,2024-01-08,2024-01-19,2024-05-17,130,11,665.0,7.23,0.1878,29.55,tradier_close,2232.0,308.7
1,NVDA,C,2024-01-08,2024-01-19,2024-06-21,165,11,195.0,322.44,0.9984,402.62,athena_mid,8018.5,24.9
1,NVDA,C,2024-01-08,2024-01-19,2024-06-21,165,11,820.0,3.25,0.0662,11.3,tradier_close,805.0,247.7
1,NVDA,C,2024-01-08,2024-01-19,2024-07-19,193,11,405.0,138.35,0.8503,198.05,tradier_close,5970.0,43.2
1,NVDA,C,2024-01-08,2024-01-19,2024-09-20,256,11,520.0,67.6,0.6103,128.5,tradier_close,6090.0,90.1
1,NVDA,C,2024-01-08,2024-01-19,2025-01-17,375,11,620.0,50.79,0.4635,98.25,tradier_close,4746.0,93.4
1,NVDA,C,2024-01-08,2024-01-19,2026-01-16,739,11,230.0,317.22,0.9496,390.55,athena_mid,7333.0,23.1
1,NVDA,C,2024-01-08,2024-01-19,2026-01-16,739,11,720.0,72.86,0.4557,111.86,tradier_close,3900.0,53.5
1,NVDA,C,2024-01-08,2024-01-19,2026-01-16,739,11,750.0,64.65,0.4265,104.09,tradier_close,3944.0,61.0
1,NVDA,C,2024-01-08,2024-01-19,2026-12-18,1075,11,400.0,221.2,0.8125,278.0,tradier_close,5680.0,25.7
1,NVDA,C,2024-01-08,2024-01-19,2024-01-19,11,11,85.0,432.15,1.0,508.07,athena_mid,7592.5,17.6
1,NVDA,C,2024-01-08,2024-01-19,2024-01-19,11,11,195.0,313.71,1.0,394.95,tradier_close,8124.0,25.9
1,NVDA,C,2024-01-08,2024-01-19,2024-01-26,18,11,425.0,94.36,0.9843,166.27,tradier_close,7191.0,76.2
1,NVDA,C,2024-01-08,2024-01-19,2024-02-09,32,11,600.0,0.99,0.1061,19.1,tradier_close,1811.0,1829.3
1,NVDA,C,2024-01-08,2024-01-19,2024-03-15,67,11,525.0,23.0,0.5356,85.6,tradier_close,6260.0,272.2
1,NVDA,C,2024-01-08,2024-01-19,2024-04-19,102,11,605.0,10.3,0.2833,46.18,tradier_close,3588.0,348.3
1,NVDA,C,2024-01-08,2024-01-19,2024-05-17,130,11,495.0,57.43,0.6597,119.39,tradier_close,6196.0,107.9
1,NVDA,C,2024-01-08,2024-01-19,2024-05-17,130,11,670.0,9.42,0.1788,28.85,tradier_close,1943.0,206.3
1,NVDA,C,2024-01-08,2024-01-19,2024-12-20,347,11,515.0,92.75,0.6359,147.82,tradier_close,5507.0,59.4
1,NVDA,C,2024-01-08,2024-01-19,2025-01-17,375,11,105.0,403.0,0.9992,493.75,athena_mid,9075.0,22.5
1,NVDA,C,2024-01-08,2024-01-19,2025-12-19,711,11,585.0,107.4,0.5969,159.97,tradier_close,5257.0,48.9
1,NVDA,C,2024-01-08,2024-01-19,2024-01-19,11,11,315.0,199.5,1.0,278.15,tradier_close,7865.0,39.4
1,NVDA,C,2024-01-08,2024-01-19,2024-01-19,11,11,360.0,149.5,1.0,234.66,tradier_close,8516.0,57.0
1,NVDA,C,2024-01-08,2024-01-19,2024-01-19,11,11,465.0,33.15,0.9612,126.35,tradier_close,9320.0,281.1
1,NVDA,C,2024-01-08,2024-01-19,2024-02-16,39,11,515.0,14.75,0.5779,83.85,tradier_close,6910.0,468.5
1,NVDA,C,2024-01-08,2024-01-19,2024-02-16,39,11,580.0,2.45,0.1927,33.09,tradier_close,3064.0,1250.6
1,NVDA,C,2024-01-08,2024-01-19,2024-02-16,39,11,605.0,1.13,0.1083,20.05,tradier_close,1892.0,1674.3
1,NVDA,C,2024-01-08,2024-01-19,2024-02-16,39,11,850.0,0.03,0.0,0.1,tradier_close,7.0,233.3
1,NVDA,C,2024-01-08,2024-01-19,2024-02-16,39,11,940.0,0.01,0.0,0.02,athena_mid,1.0,100.0
1,NVDA,C,2024-01-08,2024-01-19,2024-02-23,46,11,780.0,0.24,0.0071,1.33,tradier_close,109.0,454.2
1,NVDA,C,2024-01-08,2024-01-19,2024-05-17,130,11,635.0,13.2,0.2498,39.04,tradier_close,2584.0,195.8
1,NVDA,C,2024-01-08,2024-01-19,2024-05-17,130,11,765.0,2.85,0.0633,11.18,athena_mid,832.5,292.1
1,NVDA,C,2024-01-08,2024-01-19,2025-01-17,375,11,395.0,167.0,0.8304,228.3,tradier_close,6130.0,36.7
1,NVDA,C,2024-01-08,2024-01-19,2025-01-17,375,11,505.0,94.43,0.657,155.27,tradier_close,6084.0,64.4
1,NVDA,C,2024-01-08,2024-01-19,2024-01-26,18,11,497.5,16.37,0.7479,93.64,tradier_close,7727.0,472.0
1,NVDA,C,2024-01-08,2024-01-19,2024-02-16,39,11,500.0,21.31,0.6747,98.5,tradier_close,7719.0,362.2
1,NVDA,C,2024-01-08,2024-01-19,2024-02-23,46,11,680.0,1.33,0.0515,8.29,tradier_close,696.0,523.3
1,NVDA,C,2024-01-08,2024-01-19,2024-03-15,67,11,520.0,25.59,0.5578,88.15,tradier_close,6256.0,244.5
1,NVDA,C,2024-01-08,2024-01-19,2024-03-15,67,11,575.0,10.72,0.3262,51.32,tradier_close,4060.0,378.7
1,NVDA,C,2024-01-08,2024-01-19,2024-04-19,102,11,600.0,10.9,0.2972,48.62,tradier_close,3772.0,346.1
1,NVDA,C,2024-01-08,2024-01-19,2025-01-17,375,11,490.0,100.1,0.6827,165.52,tradier_close,6542.0,65.4
1,NVDA,C,2024-01-08,2024-01-19,2025-06-20,529,11,675.0,58.3,0.4459,92.6,tradier_close,3430.0,58.8
1,NVDA,C,2024-01-08,2024-01-19,2025-12-19,711,11,230.0,312.56,0.9506,387.12,tradier_close,7456.0,23.9
1,NVDA,C,2024-01-08,2024-01-19,2026-12-18,1075,11,750.0,97.18,0.507,139.32,athena_mid,4214.5,43.4
1,NVDA,C,2024-01-08,2024-01-19,2024-01-19,11,11,200.0,312.0,1.0,395.0,tradier_close,8300.0,26.6
1,NVDA,C,2024-01-08,2024-01-19,2024-01-19,11,11,350.0,149.5,1.0,243.08,tradier_close,9358.0,62.6
1,NVDA,C,2024-01-08,2024-01-19,2024-01-19,11,11,447.5,70.8,0.9849,145.53,athena_mid,7472.5,105.5
1,NVDA,C,2024-01-08,2024-01-19,2024-01-26,18,11,530.0,3.83,0.4209,65.52,tradier_close,6169.0,1610.7
1,NVDA,C,2024-01-08,2024-01-19,2024-02-16,39,11,705.0,0.23,0.0051,1.8,tradier_close,157.0,682.6
1,NVDA,C,2024-01-08,2024-01-19,2024-02-23,46,11,820.0,0.19,0.0027,0.72,tradier_close,53.0,278.9
1,NVDA,C,2024-01-08,2024-01-19,2024-03-15,67,11,5.0,509.55,0.9999,586.41,tradier_close,7686.0,15.1
1,NVDA,C,2024-01-08,2024-01-19,2024-04-19,102,11,780.0,1.35,0.0372,6.1,tradier_close,475.0,351.9
1,NVDA,C,2024-01-08,2024-01-19,2024-05-17,130,11,690.0,5.1,0.1456,23.2,tradier_close,1810.0,354.9
1,NVDA,C,2024-01-08,2024-01-19,2024-06-21,165,11,200.0,318.5,0.998,396.22,tradier_close,7772.0,24.4
1,NVDA,C,2024-01-08,2024-01-19,2024-06-21,165,11,235.0,284.4,0.9929,363.7,athena_mid,7930.0,27.9
1,NVDA,C,2024-01-08,2024-01-19,2024-06-21,165,11,740.0,5.6,0.1309,21.14,tradier_close,1554.0,277.5
1,NVDA,C,2024-01-08,2024-01-19,2025-01-17,375,11,380.0,164.11,0.8498,246.47,athena_mid,8236.5,50.2
1,NVDA,C,2024-01-08,2024-01-19,2025-01-17,375,11,470.0,117.15,0.7164,180.98,tradier_close,6383.0,54.5
1,NVDA,C,2024-01-08,2024-01-19,2025-12-19,711,11,790.0,55.1,0.386,90.15,athena_mid,3505.0,63.6
1,NVDA,C,2024-01-08,2024-01-19,2026-06-18,892,11,550.0,139.38,0.6591,193.82,tradier_close,5444.0,39.1
1,NVDA,C,2024-01-08,2024-01-19,2024-01-19,11,11,560.0,0.42,0.1166,35.15,tradier_close,3473.0,8269.0
1,NVDA,C,2024-01-08,2024-01-19,2024-01-19,11,11,630.0,0.07,0.0073,0.01,tradier_close,-6.0,-85.7
1,NVDA,C,2024-01-08,2024-01-19,2024-02-09,32,11,620.0,0.49,0.0625,11.35,tradier_close,1086.0,2216.3
1,NVDA,C,2024-01-08,2024-01-19,2024-02-16,39,11,540.0,7.66,0.4097,62.55,tradier_close,5489.0,716.6
1,NVDA,C,2024-01-08,2024-01-19,2024-02-16,39,11,720.0,0.19,0.0029,1.29,tradier_close,110.0,578.9
1,NVDA,C,2024-01-08,2024-01-19,2024-03-15,67,11,700.0,1.23,0.0563,9.55,tradier_close,832.0,676.4
1,NVDA,C,2024-01-08,2024-01-19,2024-04-19,102,11,655.0,7.35,0.1676,25.95,tradier_close,1860.0,253.1
1,NVDA,C,2024-01-08,2024-01-19,2024-05-17,130,11,275.0,245.14,0.9879,323.45,athena_mid,7831.0,31.9
