conid,symbol,underlying_symbol,asset_category,put_call,strike,expiry,entry_date,exit_date,entry_price,exit_price,first_side,n_fills,max_abs_qty,realized_pnl,still_open,same_day,held_days,alert_kind,setup_grade,day_state,side,alerted,planned
346218218,DELL,DELL,STK,,,,2026-08-17,2026-08-18,477.925,468.62,LONG,2,10.0,-95.1485,False,False,1,,F,OUT,long,False,False
346218218,DELL,DELL,STK,,,,2026-08-18,2026-08-18,465.525,459.82,LONG,2,10.0,-59.146699999999996,False,True,0,,F,OUT,long,False,False
346218218,DELL,DELL,STK,,,,2026-08-18,2026-08-19,470.39,457.2799999999999,LONG,2,10.0,-133.19619999999998,False,False,1,,F,OUT,long,False,False
346218218,DELL,DELL,STK,,,,2026-08-25,2026-08-25,452.5,447.88,LONG,2,10.0,-48.29429999999999,False,True,0,,F,SHORT,long,False,False
346218218,DELL,DELL,STK,,,,2026-09-02,2026-09-02,454.12,454.7,SHORT,2,5.0,-4.9478,False,True,0,FBO,F,LONG,short,True,False
346218218,DELL,DELL,STK,,,,2026-09-02,2026-09-02,453.525,460.1995,SHORT,2,5.0,-35.4202,False,True,0,FBO,F,LONG,short,True,False
346218218,DELL,DELL,STK,,,,2026-09-02,2026-09-02,460.245,457.4125,LONG,4,50.0,-145.10619999999994,False,True,0,FBO,F,LONG,short,True,False
346218218,DELL,DELL,STK,,,,2026-09-11,2026-09-14,535.5,545.2400799999999,LONG,4,10.0,94.28639999999999,False,False,3,,F,OUT,long,False,False
346218218,DELL,DELL,STK,,,,2026-09-15,2026-09-15,559.07,552.78,LONG,2,4.0,-27.2063,False,True,0,,F,OUT,long,False,False
346218218,DELL,DELL,STK,,,,2026-09-15,2026-09-15,545.275,548.4,LONG,3,20.0,60.270099999999985,False,True,0,,F,OUT,long,False,False
370757467,CRWD,CRWD,STK,,,,2026-08-31,2026-08-31,230.63213333333334,230.02259733333335,LONG,7,75.0,-48.0857,False,True,0,,F,OUT,long,False,False
370757467,CRWD,CRWD,STK,,,,2026-09-17,2026-09-17,247.315,246.65,LONG,2,75.0,-52.271100000000004,False,True,0,,F,OUT,long,False,False
382633646,NET,NET,STK,,,,2026-08-14,2026-08-14,325.2699999999999,323.245,LONG,2,30.0,-62.95580000000001,False,True,0,,F,OUT,long,False,False
382633646,NET,NET,STK,,,,2026-08-14,2026-08-14,321.225,319.91549999999995,LONG,7,50.0,-67.81449999999995,False,True,0,,F,OUT,long,False,False
382633646,NET,NET,STK,,,,2026-08-28,2026-08-28,303.8995,299.90250000000003,LONG,6,20.0,-82.06760000000003,False,True,0,,F,OUT,long,False,False
382633646,NET,NET,STK,,,,2026-08-31,2026-08-31,307.925,305.9,LONG,2,10.0,-22.314999999999984,False,True,0,,C,LONG,long,False,False
382633646,NET,NET,STK,,,,2026-09-01,2026-09-01,293.61,287.6495,SHORT,2,25.0,146.8563,False,True,0,,F,LONG,short,False,False
382633646,NET,NET,STK,,,,2026-09-09,2026-09-10,311.205,312.745,LONG,2,20.0,28.66719999999998,False,False,1,,B,FLAT,long,False,False
382846993,TXG,TXG,STK,,,,2026-08-27,2026-08-28,64.625,62.14,LONG,3,50.0,-126.3241,False,False,1,,F,OUT,long,False,False
382846993,TXG,TXG,STK,,,,2026-09-10,2026-09-10,66.37,66.24,LONG,2,30.0,-5.9469999999999885,False,True,0,UR,F,OUT,long,True,False
403666731,RVMD,RVMD,STK,,,,2026-09-08,2026-09-08,208.795,208.73,LONG,2,50.0,-5.474999999999994,False,True,0,UR,C,LONG,long,True,False
403666731,RVMD,RVMD,STK,,,,2026-09-09,2026-09-09,210.06,209.11000000000004,LONG,2,40.0,-40.18039999999999,False,True,0,,B,FLAT,long,False,False
403666731,RVMD,RVMD,STK,,,,2026-09-11,2026-09-11,204.58800000000002,203.795,LONG,6,40.0,-33.89590000000001,False,True,0,,C,LONG,long,False,False
418893644,USO,USO,STK,,,,2026-09-11,2026-09-11,152.54,153.255,SHORT,2,100.0,-73.8343,False,True,0,PARA,F,SHORT,short,True,False
418893644,USO,USO,STK,,,,2026-09-11,2026-09-11,153.19,154.72,SHORT,4,75.0,-117.0017,False,True,0,PARA,F,SHORT,short,True,False
444884769,SNOW,SNOW,STK,,,,2026-08-24,2026-08-24,327.22,323.47,LONG,2,25.0,-95.9216,False,True,0,,F,OUT,long,False,False
444884769,SNOW,SNOW,STK,,,,2026-08-28,2026-08-28,330.385,328.99,LONG,3,50.0,-72.09889999999999,False,True,0,,F,OUT,long,False,False
445419999,FROG,FROG,STK,,,,2026-08-27,2026-08-27,103.41,104.2,SHORT,3,100.0,-81.2332,False,True,0,,F,LONG,short,False,False
455415330,ONDS,ONDS,STK,,,,2026-08-27,2026-08-27,8.515,8.645,SHORT,3,300.0,-42.1129,False,True,0,,C,SHORT,short,False,False
455415330,ONDS,ONDS,STK,,,,2026-08-27,2026-08-27,8.645,8.745,SHORT,3,500.0,-55.18959999999999,False,True,0,,C,SHORT,short,False,False
455415330,ONDS,ONDS,STK,,,,2026-09-03,2026-09-03,7.765,7.63,SHORT,3,500.0,62.319599999999994,False,True,0,,C,SHORT,short,False,False
459530964,ABNB,ABNB,STK,,,,2026-08-18,2026-08-18,184.76,184.855,SHORT,2,50.0,-6.9504,False,True,0,,F,OUT,short,False,False
459530964,ABNB,ABNB,STK,,,,2026-08-20,2026-08-27,186.565,185.94,LONG,2,16.0,-12.064500000000002,False,False,7,,F,SHORT,long,False,False
459530964,ABNB,ABNB,STK,,,,2026-09-03,2026-09-03,186.63,184.91,LONG,2,40.0,-70.96039999999999,False,True,0,,C,LONG,long,False,False
470662751,BFLY,BFLY,STK,,,,2026-08-27,2026-08-27,9.0659,9.0785,SHORT,14,1000.0,-22.987900000000003,False,True,0,,F,LONG,short,False,False
483492393,MRVL,MRVL,STK,,,,2026-08-13,2026-08-13,228.56,227.43,LONG,2,15.0,-19.023300000000006,False,True,0,,B,LONG,long,False,False
483492393,MRVL,MRVL,STK,,,,2026-08-14,2026-08-14,219.305,218.8,LONG,2,25.0,-14.742700000000001,False,True,0,,B,LONG,long,False,False
483492393,MRVL,MRVL,STK,,,,2026-08-20,2026-08-21,249.69250000000002,246.475,LONG,3,20.0,-67.4556,False,False,1,,F,OUT,long,False,False
483492393,MRVL,MRVL,STK,,,,2026-08-21,2026-08-21,235.53,233.875,LONG,2,50.0,-85.00090000000002,False,True,0,,F,OUT,long,False,False
483492393,MRVL,MRVL,STK,,,,2026-08-21,2026-08-21,235.61,236.25,LONG,2,25.0,13.8734,False,True,0,,F,OUT,long,False,False
483492393,MRVL,MRVL,STK,,,,2026-08-21,2026-08-24,237.085,229.13,LONG,2,25.0,-200.99800000000005,False,False,3,,F,OUT,long,False,False
483492393,MRVL,MRVL,STK,,,,2026-08-25,2026-08-25,243.38,244.80983333333333,SHORT,4,50.0,-111.6286,False,True,0,,F,LONG,short,False,False
483492393,MRVL,MRVL,STK,,,,2026-08-26,2026-08-26,242.21,241.3832,SHORT,3,50.0,39.08050000000001,False,True,0,,F,OUT,short,False,False
483492393,MRVL,MRVL,STK,,,,2026-09-09,2026-09-09,233.61,234.63499999999996,LONG,2,30.0,28.5989,False,True,0,,B,LONG,long,False,False
483492393,MRVL,MRVL,STK,,,,2026-09-10,2026-09-10,231.14416666666662,230.7105,LONG,4,30.0,-16.158599999999993,False,True,0,UR,F,OUT,long,True,False
483492393,MRVL,MRVL,STK,,,,2026-09-14,2026-09-14,222.85,219.78,SHORT,2,25.0,74.6302,False,True,0,BIR,C,SHORT,short,True,False
483492393,MRVL,MRVL,STK,,,,2026-09-16,2026-09-16,228.195,228.2005,LONG,3,30.0,-1.9821000000000026,False,True,0,,C,FLAT,long,False,False
483492393,MRVL,MRVL,STK,,,,2026-09-17,2026-09-17,243.84,240.62749999999997,LONG,3,20.0,-66.3532,False,True,0,,B,LONG,long,False,False
491932113,STX,STX,STK,,,,2026-08-14,2026-08-18,971.92,937.41,LONG,2,3.0,-105.5885,False,False,4,,F,OUT,long,False,False
491932113,STX,STX,STK,,,,2026-08-20,2026-08-20,857.8300000000002,851.6,LONG,3,10.0,-64.47750000000002,False,True,0,,C,LONG,long,False,False
491932113,STX,STX,STK,,,,2026-08-31,2026-08-31,823.74,829.3150000000002,LONG,2,10.0,53.577200000000005,False,True,0,,F,SHORT,long,False,False
495763832,ZETA,ZETA,STK,,,,2026-09-14,2026-09-14,30.45,29.845,LONG,4,200.0,-123.1631,False,True,0,UR,C,LONG,long,True,False
495763832,ZETA,ZETA,STK,,,,2026-09-16,2026-09-16,31.080499999999997,30.48,LONG,14,200.0,-122.26589999999999,False,True,0,UR,C,LONG,long,True,False
495763832,ZETA,ZETA,STK,,,,2026-09-17,2026-09-17,31.245,30.4505,LONG,2,60.0,-49.7197,False,True,0,UR,B,LONG,long,True,True
504546674,HOOD,HOOD,STK,,,,2026-09-10,2026-09-10,116.19240000000002,114.1805,LONG,3,50.0,-102.7227,False,True,0,UR,F,OUT,long,True,False
516097394,TOST,TOST,STK,,,,2026-08-20,2026-08-27,35.487,35.739959999999996,LONG,5,250.0,59.00569999999999,False,False,7,,F,OUT,long,False,False
516382772,RELY,RELY,STK,,,,2026-09-03,2026-09-03,27.424833333333336,27.08066666666667,LONG,10,150.0,-53.7388,False,True,0,,B,LONG,long,False,False
517593749,IONQ,IONQ,STK,,,,2026-08-14,2026-08-14,46.70683199999999,46.2305,LONG,3,100.0,-49.7485,False,True,0,,F,OUT,long,False,False
517593749,IONQ,IONQ,STK,,,,2026-08-18,2026-08-18,45.35,44.855,LONG,3,100.0,-51.612500000000004,False,True,0,,F,OUT,long,False,False
517593749,IONQ,IONQ,STK,,,,2026-09-08,2026-09-08,42.66,43.03875,SHORT,4,200.0,-79.966,False,True,0,,F,LONG,short,False,False
517593749,IONQ,IONQ,STK,,,,2026-09-14,2026-09-14,38.08,38.285,SHORT,4,200.0,-43.19700000000001,False,True,0,,F,SHORT,short,False,False
517593749,IONQ,IONQ,STK,,,,2026-09-17,2026-09-17,38.98,39.717060000000004,SHORT,3,50.0,-38.903200000000005,False,True,0,,F,SHORT,short,False,False
517593749,IONQ,IONQ,STK,,,,2026-09-17,2026-09-17,40.14,40.087070000000004,SHORT,3,100.0,3.1901999999999973,False,True,0,,F,SHORT,short,False,False
526906130,IREN,IREN,STK,,,,2026-09-11,2026-09-11,44.09,43.5805,LONG,2,75.0,-40.2949,False,True,0,UR,B,LONG,long,True,True
526906130,IREN,IREN,STK,,,,2026-09-14,2026-09-14,43.01,43.335,LONG,2,75.0,22.293,False,True,0,UR,B,LONG,long,True,True
526906130,IREN,IREN,STK,,,,2026-09-15,2026-09-15,42.375,41.5495,SHORT,3,75.0,59.832,False,True,0,,F,LONG,short,False,False
526906130,IREN,IREN,STK,,,,2026-09-17,2026-09-17,43.555,42.84,LONG,2,50.0,-37.8042,False,True,0,,B,FLAT,long,False,False
541265127,CRDO,CRDO,STK,,,,2026-08-14,2026-08-18,260.285,267.53,LONG,3,25.0,178.98219999999998,False,False,4,,F,OUT,long,False,False
541265127,CRDO,CRDO,STK,,,,2026-08-18,2026-08-19,245.63000000000002,245.795,LONG,2,20.0,1.1947,False,False,1,,F,OUT,long,False,False
541265127,CRDO,CRDO,STK,,,,2026-08-19,2026-08-19,243.99900000000002,232.7248,SHORT,4,25.0,279.7243,False,True,0,,F,LONG,short,False,False
541265127,CRDO,CRDO,STK,,,,2026-08-27,2026-08-27,239.32,237.43779999999998,SHORT,3,25.0,44.9268,False,True,0,,F,SHORT,short,False,False
541265127,CRDO,CRDO,STK,,,,2026-08-31,2026-08-31,230.455,223.59,SHORT,2,25.0,169.5013,False,True,0,,F,FLAT,short,False,False
547605251,RGTI,RGTI,STK,,,,2026-08-27,2026-08-27,16.42,16.5295,SHORT,3,200.0,-24.0079,False,True,0,,C,SHORT,short,False,False
547605251,RGTI,RGTI,STK,,,,2026-09-09,2026-09-09,15.715,15.505,SHORT,4,300.0,59.8426,False,True,0,,F,OUT,short,False,False
547605251,RGTI,RGTI,STK,,,,2026-09-11,2026-09-11,15.425,15.425,SHORT,5,300.0,-3.1555999999999997,False,True,0,BIR,C,SHORT,short,True,False
547605251,RGTI,RGTI,STK,,,,2026-09-11,2026-09-11,15.415,15.6095,SHORT,3,300.0,-61.505599999999994,False,True,0,BIR,C,SHORT,short,True,False
547605251,RGTI,RGTI,STK,,,,2026-09-14,2026-09-14,15.404999999999998,15.545,SHORT,14,500.0,-75.25919999999999,False,True,0,BIR,F,SHORT,short,True,False
547605251,RGTI,RGTI,STK,,,,2026-09-17,2026-09-17,15.945,16.025,SHORT,4,200.0,-18.105900000000002,False,True,0,BIR,F,SHORT,short,True,False
550324178,DINO,DINO,STK,,,,2026-08-13,2026-08-26,88.83,91.65,LONG,2,50.0,138.8956,False,False,13,,B,LONG,long,False,False
550324178,DINO,DINO,STK,,,,2026-09-01,2026-09-14,107.74857142857142,108.23488571428571,LONG,9,125.0,76.67960000000001,False,False,13,,F,OUT,long,False,False
556067819,APLD,APLD,STK,,,,2026-08-27,2026-08-27,28.045,27.995,SHORT,2,200.0,7.8443,False,True,0,,F,SHORT,short,False,False
558869874,SOUN,SOUN,STK,,,,2026-08-24,2026-08-25,7.135,6.945,LONG,2,1000.0,-200.3441,False,False,1,,B,LONG,long,False,False
578031277,QBTS,QBTS,STK,,,,2026-08-21,2026-08-24,19.93,19.105,LONG,3,200.0,-167.1189,False,False,3,,F,SHORT,long,False,False
583996502,MSFU,MSFU,STK,,,,2026-09-08,2026-09-08,37.0929,36.6005,LONG,4,50.0,-26.6677,False,True,0,,F,OUT,long,False,False
583996502,MSFU,MSFU,STK,,,,2026-09-09,2026-09-09,36.945,36.835,LONG,2,200.0,-24.191999999999997,False,True,0,,B,LONG,long,False,False
584127832,COHR,COHR,STK,,,,2026-08-13,2026-08-13,334.455,332.8658,LONG,2,20.0,-33.925200000000004,False,True,0,,F,OUT,long,False,False
584127832,COHR,COHR,STK,,,,2026-08-21,2026-08-21,302.955,295.61,LONG,2,16.0,-119.6206,False,True,0,,F,SHORT,long,False,False
584127832,COHR,COHR,STK,,,,2026-08-25,2026-08-25,283.8,285.7,SHORT,2,50.0,-97.3024,False,True,0,,F,SHORT,short,False,False
584127832,COHR,COHR,STK,,,,2026-08-25,2026-08-26,287.92,293.48,LONG,2,10.0,53.537499999999994,False,False,1,,F,SHORT,short,False,False
584127832,COHR,COHR,STK,,,,2026-08-26,2026-08-26,293.48,294.24,SHORT,3,50.0,-39.3124,False,True,0,,C,SHORT,short,False,False
584127832,COHR,COHR,STK,,,,2026-09-10,2026-09-10,307.4,302.5,LONG,2,12.0,-60.8772,False,True,0,UR,F,OUT,long,True,False
584127832,COHR,COHR,STK,,,,2026-09-15,2026-09-15,273.00874999999996,274.1095,SHORT,3,20.0,-24.131499999999996,False,True,0,,F,OUT,short,False,False
655310909,CART,CART,STK,,,,2026-09-03,2026-09-03,52.395,51.76,LONG,2,100.0,-65.6267,False,True,0,,F,OUT,long,False,False
685215304,BWET,BWET,STK,,,,2026-09-14,2026-09-14,725.75,756.505,SHORT,2,5.0,-155.8508,False,True,0,PARA,F,SHORT,short,True,False
692025016,RDDT,RDDT,STK,,,,2026-09-02,2026-09-02,153.3562,154.47,SHORT,3,50.0,-57.858,False,True,0,,F,OUT,short,False,False
692196414,ALAB,ALAB,STK,,,,2026-08-14,2026-08-14,315.78,314.8305,LONG,2,30.0,-30.685599999999994,False,True,0,,C,FLAT,long,False,False
692196414,ALAB,ALAB,STK,,,,2026-08-14,2026-08-17,318.015,336.69174999999996,LONG,4,20.0,370.3922,False,False,3,,C,FLAT,long,False,False
692196414,ALAB,ALAB,STK,,,,2026-08-28,2026-08-28,292.65,294.4,SHORT,3,50.0,-89.8115,False,True,0,,F,OUT,short,False,False
692196414,ALAB,ALAB,STK,,,,2026-08-28,2026-08-28,292.275,292.19840000000005,SHORT,5,50.0,1.5187999999999993,False,True,0,,F,OUT,short,False,False
692196414,ALAB,ALAB,STK,,,,2026-09-04,2026-09-04,310.865,310.825,LONG,2,10.0,-2.466099999999999,False,True,0,,F,SHORT,long,False,False
717828992,ETHA,ETHA,STK,,,,2026-08-21,2026-08-28,14.0,18.445,LONG,4,200.0,809.3037999999999,False,False,7,,F,SHORT,long,False,False
731466419,SMCI,SMCI,STK,,,,2026-08-14,2026-08-17,39.365,38.92,LONG,2,100.0,-46.600300000000004,False,False,3,,F,SHORT,long,False,False
732440574,LRCX,LRCX,STK,,,,2026-08-14,2026-08-18,329.955,324.28,LONG,2,25.0,-144.047,False,False,4,,F,OUT,long,False,False
732440574,LRCX,LRCX,STK,,,,2026-08-18,2026-08-18,323.505,321.97947200000004,SHORT,3,50.0,73.9331,False,True,0,,F,OUT,short,False,False
732440574,LRCX,LRCX,STK,,,,2026-09-09,2026-09-09,315.705,316.04589999999996,SHORT,5,50.0,-19.380200000000002,False,True,0,,F,OUT,short,False,False
734424283,MUU,MUU,STK,,,,2026-09-02,2026-09-02,30.105,29.78165,LONG,3,100.0,-34.41650000000001,False,True,0,,C,FLAT,long,False,False
734424283,MUU,MUU,STK,,,,2026-09-04,2026-09-04,32.8091,32.3538,LONG,3,100.0,-47.61670000000004,False,True,0,,C,FLAT,long,False,False
734424283,MUU,MUU,STK,,,,2026-09-04,2026-09-04,33.475,33.455,LONG,2,75.0,-3.5668000000000006,False,True,0,,C,FLAT,long,False,False
734424283,MUU,MUU,STK,,,,2026-09-14,2026-09-14,28.34,28.379499999999997,SHORT,2,100.0,-6.0285,False,True,0,,F,OUT,short,False,False
740517233,FCEL,FCEL,STK,,,,2026-08-13,2026-08-13,21.485,20.79525,LONG,4,200.0,-140.07580000000002,False,True,0,,B,LONG,long,False,False
740517233,FCEL,FCEL,STK,,,,2026-08-14,2026-08-17,22.51,21.58,LONG,2,100.0,-95.06459999999998,False,False,3,,B,FLAT,long,False,False
740517233,FCEL,FCEL,STK,,,,2026-08-18,2026-08-18,22.805,22.07,LONG,4,150.0,-112.34830000000002,False,True,0,,B,LONG,long,False,False
760250490,SNDK,SNDK,STK,,,,2026-08-31,2026-08-31,1516.82,1534.9000000000003,SHORT,3,3.0,-56.3344,False,True,0,,F,FLAT,short,False,False
760250490,SNDK,SNDK,STK,,,,2026-09-02,2026-09-02,1533.43,1534.9499,SHORT,3,4.0,-8.206800000000001,False,True,0,,F,FLAT,short,False,False
760250490,SNDK,SNDK,STK,,,,2026-09-02,2026-09-02,1547.96,1539.675,LONG,2,5.0,-43.5846,False,True,0,,F,FLAT,short,False,False
760250490,SNDK,SNDK,STK,,,,2026-09-16,2026-09-16,1544.34,1527.3,LONG,2,2.0,-36.1434,False,True,0,,B,LONG,long,False,False
771759702,CRWV,CRWV,STK,,,,2026-08-13,2026-08-13,110.79,109.75,LONG,2,100.0,-106.2462,False,True,0,,F,OUT,long,False,False
771759702,CRWV,CRWV,STK,,,,2026-08-13,2026-08-13,109.07,107.75290000000001,LONG,4,100.0,-133.952,False,True,0,,F,OUT,long,False,False
771759702,CRWV,CRWV,STK,,,,2026-08-14,2026-08-14,109.945,108.71,LONG,2,50.0,-63.872,False,True,0,,F,OUT,long,False,False
771759702,CRWV,CRWV,STK,,,,2026-08-14,2026-08-14,105.98,104.9205,LONG,2,75.0,-81.6397,False,True,0,,F,OUT,long,False,False
785071865,BMNR,BMNR,STK,,,,2026-08-17,2026-08-18,18.612333333333332,18.26016666666667,LONG,5,300.0,-108.8231,False,False,1,,B,LONG,long,False,False
785071865,BMNR,BMNR,STK,,,,2026-08-18,2026-08-28,18.598333333333333,23.67245,LONG,4,300.0,1517.7534,False,False,10,,F,OUT,long,False,False
785071865,BMNR,BMNR,STK,,,,2026-09-01,2026-09-01,23.344999999999995,23.3356,SHORT,5,250.0,-0.3205,False,True,0,,F,OUT,short,False,False
786034490,HNGE,HNGE,STK,,,,2026-08-25,2026-08-25,90.66,89.32,LONG,2,50.0,-69.1021,False,True,0,,F,OUT,long,False,False
787273575,RKLB,RKLB,STK,,,,2026-08-17,2026-08-17,83.525,84.415,SHORT,4,25.0,-47.596000000000004,False,True,0,,F,LONG,short,False,False
787273575,RKLB,RKLB,STK,,,,2026-08-18,2026-08-18,77.89,78.943,SHORT,3,100.0,-107.48060000000001,False,True,0,,F,LONG,short,False,False
789044667,CRCL,CRCL,STK,,,,2026-08-14,2026-08-14,72.75775,71.77,LONG,4,100.0,-100.94300000000001,False,True,0,,F,OUT,long,False,False
789044667,CRCL,CRCL,STK,,,,2026-08-19,2026-08-19,77.23,76.58,LONG,2,100.0,-67.17790000000001,False,True,0,LVL,F,OUT,long,True,False
789044667,CRCL,CRCL,STK,,,,2026-08-31,2026-09-01,88.39,89.9675,LONG,3,100.0,154.5446,False,False,1,,F,OUT,long,False,False
789044667,CRCL,CRCL,STK,,,,2026-09-02,2026-09-02,89.41,88.9005,LONG,5,100.0,-53.15320000000001,False,True,0,,F,OUT,long,False,False
789044667,CRCL,CRCL,STK,,,,2026-09-03,2026-09-08,97.72583333333333,98.44999999999999,LONG,6,60.0,39.316300000000005,False,False,5,,F,OUT,long,False,False
789044667,CRCL,CRCL,STK,,,,2026-09-10,2026-09-10,90.62000000000002,90.805,LONG,2,60.0,8.975700000000003,False,True,0,UR,C,LONG,long,True,False
789044667,CRCL,CRCL,STK,,,,2026-09-11,2026-09-11,93.04,93.535,LONG,2,30.0,12.786100000000005,False,True,0,,B,LONG,long,False,False
802794976,FIG,FIG,STK,,,,2026-08-25,2026-08-26,27.745,25.75,LONG,2,100.0,-201.5731,False,False,1,,F,OUT,long,False,False
824113968,TSLQ,TSLQ,STK,,,,2026-08-27,2026-08-27,20.5925,20.421657,LONG,4,200.0,-36.2929,False,True,0,,C,FLAT,long,False,False
824113968,TSLQ,TSLQ,STK,,,,2026-08-27,2026-08-27,20.27,20.255,LONG,2,200.0,-5.1236999999999995,False,True,0,,C,FLAT,long,False,False
831082828,SQQQ,SQQQ,STK,,,,2026-09-02,2026-09-02,39.735,39.731003333333334,LONG,3,300.0,-4.5049,False,True,0,,F,LONG,long,False,False
849555200,WDCX,WDCX,STK,,,,2026-09-08,2026-09-08,18.96,19.27541666666667,SHORT,3,240.0,-77.542,False,True,0,,F,OUT,short,False,False
858465697,SOLT,SOLT,STK,,,,2026-08-20,2026-08-28,43.695,60.2,LONG,2,25.0,410.589,False,False,8,,F,SHORT,long,False,False
858465697,SOLT,SOLT,STK,,,,2026-09-01,2026-09-01,54.275,54.84,SHORT,2,100.0,-58.6319,False,True,0,,F,OUT,short,False,False
882732191,CBRS,CBRS,STK,,,,2026-08-14,2026-08-14,224.5875,225.54000000000002,SHORT,3,20.0,-41.29309999999998,False,True,0,,F,LONG,short,False,False
882732191,CBRS,CBRS,STK,,,,2026-08-31,2026-08-31,183.075,184.15,SHORT,2,60.0,-66.73830000000001,False,True,0,,C,SHORT,short,False,False
882732191,CBRS,CBRS,STK,,,,2026-09-02,2026-09-02,178.84,181.14,SHORT,2,50.0,-117.1942,False,True,0,,F,OUT,short,False,False
882732191,CBRS,CBRS,STK,,,,2026-09-02,2026-09-02,181.8,182.886,SHORT,3,50.0,-56.497299999999996,False,True,0,,F,OUT,short,False,False
882732191,CBRS,CBRS,STK,,,,2026-09-11,2026-09-11,194.67,191.43,SHORT,2,20.0,62.7157,False,True,0,BIR,C,SHORT,short,True,False
890493863,SPCX,SPCX,STK,,,,2026-08-13,2026-08-13,142.43,140.414898,LONG,5,50.0,-102.9098,False,True,0,,F,OUT,long,False,False
890493863,SPCX,SPCX,STK,,,,2026-09-02,2026-09-02,140.44,139.87,LONG,2,100.0,-59.308199999999985,False,True,0,,B,LONG,long,False,False
890493863,SPCX,SPCX,STK,,,,2026-09-03,2026-09-03,148.575,146.645,LONG,2,20.0,-40.6645,False,True,0,ORB9,B,LONG,long,True,True
890493863,SPCX,SPCX,STK,,,,2026-09-03,2026-09-03,148.37,149.785,LONG,2,10.0,12.117199999999999,False,True,0,ORB9,B,LONG,long,True,True
890493863,SPCX,SPCX,STK,,,,2026-09-08,2026-09-08,151.62,152.65,LONG,4,30.0,28.799699999999998,False,True,0,UR,F,OUT,long,True,False
890493863,SPCX,SPCX,STK,,,,2026-09-09,2026-09-09,150.555,150.51,SHORT,2,75.0,1.1273,False,True,0,,F,OUT,short,False,False
890493863,SPCX,SPCX,STK,,,,2026-09-09,2026-09-09,146.74,145.745,LONG,2,40.0,-41.9281,False,True,0,,F,OUT,short,False,False
890493863,SPCX,SPCX,STK,,,,2026-09-10,2026-09-10,150.05,151.535,SHORT,2,12.0,-19.8595,False,True,0,FBO,F,OUT,short,True,False
890493863,SPCX,SPCX,STK,,,,2026-09-16,2026-09-16,149.643,150.8695,SHORT,3,50.0,-63.4892,False,True,0,,F,LONG,short,False,False
890493863,SPCX,SPCX,STK,,,,2026-09-17,2026-09-17,155.125,154.7,LONG,2,15.0,-8.425799999999995,False,True,0,,F,OUT,long,False,False
892340391,SOXS,SOXS,STK,,,,2026-09-04,2026-09-04,47.035,46.719,LONG,6,250.0,-84.2909,False,True,0,,F,SHORT,long,False,False
892340391,SOXS,SOXS,STK,,,,2026-09-08,2026-09-08,44.065,44.0205,LONG,2,100.0,-6.560699999999997,False,True,0,,F,LONG,long,False,False
892340391,SOXS,SOXS,STK,,,,2026-09-11,2026-09-11,43.375,43.9405,LONG,2,300.0,166.31810000000002,False,True,0,,F,LONG,long,False,False
892340391,SOXS,SOXS,STK,,,,2026-09-17,2026-09-17,44.97,44.775,LONG,2,200.0,-41.2246,False,True,0,,F,LONG,long,False,False
899700992,SKHY,SKHY,STK,,,,2026-08-28,2026-08-28,160.69,162.05,SHORT,2,25.0,-36.0878,False,True,0,,F,OUT,short,False,False
899700992,SKHY,SKHY,STK,,,,2026-09-09,2026-09-10,190.65,191.306,LONG,3,60.0,36.11149999999999,False,False,1,,F,OUT,long,False,False
899700992,SKHY,SKHY,STK,,,,2026-09-10,2026-09-10,189.52,191.03,SHORT,2,48.0,-74.67699999999999,False,True,0,ORB9,F,SHORT,long,True,False
899700992,SKHY,SKHY,STK,,,,2026-09-10,2026-09-10,192.025,191.39,LONG,2,100.0,-65.9144,False,True,0,ORB9,F,SHORT,long,True,False
899700992,SKHY,SKHY,STK,,,,2026-09-15,2026-09-15,178.85,173.5595,SHORT,2,20.0,103.73230000000001,False,True,0,,F,OUT,short,False,False
899779152,SNDQ,SNDQ,STK,,,,2026-08-28,2026-08-28,17.00768,16.69,LONG,4,250.0,-82.0562,False,True,0,,F,SHORT,long,False,False
899779152,SNDQ,SNDQ,STK,,,,2026-09-01,2026-09-01,15.905,15.64125,LONG,3,200.0,-55.8546,False,True,0,,F,OUT,long,False,False
